Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
30587044.0,30587044.0,1305022000.0,1397674000.0,686160000.0,2089786000.0,1706480000.0,686160000.0,692112000.0,1951993000.0,910640000.0,218528000.0,692112000.0,386242000.0,,,305870000.0,305870000.0,1822975000.0,1270750000.0,1000.0,,5560000.0,1259881000.0,1259881000.0,5308000.0,552225000.0,173648000.0,,137793000.0,137793000.0,,2294000.0,148529000.0,,15807000.0,132722000.0,2733615000.0,474910000.0,59223000.0,,183659000.0,183659000.0,,139254000.0,,,5952000.0,5952000.0,64987000.0,,,,,,2258705000.0,79964000.0,,1864111000.0,,,,,2721000.0,180754000.0,,,131155000.0,38503000.0,92652000.0,,,2023-09-30
30587044.0,30587044.0,1329350000.0,1383910000.0,665295000.0,2055032000.0,1720692000.0,665295000.0,671122000.0,1921117000.0,883372000.0,212250000.0,671122000.0,37500000.0,199334000.0,128418000.0,305870000.0,305870000.0,1854444000.0,1259493000.0,1000.0,3570000.0,5927000.0,1249995000.0,1249995000.0,3570000.0,594951000.0,7912000.0,14684000.0,133915000.0,133915000.0,1827000.0,1827000.0,183944000.0,67207000.0,7116000.0,109621000.0,2737816000.0,422173000.0,35915000.0,150777000.0,25000.0,134950000.0,25000.0,141913000.0,124656000.0,17257000.0,5827000.0,5827000.0,67309000.0,-29789000.0,97098000.0,3443000.0,24621000.0,69034000.0,2315643000.0,8273000.0,91443000.0,1889900000.0,147904000.0,1729707000.0,12289000.0,9169000.0,9563000.0,252308000.0,0.0,252308000.0,54987000.0,427000.0,54560000.0,2204000.0,52356000.0,2023-03-31
30587044.0,30587044.0,1153537000.0,1194274000.0,754342000.0,1954467000.0,1622684000.0,754342000.0,760193000.0,1791803000.0,1007889000.0,247696000.0,760193000.0,454323000.0,,,305870000.0,305870000.0,1844401000.0,1039613000.0,2000.0,,3222000.0,1031610000.0,1031610000.0,4779000.0,804788000.0,385252000.0,,162664000.0,162664000.0,,2841000.0,135069000.0,,16651000.0,118418000.0,2852290000.0,424818000.0,56381000.0,,189781000.0,189781000.0,,88640000.0,,,5851000.0,5851000.0,61455000.0,,,,,,2427472000.0,63914000.0,,1702191000.0,,,,,4318000.0,555554000.0,,,101495000.0,60758000.0,40737000.0,,,2024-03-31 00:00:00
