Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Financial Assets Designatedas Fair Value Through Profitor Loss Total
398941385.0,398941385.0,851001000.0,1698042000.0,9021505000.0,10616887000.0,2439966000.0,9021505000.0,112992000.0,9031837000.0,9031837000.0,9031854000.0,17000.0,9031837000.0,8633035000.0,,,398802000.0,398802000.0,4467080000.0,353939000.0,-10000.0,78452000.0,89631000.0,89631000.0,170533000.0,4113141000.0,51099000.0,,1608411000.0,23361000.0,1585050000.0,121421000.0,1937873000.0,,,57206000.0,1880667000.0,13498934000.0,6945837000.0,832329000.0,,83773000.0,88585000.0,88585000.0,1876000.0,10332000.0,10332000.0,5880149000.0,,5880149000.0,1209983000.0,4670166000.0,,,,,6553107000.0,298784000.0,,,3579333000.0,,,,,16636000.0,,1852920000.0,,,805434000.0,71385000.0,734049000.0,,,2024-03-31,
398831885.0,398831885.0,,692177000.0,8347309000.0,8953598000.0,2536300000.0,8347309000.0,95641000.0,8357062000.0,8357062000.0,8357078000.0,16000.0,8357062000.0,7958369000.0,,,398693000.0,398693000.0,3714354000.0,420267000.0,,92641000.0,86043000.0,86043000.0,224460000.0,3294087000.0,78466000.0,20732000.0,606134000.0,9598000.0,596536000.0,383696000.0,1894579000.0,,,,1894579000.0,12071432000.0,6241045000.0,901823000.0,,104318000.0,66017000.0,66017000.0,1897000.0,9753000.0,,5115840000.0,,5115840000.0,523467000.0,4592373000.0,,,,,5830387000.0,369159000.0,,,3419984000.0,,,,,41807000.0,,1263816000.0,,,735621000.0,113848000.0,621773000.0,,,2023-09-30,
398831885.0,398831885.0,,301993000.0,7831694000.0,8034886000.0,2602799000.0,7831694000.0,109841000.0,7842734000.0,7842734000.0,7842750000.0,16000.0,7842734000.0,34573000.0,5240751000.0,1569793000.0,398693000.0,398693000.0,2760502000.0,406517000.0,,99226000.0,92103000.0,92103000.0,196785000.0,2353985000.0,147219000.0,12702000.0,209890000.0,17738000.0,192152000.0,248361000.0,1674106000.0,183934000.0,49892000.0,12702000.0,1427578000.0,10603252000.0,5646468000.0,-472000.0,650574000.0,65260000.0,66000.0,66000.0,,11040000.0,11040000.0,4890714000.0,-2383507000.0,7274221000.0,561395000.0,4328847000.0,4103283000.0,2250852000.0,358691000.0,0.0,4956784000.0,245199000.0,49892000.0,246120000.0,3251675000.0,195289000.0,1682997000.0,412400000.0,960989000.0,104351000.0,3552000.0,785466000.0,-40530000.0,825996000.0,515728000.0,5580000.0,510148000.0,200000000.0,310148000.0,2023-03-31,
