Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.4,102400000.0,-43900000.0,123400000.0,173700000.0,102400000.0,-21000000.0,-79300000.0,79300000.0,-43900000.0,-43900000.0,1599700000.0,,,,,-43900000.0,-43900000.0,0.0,-43900000.0,1700000.0,-45700000.0,-45700000.0,-54600000.0,-100300000.0,-100000.0,-79300000.0,79300000.0,-20900000.0,1426000000.0,1020600000.0,123400000.0,123400000.0,197000000.0,197000000.0,1405100000.0,173700000.0,1578800000.0,1578800000.0,2024-03-31
0.0,0.291169,117600000.0,-59300000.0,120400000.0,223400000.0,117600000.0,-2800000.0,-81000000.0,81000000.0,-59300000.0,-59300000.0,1675300000.0,29356436.0,29356436.0,-2.02,-2.02,-59300000.0,-59300000.0,0.0,-59300000.0,100000.0,-59400000.0,-59400000.0,-24400000.0,-83800000.0,2700000.0,-81000000.0,81000000.0,-5500000.0,1451900000.0,1000900000.0,120400000.0,120400000.0,236300000.0,236300000.0,1446400000.0,223400000.0,1669800000.0,1669800000.0,2023-12-31
0.0,0.094731,37400000.0,-153100000.0,124700000.0,168600000.0,37400000.0,-87300000.0,-81600000.0,81600000.0,-153100000.0,-153100000.0,1525000000.0,29385797.0,29385797.0,-5.21,-5.21,-153100000.0,-153100000.0,0.0,-153100000.0,-200000.0,-152900000.0,-152900000.0,-16000000.0,-168900000.0,2700000.0,-81600000.0,81600000.0,-90100000.0,1356400000.0,928800000.0,124700000.0,124700000.0,213700000.0,213700000.0,1266300000.0,168600000.0,1434900000.0,1434900000.0,2023-09-30
0.0,0.103311,41800000.0,-134400000.0,112600000.0,270200000.0,41800000.0,-70800000.0,-80200000.0,80200000.0,-134400000.0,-134400000.0,1632100000.0,29344978.0,29344978.0,-4.58,-4.58,-134400000.0,-134400000.0,0.0,-134400000.0,1000000.0,-135400000.0,-135400000.0,-15600000.0,-151000000.0,5800000.0,-80200000.0,80200000.0,-76600000.0,1361900000.0,914600000.0,112600000.0,112600000.0,232000000.0,232000000.0,1285300000.0,270200000.0,1555500000.0,1555500000.0,2023-06-30
0.0,0.077007,24800000.0,-167500000.0,134000000.0,468600000.0,24800000.0,-109200000.0,-55200000.0,73900000.0,-167500000.0,-167500000.0,1428900000.0,,,,,-167500000.0,-167500000.0,0.0,-167500000.0,1500000.0,-169000000.0,-169000000.0,-14100000.0,-183100000.0,-18100000.0,-55200000.0,73900000.0,-107700000.0,960300000.0,506000000.0,134000000.0,134000000.0,176800000.0,136500000.0,852600000.0,468600000.0,1321200000.0,1321200000.0,2023-03-31
,,,,,,,,,,,,,25297297.0,25297297.0,-5.55,-5.55,,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.104646,-17700000.0,-190200000.0,114300000.0,235400000.0,-17700000.0,-132000000.0,-81100000.0,81100000.0,-190200000.0,-190200000.0,1292100000.0,29397218.0,29397218.0,-6.47,-6.47,-190200000.0,-190200000.0,0.0,-190200000.0,600000.0,-190800000.0,-190800000.0,-22300000.0,-213100000.0,2300000.0,-81100000.0,81100000.0,-134300000.0,1056700000.0,703100000.0,114300000.0,114300000.0,147600000.0,147600000.0,922400000.0,235400000.0,1157800000.0,1157800000.0,2024-06-30 00:00:00
