Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Current Deferred Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
0.0,6039000000.0,6039000000.0,184163238000.0,186533846000.0,-108549253000.0,323935021000.0,9301241000.0,-108549253000.0,43877000.0,137445052000.0,305987827000.0,137445052000.0,137445052000.0,131406052000.0,,,6039000000.0,6039000000.0,311758091000.0,272665022000.0,,,2538303000.0,168542775000.0,0.0,168542775000.0,58599000.0,39093069000.0,3286061000.0,,17991071000.0,43877000.0,17947194000.0,839055000.0,6760557000.0,,,3152000.0,6757405000.0,449203143000.0,400808833000.0,9030000.0,,507777000.0,57516762000.0,,57516762000.0,,87561199000.0,87561199000.0,245994305000.0,245916263000.0,78042000.0,9219760000.0,,9219760000.0,76456000.0,9143304000.0,,,,,48394310000.0,10475520000.0,,,,2930891000.0,,,772534000.0,542928000.0,7586124000.0,26086313000.0,23759582000.0,2326731000.0,,,2024-03-31
,6039000000.0,6039000000.0,179679788000.0,180971351000.0,-115101423000.0,316836702000.0,-12101980000.0,-115101423000.0,65109000.0,135930460000.0,268382330000.0,135930460000.0,135930460000.0,129891460000.0,,,6039000000.0,6039000000.0,305387531000.0,238814513000.0,1774000.0,,1948380000.0,132471725000.0,19855000.0,132451870000.0,676870000.0,66573018000.0,4912191000.0,,48499626000.0,45254000.0,48454372000.0,33961000.0,4238278000.0,,,127145000.0,4111133000.0,441317991000.0,386846953000.0,2144000.0,,523892000.0,53207367000.0,,53207367000.0,,72681572000.0,72681572000.0,251031883000.0,250953841000.0,78042000.0,9400095000.0,,9400095000.0,77573000.0,9322522000.0,,,,,54471038000.0,11489824000.0,,,,3371905000.0,,,5743488000.0,112748000.0,8656267000.0,25096806000.0,23870352000.0,1226454000.0,,,2023-09-30
,6039000000.0,6039000000.0,164535510000.0,167481930000.0,-121587090000.0,301185850000.0,26607190000.0,-121587090000.0,85070000.0,133788990000.0,276265980000.0,133788990000.0,133788990000.0,127749997000.0,61652810000.0,64402510000.0,6039000000.0,6039000000.0,293872780000.0,250827970000.0,106490260000.0,3880000.0,1273830000.0,142522480000.0,45490000.0,142476990000.0,537520000.0,43044810000.0,5548520000.0,23690000.0,24959450000.0,39580000.0,24919870000.0,34390000.0,9192570000.0,692790000.0,7160000.0,1076440000.0,7416180000.0,427661770000.0,358010780000.0,1000000.0,71770000.0,636600000.0,6263710000.0,170000.0,6262910000.0,630000.0,43188640000.0,43188640000.0,255376080000.0,255298040000.0,78040000.0,9500340000.0,-1543670000.0,11044010000.0,75350000.0,6865420000.0,2619850000.0,1361530000.0,121860000.0,0.0,69652000000.0,11740823000.0,0.0,8133380000.0,4334690000.0,2990010000.0,1699080000.0,1290930000.0,18163260000.0,1315350000.0,16720180000.0,17995130000.0,15133780000.0,2861350000.0,439160000.0,2422190000.0,2023-03-31
