Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Net Interest Income,Interest Expense,Interest Income,Rent Expense Supplemental,Other Special Charges,Impairment Of Capital Assets,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense,Rent And Landing Fees
-31001430.930105,0.255366,1044600000.0,-121400000.0,-121400000.0,676500000.0,94800000.0,2661600000.0,923200000.0,828400000.0,766898569.069895,676500000.0,3191500000.0,,,,,676500000.0,676500000.0,0.0,676500000.0,676500000.0,676500000.0,232000000.0,908500000.0,201500000.0,-177300000.0,177300000.0,828400000.0,529900000.0,435100000.0,94800000.0,94800000.0,1358300000.0,2661600000.0,4019900000.0,4019900000.0,2024-03-31,,,,,,,,,,,,,
-45494031.890661,0.255011,1172200000.0,-178400000.0,-178400000.0,654000000.0,97400000.0,2647000000.0,993800000.0,896400000.0,786905968.109339,654000000.0,3189900000.0,346031746.0,340625000.0,1.89,1.92,654000000.0,654000000.0,0.0,654000000.0,654100000.0,654100000.0,223900000.0,878000000.0,160000000.0,-226600000.0,226600000.0,896400000.0,542900000.0,445500000.0,97400000.0,97400000.0,1439300000.0,2647000000.0,4086300000.0,4086300000.0,2023-12-31,,,,,,,,,,,,,
-65275681.48688,0.288575,988420000.0,-226200000.0,-226200000.0,390430000.0,111000000.0,1701600000.0,762220000.0,651220000.0,551354318.51312,390430000.0,2452660000.0,,,,,390430000.0,390430000.0,0.0,390430000.0,390430000.0,390430000.0,158370000.0,548800000.0,75340000.0,-272420000.0,118540000.0,731120000.0,751060000.0,-13660000.0,111000000.0,111000000.0,1482180000.0,1701600000.0,3183780000.0,3183780000.0,2023-03-31,,,,,,,,,,,,,
-15015693.375585,0.227856,802000000.0,-65900000.0,-65900000.0,511700000.0,109100000.0,1968700000.0,736100000.0,627000000.0,562584306.624415,511700000.0,2422200000.0,364105753.0,364105753.0,1.405361,1.405361,511700000.0,511700000.0,0.0,511700000.0,511700000.0,511700000.0,151000000.0,662700000.0,101600000.0,-104000000.0,104000000.0,627000000.0,453500000.0,344400000.0,109100000.0,109100000.0,1080500000.0,1968700000.0,3049200000.0,3049200000.0,2022-12-31,,,,,,,,,,,,,
-67653316.244793,0.24992,1450900000.0,-270700000.0,-270700000.0,702300000.0,110000000.0,2987500000.0,1180200000.0,1070200000.0,905346683.755207,702300000.0,3621800000.0,373563830.0,369631579.0,1.88,1.9,702300000.0,702300000.0,0.0,702300000.0,702300000.0,702300000.0,234000000.0,936300000.0,136800000.0,-351800000.0,351800000.0,1070200000.0,634300000.0,524300000.0,110000000.0,110000000.0,1704500000.0,2987500000.0,4692000000.0,4692000000.0,2024-06-30 00:00:00,,,,,,,,,,,,,
-11983763.530391,0.25229,837400000.0,-47500000.0,-47500000.0,538800000.0,86600000.0,2374100000.0,789900000.0,703300000.0,574316236.469609,538800000.0,2851600000.0,364105753.0,364105753.0,1.47979,1.47979,538800000.0,538800000.0,0.0,538800000.0,538800000.0,538800000.0,181800000.0,720600000.0,64800000.0,-106500000.0,106500000.0,703300000.0,477500000.0,390900000.0,86600000.0,86600000.0,1180800000.0,2374100000.0,3554900000.0,3554900000.0,2023-06-30 00:00:00,61070000.0,22700000.0,83770000.0,5330000.0,10000.0,0.0,61070000.0,22700000.0,83770000.0,115280000.0,3400000.0,111880000.0,5330000.0
