Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Fixed Assets Revaluation Reserve,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
39000061.0,39000061.0,616300000.0,658000000.0,4370900000.0,5092300000.0,2303000000.0,4370900000.0,11900000.0,4446200000.0,4460500000.0,4432800000.0,-13400000.0,4446200000.0,4056200000.0,,,,390000000.0,390000000.0,1964500000.0,257200000.0,204000000.0,22800000.0,8500000.0,14300000.0,30400000.0,1707300000.0,315400000.0,635200000.0,3400000.0,631800000.0,1500000.0,694600000.0,,84800000.0,609800000.0,6397300000.0,2387000000.0,60800000.0,,500000.0,417900000.0,417900000.0,,,,0.0,75300000.0,10800000.0,64500000.0,1826400000.0,,1826400000.0,44600000.0,1781800000.0,,,,,4010300000.0,363100000.0,,,,1502100000.0,,,,39600000.0,1979400000.0,,,126100000.0,96300000.0,29800000.0,,2024-03-31
39000061.0,39000061.0,361700000.0,395900000.0,4212500000.0,4680800000.0,2295900000.0,4212500000.0,,4284900000.0,4301100000.0,4282900000.0,-2000000.0,4284900000.0,3894900000.0,,,,390000000.0,390000000.0,1440700000.0,246900000.0,208800000.0,16200000.0,,16200000.0,21900000.0,1193800000.0,367000000.0,379700000.0,,379700000.0,2500000.0,389100000.0,,73500000.0,315600000.0,5723600000.0,2233900000.0,65800000.0,,700000.0,327700000.0,327700000.0,,,,165400000.0,72400000.0,7900000.0,64500000.0,1601700000.0,,1601700000.0,93800000.0,1507900000.0,,,,,3489700000.0,259700000.0,,,,1197400000.0,,,,107200000.0,1752300000.0,,,173100000.0,138900000.0,34200000.0,,2023-09-30
39000061.0,39000061.0,,146211000.0,4059219000.0,4278708000.0,2325718000.0,4059219000.0,,4132497000.0,4141955000.0,4134538000.0,2041000.0,4132497000.0,3742500000.0,418309000.0,1619338000.0,1779978000.0,390000000.0,390000000.0,1070870000.0,241374000.0,211875000.0,9458000.0,,9458000.0,20041000.0,829496000.0,6410000.0,136753000.0,,136753000.0,2500000.0,388159000.0,48197000.0,78775000.0,261187000.0,5205408000.0,2050194000.0,72400000.0,8630000.0,383000.0,111189000.0,236600000.0,111189000.0,3870000.0,3870000.0,169722000.0,73278000.0,8818000.0,64460000.0,1565748000.0,-526993000.0,2092741000.0,113395000.0,1452400000.0,1164269000.0,268745000.0,546332000.0,0.0,3155214000.0,226000.0,0.0,231683000.0,197947000.0,933910000.0,1277000.0,569487000.0,363146000.0,117266000.0,1503109000.0,-96506000.0,1599615000.0,171073000.0,236800000.0,171073000.0,171073000.0,2023-03-31
