Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Fixed Assets Revaluation Reserve,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Accrued Expenses,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
50033143.0,50033143.0,,409021000.0,2788827000.0,3198047000.0,1491041000.0,2788827000.0,0.0,2789026000.0,3198047000.0,2789026000.0,2789026000.0,2288695000.0,,,,500331000.0,500331000.0,4024539000.0,1231774000.0,521874000.0,,,,240176000.0,409021000.0,0.0,409021000.0,11833000.0,2792765000.0,2118486000.0,,0.0,0.0,0.0,,1177000.0,611982000.0,,611982000.0,6813565000.0,2529759000.0,34889000.0,,0.0,199000.0,199000.0,2304994000.0,,2304994000.0,0.0,2304994000.0,,,,,4283806000.0,11555000.0,,,2703893000.0,,,,,,292805000.0,,,1275553000.0,557227000.0,718326000.0,,718326000.0,2024-03-31
50033143.0,50033143.0,,441040000.0,2219786000.0,2661029000.0,998072000.0,2219786000.0,0.0,2219989000.0,2661029000.0,2219989000.0,2219989000.0,1719658000.0,,,,500331000.0,500331000.0,3754605000.0,1332806000.0,523549000.0,,,,308013000.0,441040000.0,0.0,441040000.0,13124000.0,2421799000.0,1860939000.0,,,,,,1177000.0,476624000.0,,476624000.0,5974594000.0,2554723000.0,13967000.0,,0.0,203000.0,203000.0,2399656000.0,,2399656000.0,0.0,2399656000.0,,,,,3419871000.0,157311000.0,,,2313161000.0,,,,,,129578000.0,,,819821000.0,134466000.0,685355000.0,,685355000.0,2023-09-30
50033143.0,50033143.0,243230000.0,337180000.0,2383341000.0,2720781000.0,795598000.0,2383341000.0,,2383601000.0,2720781000.0,2383601000.0,2383601000.0,1886166000.0,1407186000.0,-1821397000.0,1425670000.0,500331000.0,500331000.0,3125040000.0,1228375000.0,10123000.0,9732000.0,0.0,0.0,308013000.0,337180000.0,,337180000.0,520758000.0,1896665000.0,1132913000.0,0.0,0.0,,0.0,872000.0,872000.0,599512000.0,231343000.0,368169000.0,5508641000.0,2816378000.0,-1000.0,9018000.0,0.0,260000.0,260000.0,2668627000.0,-3804561000.0,6473188000.0,,229376000.0,3361460000.0,1710590000.0,1171762000.0,0.0,2692263000.0,120809000.0,379901000.0,171346000.0,1970587000.0,5603000.0,1925645000.0,39339000.0,2590000.0,1677000.0,72212000.0,-50542000.0,122754000.0,93950000.0,54803000.0,93950000.0,79681000.0,14269000.0,2023-03-31
