Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Defined Pension Benefit,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
23392055.0,23392055.0,,142710000.0,7331210000.0,7513530000.0,2182430000.0,7331210000.0,7370820000.0,7377210000.0,7370820000.0,0.0,7370820000.0,7136900000.0,,,233920000.0,233920000.0,816360000.0,19730000.0,,,6390000.0,6390000.0,13340000.0,796630000.0,123180000.0,760000.0,136320000.0,136320000.0,3620000.0,,450310000.0,,,,450310000.0,8187180000.0,5208120000.0,8320000.0,,,122970000.0,,42600000.0,42600000.0,39610000.0,39610000.0,4994620000.0,,4994620000.0,729270000.0,4265350000.0,,,,,2979060000.0,238920000.0,,,21100000.0,1527660000.0,,,,,2410000.0,,698520000.0,,,490450000.0,137410000.0,353040000.0,,,2024-03-31
23392055.0,23392055.0,,610080000.0,7268790000.0,7883700000.0,2608070000.0,7268790000.0,7273620000.0,7290440000.0,7273620000.0,0.0,7273620000.0,7039700000.0,,,233920000.0,233920000.0,1128790000.0,28270000.0,,,16820000.0,16820000.0,11450000.0,1100520000.0,136740000.0,0.0,593260000.0,593260000.0,5560000.0,5560000.0,212660000.0,,,0.0,212660000.0,8402410000.0,4693820000.0,3580000.0,,,93030000.0,,44520000.0,44520000.0,4830000.0,4830000.0,4547860000.0,,4547860000.0,199480000.0,4348380000.0,,,,,3708590000.0,173230000.0,,,62570000.0,1431490000.0,,,,,3140000.0,62570000.0,595920000.0,,,1442240000.0,184980000.0,1257260000.0,,,2023-09-30
22165062.0,22165062.0,1428910000.0,1702570000.0,5143150000.0,6850480000.0,774210000.0,5143150000.0,5147910000.0,5190210000.0,5147910000.0,0.0,5147910000.0,4926260000.0,2825250000.0,2090260000.0,221650000.0,221650000.0,2415090000.0,53750000.0,11450000.0,0.0,42300000.0,42300000.0,11450000.0,2361340000.0,76650000.0,2130000.0,1660270000.0,1660270000.0,3320000.0,3320000.0,680070000.0,358180000.0,10000.0,2130000.0,321880000.0,7563000000.0,4427450000.0,5510000.0,0.0,33980000.0,123560000.0,0.0,28470000.0,28470000.0,4760000.0,4760000.0,4265150000.0,-350540000.0,4615690000.0,2307440000.0,169010000.0,1308900000.0,504800000.0,325540000.0,0.0,3135550000.0,5860000.0,5160000.0,158700000.0,197550000.0,1624980000.0,10960000.0,435270000.0,589670000.0,589080000.0,10360000.0,55420000.0,844030000.0,0.0,844030000.0,288910000.0,15250000.0,273660000.0,15010000.0,258650000.0,2023-03-31
