Treasury Shares Number,Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Net PPE,Gross PPE,Other Properties,Current Assets,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Retained Earnings,Additional Paid In Capital,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Other Payable,Other Intangible Assets,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Other Current Assets,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Equivalents,Cash Financial
0.0,41406680.0,41406680.0,203154000.0,3637158000.0,4813542000.0,874551000.0,3637158000.0,203154000.0,4813542000.0,4813542000.0,4813542000.0,4813542000.0,4606509000.0,207033000.0,207033000.0,2762012000.0,699139000.0,326286000.0,92163000.0,203154000.0,203154000.0,,67848000.0,2062873000.0,2062873000.0,14755000.0,2048118000.0,7575554000.0,4638130000.0,225744000.0,9773000.0,2870488000.0,2870488000.0,1176384000.0,355741000.0,355741000.0,355741000.0,2937424000.0,10214000.0,57004000.0,1416129000.0,1454077000.0,1272065000.0,182012000.0,2024-03-31,,,,,,,,,,,,,,,,,,
,41406680.0,41406680.0,198173000.0,2765722000.0,4019412000.0,305065000.0,2765722000.0,198102000.0,4019341000.0,4019412000.0,4019341000.0,4019341000.0,3812308000.0,207033000.0,207033000.0,2077349000.0,435101000.0,85235000.0,78955000.0,198173000.0,198102000.0,71000.0,64309000.0,1642248000.0,1642248000.0,6827000.0,1635421000.0,6096690000.0,4149377000.0,32998000.0,9172000.0,2508519000.0,2508519000.0,1253619000.0,345069000.0,345069000.0,345069000.0,1947313000.0,9765000.0,23779000.0,1179426000.0,734343000.0,597897000.0,136446000.0,2023-09-30,,,,,,,,,,,,,,,,,,
,41406680.0,41406680.0,170191000.0,2168960000.0,3499789000.0,631170000.0,2168960000.0,170166000.0,3499764000.0,3499789000.0,3499764000.0,3499764000.0,3292731000.0,207033000.0,207033000.0,1699230000.0,496570000.0,199701000.0,66457000.0,170191000.0,170166000.0,25000.0,54097000.0,1202660000.0,1202660000.0,37494000.0,1165166000.0,5198994000.0,3365164000.0,125386000.0,8698000.0,1589700000.0,1589700000.0,1330804000.0,310576000.0,310576000.0,310576000.0,1833830000.0,9355000.0,17140000.0,1032638000.0,774697000.0,557684000.0,217013000.0,2023-03-31,,,,,,,,,,,,,,,,,,
