Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
403000000.0,0.4,5738200000.0,1007500000.0,1007500000.0,-1209800000.0,14768600000.0,6745700000.0,6745700000.0,-8229700000.0,8229700000.0,-1814300000.0,-1209800000.0,20349500000.0,,,,,-1209800000.0,-1209800000.0,0.0,-1209800000.0,466100000.0,-1675900000.0,0.0,-1675900000.0,191900000.0,-1484000000.0,1209900000.0,1007500000.0,,-8229700000.0,8229700000.0,4118300000.0,5580900000.0,5580900000.0,9699200000.0,14768600000.0,24467800000.0,24467800000.0,2024-03-31
-91290000.0,0.3,4228200000.0,-304300000.0,-304300000.0,-3174600000.0,13938200000.0,3923900000.0,3923900000.0,-8572000000.0,8572000000.0,-2961590000.0,-3174600000.0,19490200000.0,5989811321.0,5989811321.0,-0.53,-0.53,-3174600000.0,-3174600000.0,0.0,-3174600000.0,1689400000.0,-4864000000.0,0.0,-4864000000.0,215900000.0,-4648100000.0,1240100000.0,-304300000.0,,-8572000000.0,8572000000.0,2776300000.0,5552000000.0,5552000000.0,8328300000.0,13938200000.0,22266500000.0,22266500000.0,2023-12-31
-94080000.0,0.3,5916900000.0,-313600000.0,-313600000.0,-910300000.0,12941100000.0,5603300000.0,5603300000.0,-6958200000.0,6958200000.0,-690780000.0,-910300000.0,17098300000.0,6068666667.0,6068666667.0,-0.15,-0.15,-910300000.0,-910300000.0,0.0,-910300000.0,993200000.0,-1903500000.0,0.0,-1903500000.0,548600000.0,-1354900000.0,988800000.0,-313600000.0,,-6958200000.0,6958200000.0,3536700000.0,4157200000.0,4157200000.0,7693900000.0,12941100000.0,20635000000.0,20635000000.0,2023-09-30
228360000.0,0.3,6301500000.0,761200000.0,761200000.0,-311900000.0,11371300000.0,7062700000.0,7062700000.0,-5938300000.0,5938300000.0,-844740000.0,-298000000.0,15279100000.0,5960000000.0,5960000000.0,-0.05,-0.05,-298000000.0,-298000000.0,0.0,-298000000.0,-466400000.0,168400000.0,13900000.0,154500000.0,969900000.0,1124400000.0,1085200000.0,761200000.0,,-5938300000.0,5938300000.0,4897200000.0,3907800000.0,3907800000.0,8805000000.0,11371300000.0,20176300000.0,20176300000.0,2023-06-30
-114540000.0,0.3,1110700000.0,-381800000.0,-381800000.0,-4414700000.0,11836900000.0,728900000.0,728900000.0,-6733500000.0,6733500000.0,-4147440000.0,-4414700000.0,30097400000.0,,,,,-4414700000.0,-4414700000.0,0.0,-4414700000.0,1952700000.0,-6367400000.0,0.0,-6367400000.0,362800000.0,-6004600000.0,12133900000.0,-381800000.0,,-6733500000.0,6733500000.0,-11151200000.0,,,7109300000.0,11836900000.0,18946200000.0,18946200000.0,2023-03-31
,,,,,,,,,,,,,,6834285714.0,5980000000.0,0.28,0.32,,,,,,,,,,,,,-2925200000.0,,,,4193300000.0,4193300000.0,,,,,2022-12-31
0.0,0.3,5896900000.0,0.0,0.0,-1416500000.0,14593600000.0,5896900000.0,5896900000.0,-8894200000.0,8894200000.0,-1416500000.0,-1416500000.0,19704700000.0,6158695652.0,6158695652.0,-0.23,-0.23,-1416500000.0,-1416500000.0,0.0,-1416500000.0,1959200000.0,-3375700000.0,0.0,-3375700000.0,378400000.0,-2997300000.0,1200900000.0,0.0,,-8894200000.0,8894200000.0,4317300000.0,5111100000.0,5111100000.0,9428400000.0,14593600000.0,24022000000.0,24022000000.0,2024-06-30 00:00:00
