Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
63918073.0,63918073.0,2866560000.0,3225460000.0,24248500000.0,27929560000.0,18504600000.0,24248500000.0,164790000.0,24868890000.0,24980450000.0,24884680000.0,15790000.0,24868890000.0,24229710000.0,,,639180000.0,639180000.0,7767090000.0,404820000.0,,101600000.0,243650000.0,132090000.0,111560000.0,59570000.0,7362270000.0,508590000.0,,2981810000.0,32700000.0,2949110000.0,,14830000.0,3610140000.0,,0.0,3610140000.0,32651770000.0,6784900000.0,1098610000.0,,1354590000.0,1354590000.0,,620390000.0,468700000.0,151690000.0,3622490000.0,,3622490000.0,765560000.0,2856930000.0,,,,,25866870000.0,1219680000.0,,,5483240000.0,,,,38860000.0,58810000.0,3555730000.0,,,15510550000.0,15316440000.0,194110000.0,,2024-03-31
58142496.0,58142496.0,2466100000.0,2784990000.0,9724210000.0,12751190000.0,7922420000.0,9724210000.0,192850000.0,10159050000.0,10303070000.0,10172990000.0,13940000.0,10159050000.0,9577630000.0,,,581420000.0,581420000.0,6180450000.0,419250000.0,,57410000.0,296820000.0,152800000.0,144020000.0,65020000.0,5761200000.0,441310000.0,,2488170000.0,40050000.0,2448120000.0,,14530000.0,2644350000.0,,0.0,2644350000.0,16353440000.0,2669820000.0,276230000.0,,54260000.0,54260000.0,,434840000.0,411400000.0,23440000.0,1826010000.0,,1826010000.0,377400000.0,1448610000.0,,,,,13683620000.0,1343900000.0,,,5512390000.0,,,,20060000.0,72230000.0,2062110000.0,,,4672930000.0,4546890000.0,126040000.0,,2023-09-30
58142496.0,58142496.0,1099680000.0,1547420000.0,9164240000.0,10949410000.0,8156010000.0,9164240000.0,188430000.0,9590420000.0,9740840000.0,9603490000.0,13070000.0,9590420000.0,9009000000.0,2260810000.0,6591580000.0,581420000.0,581420000.0,4583830000.0,432240000.0,50340000.0,76910000.0,304990000.0,154570000.0,150420000.0,50340000.0,4151590000.0,563230000.0,0.0,1242430000.0,33860000.0,1208570000.0,10470000.0,970000.0,2694400000.0,465660000.0,0.0,2228740000.0,14187320000.0,1879720000.0,10000.0,225460000.0,32760000.0,13440000.0,19320000.0,426180000.0,402740000.0,23440000.0,1184280000.0,-548850000.0,1733130000.0,111630000.0,206550000.0,1136300000.0,188590000.0,90060000.0,0.0,12307600000.0,900120000.0,40840000.0,888230000.0,4131640000.0,383170000.0,858610000.0,2889860000.0,120080000.0,37030000.0,2270660000.0,-91700000.0,2362360000.0,4819120000.0,4559810000.0,259310000.0,259310000.0,2023-03-31
