Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Interest Income,Interest Income Non Operating
282206.03538,0.313562,915000000.0,900000.0,900000.0,242700000.0,239600000.0,3017100000.0,915900000.0,676300000.0,-388000000.0,388000000.0,242082206.03538,242700000.0,3440100000.0,,,,,242700000.0,242700000.0,0.0,242700000.0,44900000.0,197800000.0,197900000.0,90400000.0,288300000.0,129200000.0,900000.0,-388000000.0,388000000.0,548100000.0,423000000.0,25400000.0,239600000.0,239600000.0,971100000.0,3017100000.0,3988200000.0,3988200000.0,2024-03-31,,
0.0,0.293341,698800000.0,0.0,0.0,131200000.0,204800000.0,1326300000.0,698800000.0,494000000.0,-319800000.0,319800000.0,131200000.0,131200000.0,1777300000.0,37593123.0,37593123.0,3.49,3.49,131200000.0,131200000.0,0.0,131200000.0,8200000.0,123100000.0,123100000.0,51100000.0,174200000.0,68800000.0,0.0,-319800000.0,319800000.0,425200000.0,451000000.0,129600000.0,204800000.0,204800000.0,876200000.0,1326300000.0,2202500000.0,2202500000.0,2023-12-31,,
0.0,0.341279,551000000.0,0.0,0.0,119200000.0,171200000.0,1298400000.0,551000000.0,379800000.0,-207800000.0,207800000.0,119200000.0,119200000.0,1673300000.0,36790123.0,36790123.0,3.24,3.24,119200000.0,119200000.0,0.0,119200000.0,5900000.0,113300000.0,113300000.0,58700000.0,172000000.0,58800000.0,0.0,-207800000.0,207800000.0,321000000.0,374900000.0,122200000.0,171200000.0,171200000.0,695900000.0,1298400000.0,1994300000.0,1994300000.0,2023-09-30,,
0.0,0.30519,437300000.0,0.0,0.0,102400000.0,126900000.0,825500000.0,437300000.0,310400000.0,-165900000.0,165900000.0,102400000.0,102400000.0,1206600000.0,37417783.0,37417783.0,2.736667,2.736667,102400000.0,102400000.0,0.0,102400000.0,2000000.0,100400000.0,100400000.0,44100000.0,144500000.0,71100000.0,0.0,-165900000.0,165900000.0,239400000.0,381100000.0,201700000.0,126900000.0,126900000.0,620500000.0,825500000.0,1446000000.0,1446000000.0,2023-06-30,,
-3618672.19917,0.26805,162500000.0,-13500000.0,-13500000.0,89400000.0,-43700000.0,1329700000.0,149000000.0,149000000.0,-21300000.0,28500000.0,99281327.80083,89400000.0,1377900000.0,,,,,89400000.0,89400000.0,0.0,89400000.0,1200000.0,88200000.0,88200000.0,32300000.0,120500000.0,354100000.0,-13500000.0,-21300000.0,28500000.0,-152700000.0,48200000.0,-40000000.0,-43700000.0,-44200000.0,-104500000.0,1329700000.0,1225200000.0,1225200000.0,2023-03-31,,
,,,,,,,,,,,,,,,35849057.0,35849057.0,-0.53,-0.53,,,,,,,,,,,,,,,,,,,,,,,2022-12-31,,
0.0,0.3,993300000.0,0.0,0.0,204800000.0,263300000.0,1787500000.0,993300000.0,730000000.0,-358600000.0,460700000.0,204800000.0,204800000.0,2338100000.0,38568738.0,37855823.0,5.31,5.41,204800000.0,204800000.0,0.0,204800000.0,53200000.0,151500000.0,151500000.0,117800000.0,269300000.0,14400000.0,0.0,-358600000.0,460700000.0,613400000.0,550600000.0,117000000.0,263300000.0,263300000.0,1164000000.0,1787500000.0,2951500000.0,2951500000.0,2024-06-30 00:00:00,102100000.0,102100000.0
