Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
30794850.0,30794850.0,3549875000.0,3677090000.0,12443201000.0,16114483000.0,2848873000.0,12443201000.0,31753000.0,12469146000.0,14729773000.0,12469146000.0,12469146000.0,12161165000.0,,,307981000.0,307981000.0,8880938000.0,3286753000.0,,951566000.0,2282569000.0,21942000.0,2260627000.0,52618000.0,5594185000.0,68982000.0,1394521000.0,9811000.0,1384710000.0,,9119000.0,3771712000.0,,,3771712000.0,21350084000.0,12907026000.0,220930000.0,,578350000.0,578350000.0,,4734000.0,25945000.0,5831000.0,20114000.0,11847754000.0,,11847754000.0,1576089000.0,10271665000.0,,,,,8443058000.0,275098000.0,,,,1996340000.0,,,,9309000.0,,3366628000.0,,,2795683000.0,2700221000.0,95462000.0,,,2024-03-31
30794850.0,30794850.0,2955235000.0,3737869000.0,12465973000.0,16185750000.0,3275584000.0,12465973000.0,44798000.0,12492679000.0,14655603000.0,12492679000.0,12492679000.0,12184698000.0,,,307981000.0,307981000.0,8475121000.0,3125828000.0,50428000.0,879811000.0,2195589000.0,32665000.0,2162924000.0,50428000.0,5349293000.0,45961000.0,1542280000.0,12133000.0,1530147000.0,,9773000.0,3293107000.0,,,3293107000.0,20967800000.0,12342923000.0,123936000.0,,723323000.0,723323000.0,,4792000.0,26706000.0,6592000.0,20114000.0,11258734000.0,,11258734000.0,4259360000.0,6999374000.0,,,,,8624877000.0,396475000.0,,,,2457974000.0,,,,8848000.0,,2769100000.0,,,2992480000.0,2254644000.0,737836000.0,,,2023-09-30
30794850.0,30794850.0,2244463000.0,2537387000.0,12325619000.0,14835623000.0,3170802000.0,12325619000.0,50722000.0,12348958000.0,14040832000.0,12348958000.0,12348958000.0,12040977000.0,11011310000.0,227500000.0,307981000.0,307981000.0,7570217000.0,2630479000.0,46428000.0,853303000.0,1730748000.0,38874000.0,1691874000.0,46428000.0,4939738000.0,147919000.0,806639000.0,11848000.0,794791000.0,9054000.0,9054000.0,3926974000.0,96380000.0,25780000.0,3804814000.0,19919175000.0,11808635000.0,194067000.0,88349000.0,751435000.0,2761000.0,748674000.0,4851000.0,23339000.0,3225000.0,20114000.0,10755345000.0,-5624965000.0,16380310000.0,3610648000.0,424124000.0,11408148000.0,461519000.0,475871000.0,0.0,8110540000.0,166554000.0,2428000.0,376812000.0,95143000.0,1649465000.0,191144000.0,158337000.0,1299984000.0,62090000.0,74607000.0,3245495000.0,-1452000.0,3246947000.0,2604500000.0,2362298000.0,242202000.0,100000000.0,142202000.0,2023-03-31
