Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Long Term Equity Investment,Investment Properties,Goodwill And Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
109850000.0,109850000.0,,25942600000.0,25942600000.0,332600000.0,25942600000.0,,25942600000.0,25942600000.0,25942600000.0,,25942600000.0,25832700000.0,,,109900000.0,109900000.0,1378500000.0,1376600000.0,500000.0,,,1369000000.0,,,,400000.0,1900000.0,,,,,,1900000.0,,,500000.0,1400000.0,27321100000.0,26986600000.0,100000.0,,,188300000.0,,188300000.0,26772400000.0,24900000.0,,,100000.0,,100000.0,,100000.0,,,,,334500000.0,,320000000.0,,,,,,,,2100000.0,,,12400000.0,6700000.0,5700000.0,,,2024-03-31
109850000.0,109850000.0,,26131000000.0,26131000000.0,329400000.0,26131000000.0,,26131000000.0,26131000000.0,26131000000.0,,26131000000.0,26021100000.0,,,109900000.0,109900000.0,1405700000.0,1404200000.0,400000.0,,,1393400000.0,,,,400000.0,1500000.0,,,,,,1500000.0,,,500000.0,1000000.0,27536700000.0,27205800000.0,600000.0,,,184700000.0,,184700000.0,26995500000.0,24900000.0,,,100000.0,,100000.0,,100000.0,,,,,330900000.0,,320000000.0,,,,,,200000.0,1200000.0,2100000.0,,,7400000.0,6700000.0,700000.0,,,2023-09-30
109850000.0,109850000.0,0.0,26017502000.0,26017502000.0,494029000.0,26017502000.0,0.0,26017502000.0,26017502000.0,26017502000.0,0.0,26017502000.0,25907600000.0,25901072000.0,5930000.0,109850000.0,109850000.0,1393977000.0,1378215000.0,,156000.0,0.0,1378059000.0,0.0,0.0,0.0,200000.0,15762000.0,36000.0,0.0,0.0,0.0,0.0,15726000.0,3263000.0,9508000.0,1371000.0,1584000.0,27411479000.0,26901688000.0,,184000.0,0.0,0.0,0.0,200000.0,26875370000.0,25028000.0,0.0,0.0,66000.0,-19000.0,85000.0,0.0,100000.0,85000.0,0.0,0.0,0.0,509791000.0,100000.0,320000000.0,9508000.0,71000.0,0.0,0.0,0.0,159000.0,0.0,2439000.0,0.0,2439000.0,177614000.0,174543000.0,3071000.0,0.0,3071000.0,2023-03-31
