Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
64931800.0,64931800.0,328571000.0,358282000.0,2411289000.0,3022315000.0,-415626000.0,2411289000.0,2868000.0,2666901000.0,2874406000.0,2776547000.0,109646000.0,2666901000.0,2537037000.0,,129864000.0,129864000.0,3154747000.0,1239502000.0,639814000.0,207505000.0,207505000.0,1915245000.0,338934000.0,,150777000.0,2868000.0,147909000.0,,23684000.0,1325616000.0,,,135334000.0,1190282000.0,5931294000.0,4431675000.0,361705000.0,,4558000.0,4558000.0,255612000.0,250749000.0,4863000.0,3168328000.0,,3168328000.0,871000.0,3167457000.0,,,,,1499619000.0,73089000.0,,,1092737000.0,,,,,284114000.0,,,49679000.0,22836000.0,26843000.0,,2024-03-31
64931800.0,64931800.0,309399000.0,410036000.0,2528101000.0,3142885000.0,-410172000.0,2528101000.0,,2732849000.0,3024517000.0,2842584000.0,109735000.0,2732849000.0,2602985000.0,,129864000.0,129864000.0,3258537000.0,1196531000.0,646064000.0,291668000.0,291668000.0,2062006000.0,432867000.0,,118368000.0,,118368000.0,,22424000.0,1227437000.0,,,160820000.0,1066617000.0,6101121000.0,4449287000.0,371720000.0,,195000.0,,204748000.0,199885000.0,4863000.0,3205746000.0,,3205746000.0,872000.0,3204874000.0,,,,,1651834000.0,73193000.0,,,1020605000.0,,,,,431742000.0,,,126294000.0,25657000.0,100637000.0,,2023-09-30
64931800.0,64931800.0,284857000.0,358738000.0,2599205000.0,3161535000.0,-307184000.0,2599205000.0,,2802797000.0,3044312000.0,2912610000.0,109813000.0,2802797000.0,2672933000.0,2560515000.0,129864000.0,129864000.0,2906240000.0,1091654000.0,655668000.0,241515000.0,241515000.0,1814586000.0,165721000.0,212515000.0,117223000.0,,117223000.0,95229000.0,24774000.0,925905000.0,28792000.0,4240000.0,212515000.0,892873000.0,5818850000.0,4311448000.0,344359000.0,416841000.0,199000.0,199000.0,203592000.0,198729000.0,4863000.0,3102751000.0,-1214923000.0,4317674000.0,872000.0,88322000.0,861108000.0,749541000.0,2617831000.0,0.0,1507402000.0,28654000.0,39238000.0,39012000.0,858581000.0,17926000.0,281819000.0,558836000.0,14029000.0,482661000.0,-6837000.0,489498000.0,73881000.0,63625000.0,73881000.0,73881000.0,2023-03-31
