Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.244921,110631000.0,,,93712000.0,2861000.0,1308227000.0,110631000.0,107770000.0,93712000.0,93712000.0,1418365000.0,,,,,93712000.0,93712000.0,0.0,93712000.0,-1403000.0,95115000.0,95115000.0,30852000.0,125967000.0,18197000.0,,107770000.0,110138000.0,41334000.0,2861000.0,2861000.0,217908000.0,1308227000.0,1526135000.0,1526135000.0,2024-03-31
0.0,0.250659,69933000.0,0.0,0.0,61875000.0,2783000.0,1173496000.0,69933000.0,67150000.0,61875000.0,61875000.0,1292128000.0,22832103.0,22832103.0,2.71,2.71,61875000.0,61875000.0,0.0,61875000.0,-913000.0,62788000.0,62788000.0,21003000.0,83791000.0,16641000.0,0.0,67150000.0,118632000.0,38667000.0,2783000.0,2783000.0,185782000.0,1173496000.0,1359278000.0,1359278000.0,2023-12-31
0.0,0.27058,61282000.0,0.0,0.0,53353000.0,2802000.0,1098332000.0,61282000.0,58480000.0,53353000.0,53353000.0,1213551000.0,22800427.0,22800427.0,2.34,2.34,53353000.0,53353000.0,0.0,53353000.0,-956000.0,54309000.0,54309000.0,20146000.0,74455000.0,15975000.0,0.0,58480000.0,115219000.0,40275000.0,2802000.0,2802000.0,173699000.0,1098332000.0,1272031000.0,1272031000.0,2023-09-30
0.0,0.258677,52436000.0,0.0,0.0,47026000.0,2510000.0,1017854000.0,52436000.0,49926000.0,47026000.0,47026000.0,1132149000.0,22828155.0,22828155.0,2.06,2.06,47026000.0,47026000.0,0.0,47026000.0,-819000.0,47845000.0,47845000.0,16695000.0,64540000.0,14614000.0,0.0,49926000.0,114295000.0,38131000.0,2510000.0,2510000.0,164221000.0,1017854000.0,1182075000.0,1182075000.0,2023-06-30
-149057.978355,0.259231,118990000.0,-575000.0,-575000.0,93954000.0,2369000.0,1225132000.0,118415000.0,116046000.0,94379942.021645,93954000.0,1307230000.0,,,,,93954000.0,93954000.0,0.0,93954000.0,-1117000.0,95071000.0,95071000.0,33270000.0,128341000.0,-38159000.0,-575000.0,116046000.0,82098000.0,-1036000.0,2369000.0,2369000.0,198144000.0,1225132000.0,1423276000.0,1423276000.0,2023-03-31
,,,0.0,0.0,,,,,,,,,22838384.0,22838384.0,2.97,2.97,,,,,,,,,,,0.0,,,,,,,,,,2022-12-31
0.0,0.26148,53836000.0,0.0,0.0,50395000.0,2496000.0,1114786000.0,53836000.0,51340000.0,50395000.0,50395000.0,1237930000.0,22803167.0,22803167.0,2.21,2.21,50395000.0,50395000.0,0.0,50395000.0,-907000.0,51302000.0,51302000.0,18164000.0,69466000.0,18126000.0,0.0,51340000.0,123144000.0,42028000.0,2496000.0,2496000.0,174484000.0,1114786000.0,1289270000.0,1289270000.0,2024-06-30 00:00:00
