Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.227898,3365600000.0,1962900000.0,14683100000.0,3365600000.0,3365600000.0,-292300000.0,292300000.0,1962900000.0,1962900000.0,15637600000.0,,,,,1962900000.0,1962900000.0,0.0,1962900000.0,-410000000.0,2372900000.0,2372900000.0,700400000.0,3073300000.0,631500000.0,-292300000.0,292300000.0,2734100000.0,954500000.0,677000000.0,3688600000.0,14683100000.0,18371700000.0,18371700000.0,2024-03-31
0.0,0.206278,2219700000.0,1301300000.0,16062300000.0,2219700000.0,2219700000.0,-301900000.0,301900000.0,1301300000.0,1301300000.0,16960300000.0,350754717.0,350754717.0,3.71,3.71,1301300000.0,1301300000.0,0.0,1301300000.0,-220900000.0,1522200000.0,1522200000.0,395600000.0,1917800000.0,446400000.0,-301900000.0,301900000.0,1773300000.0,898000000.0,663300000.0,2671300000.0,16062300000.0,18733600000.0,18733600000.0,2023-12-31
0.0,0.218779,2185800000.0,1269800000.0,9709600000.0,2185800000.0,2185800000.0,-265600000.0,265600000.0,1269800000.0,1269800000.0,10606900000.0,350773481.0,350773481.0,3.62,3.62,1269800000.0,1269800000.0,0.0,1269800000.0,-230300000.0,1500100000.0,1500100000.0,420100000.0,1920200000.0,444100000.0,-265600000.0,265600000.0,1741700000.0,897300000.0,630200000.0,2639000000.0,9709600000.0,12348600000.0,12348600000.0,2023-09-30
0.0,0.220296,1999700000.0,1158100000.0,18588700000.0,1999700000.0,1999700000.0,-297900000.0,297900000.0,1158100000.0,1158100000.0,19379500000.0,350939394.0,350939394.0,3.3,3.3,1158100000.0,1158100000.0,0.0,1158100000.0,-168800000.0,1326900000.0,1326900000.0,374900000.0,1701800000.0,373900000.0,-297900000.0,297900000.0,1625800000.0,790800000.0,558500000.0,2416600000.0,18588700000.0,21005300000.0,21005300000.0,2023-06-30
0.0,0.247413,2324274000.0,1408540000.0,18184048000.0,2324274000.0,2324274000.0,255140000.0,207362000.0,1408540000.0,1408540000.0,19720316000.0,,,,,1408540000.0,1408540000.0,0.0,1408540000.0,-184621000.0,1593161000.0,1593161000.0,523751000.0,2116912000.0,-1131144000.0,255140000.0,207362000.0,1773799000.0,1536268000.0,-893302000.0,3310067000.0,18184048000.0,21494115000.0,21494115000.0,2023-03-31
,,,,,,,,,,,,351092437.0,351092437.0,3.57,3.57,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.238925,2390200000.0,1314900000.0,13172200000.0,2390200000.0,2390200000.0,-313400000.0,313400000.0,1314900000.0,1314900000.0,14058500000.0,350640000.0,350640000.0,3.75,3.75,1314900000.0,1314900000.0,0.0,1314900000.0,-265700000.0,1580600000.0,1580600000.0,496200000.0,2076800000.0,435300000.0,-313400000.0,313400000.0,1954900000.0,886300000.0,620000000.0,2841200000.0,13172200000.0,16013400000.0,16013400000.0,2024-06-30 00:00:00
