Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
0.0,163650286.0,163650286.0,4241624000.0,4725297000.0,15039047000.0,19759559000.0,72354000.0,15039047000.0,6901000.0,15041163000.0,18074335000.0,15041163000.0,15041163000.0,13404660000.0,,,1636503000.0,1636503000.0,18503771000.0,3484280000.0,325179000.0,,3039059000.0,5887000.0,3033172000.0,120042000.0,15019491000.0,2643914000.0,1686238000.0,1014000.0,1685224000.0,,33808000.0,8704834000.0,,8704834000.0,33544934000.0,18453089000.0,338160000.0,,2074789000.0,1058612000.0,1058612000.0,,,2116000.0,,14979412000.0,,14979412000.0,1162270000.0,13817142000.0,,,,,15091845000.0,1899120000.0,,,9497074000.0,,,,,,101345000.0,2417779000.0,,,1176527000.0,699755000.0,476772000.0,,,2024-03-31
,160450286.0,160450286.0,6432482000.0,6597268000.0,9863430000.0,16456412000.0,-2736238000.0,9863430000.0,6901000.0,9866045000.0,14558927000.0,9866045000.0,9866045000.0,8261542000.0,,,1604503000.0,1604503000.0,22141187000.0,5063419000.0,226907000.0,,4698769000.0,5887000.0,4692882000.0,137743000.0,17077768000.0,4364102000.0,1898499000.0,1014000.0,1897485000.0,,3278000.0,8905233000.0,,8905233000.0,32007232000.0,17665702000.0,192988000.0,,2908514000.0,992423000.0,992423000.0,,,2615000.0,2615000.0,13569162000.0,,13569162000.0,2575202000.0,10993960000.0,,,,,14341530000.0,2254157000.0,,,9135422000.0,,,,,,126467000.0,2168386000.0,,,657098000.0,499213000.0,157885000.0,,,2023-09-30
,145450286.0,145450286.0,8351898000.0,8603653000.0,5557512000.0,14157467000.0,-3764965000.0,5557512000.0,6901000.0,5560715000.0,11820733000.0,5560715000.0,5560715000.0,442500000.0,-24712641000.0,6690601000.0,1454503000.0,1454503000.0,24038252000.0,6558118000.0,292212000.0,292212000.0,6265906000.0,5888000.0,6260018000.0,,17480134000.0,12354000.0,2337747000.0,1013000.0,2336734000.0,118135000.0,118135000.0,11886873000.0,2897360000.0,8989513000.0,29598967000.0,15883798000.0,270988000.0,789159000.0,2908514000.0,7892000.0,7892000.0,2752000.0,2752000.0,3203000.0,3203000.0,12001123000.0,-14183207000.0,26184330000.0,688337000.0,2223316000.0,18592271000.0,4182831000.0,497575000.0,0.0,13715169000.0,2386989000.0,110000000.0,2628509000.0,8213678000.0,155101000.0,1872724000.0,196230000.0,5989623000.0,45885000.0,19108000.0,2293105000.0,-3752719000.0,6045824000.0,404884000.0,160030000.0,244854000.0,10000000.0,234854000.0,2023-03-31
