Tax Effect Of Unusual Items,Tax Rate For Calcs,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Special Income Charges,Gain On Sale Of Security,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Total Revenue,Operating Revenue,Date
0.0,0.008013,,,3478500000.0,100000.0,40600000.0,0.0,40600000.0,3478500000.0,3478500000.0,,,,,3478500000.0,3478500000.0,3478500000.0,0.0,3478500000.0,,0.0,3478500000.0,28100000.0,3506600000.0,,57100000.0,26200000.0,10500000.0,100000.0,100000.0,97700000.0,97700000.0,2024-03-31
0.0,0.3,0.0,0.0,2100400000.0,100000.0,40700000.0,0.0,40700000.0,2100400000.0,2100400000.0,1603358779.0,1603358779.0,1.31,1.31,2100400000.0,2100400000.0,2100400000.0,0.0,2100400000.0,,0.0,2100400000.0,-52200000.0,2048200000.0,0.0,-117200000.0,50200000.0,28500000.0,100000.0,100000.0,-76500000.0,-76500000.0,2023-12-31
0.0,0.02875,0.0,0.0,2235400000.0,100000.0,35200000.0,0.0,35200000.0,2235400000.0,2235400000.0,1596714286.0,1596714286.0,1.4,1.4,2235400000.0,2235400000.0,2235400000.0,0.0,2235400000.0,,0.0,2235400000.0,66200000.0,2302600000.0,0.0,331500000.0,60300000.0,36800000.0,100000.0,100000.0,366700000.0,366700000.0,2023-09-30
0.0,0.013961,0.0,0.0,2641500000.0,100000.0,-32100000.0,72700000.0,40600000.0,2641500000.0,2641500000.0,1600909091.0,1600909091.0,1.65,1.65,2641500000.0,2641500000.0,2641500000.0,,2641500000.0,,0.0,2641500000.0,37400000.0,2678900000.0,0.0,226900000.0,73600000.0,63400000.0,100000.0,100000.0,226400000.0,226400000.0,2023-06-30
-38223.400524,0.382234,-100000.0,-100000.0,-1068300000.0,100000.0,223800000.0,,223800000.0,-1068238223.400524,33874100000.0,,,,,33874100000.0,33874100000.0,33874100000.0,,33874100000.0,,34942400000.0,-1068300000.0,3705300000.0,9693800000.0,-100000.0,306300000.0,487300000.0,-25300000.0,100000.0,100000.0,439500000.0,439500000.0,2023-03-31
,,0.0,0.0,,,,0.0,,,,1600294118.0,1600294118.0,1.7,1.7,,,,-100000.0,,0.0,,,,,0.0,,,,,,,,2022-12-31
0.0,0.010264,0.0,0.0,858200000.0,100000.0,42600000.0,0.0,42600000.0,858200000.0,858200000.0,1589259259.0,1589259259.0,0.54,0.54,858200000.0,858200000.0,858200000.0,,858200000.0,,,858200000.0,8900000.0,867100000.0,0.0,76300000.0,76600000.0,47500000.0,100000.0,100000.0,118900000.0,118900000.0,2024-06-30 00:00:00
