Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Net Income Discontinuous Operations
-529099.190283,0.258097,2597240000.0,-2050000.0,-2050000.0,1686000000.0,157640000.0,17761400000.0,2595190000.0,2437550000.0,-165150000.0,165150000.0,1687520900.809717,1684850000.0,20904730000.0,,,,,1684850000.0,1684850000.0,0.0,1684850000.0,-120000.0,1684750000.0,1685900000.0,586500000.0,2272400000.0,212240000.0,-2050000.0,-165150000.0,165150000.0,2227360000.0,3143330000.0,2290480000.0,157640000.0,157640000.0,5370690000.0,17761400000.0,23132090000.0,23132090000.0,2024-03-31,
0.0,0.255653,2287170000.0,0.0,0.0,1506740000.0,153740000.0,15707550000.0,2287170000.0,2133430000.0,-109200000.0,109200000.0,1506740000.0,1506740000.0,18601840000.0,90386323.0,90223952.0,16.67,16.7,1506740000.0,1506740000.0,0.0,1506740000.0,10000.0,1506730000.0,1506730000.0,517500000.0,2024230000.0,118050000.0,0.0,-109200000.0,109200000.0,2015380000.0,2894290000.0,2076100000.0,153740000.0,153740000.0,4909670000.0,15707550000.0,20617220000.0,20617220000.0,2023-12-31,
0.0,0.255902,2115160000.0,0.0,0.0,1402050000.0,155620000.0,14769120000.0,2115160000.0,1959540000.0,-75300000.0,75300000.0,1402050000.0,1402050000.0,17582770000.0,90396518.0,90222008.0,15.51,15.54,1402050000.0,1402050000.0,0.0,1402050000.0,-10000.0,1402060000.0,1402060000.0,482180000.0,1884240000.0,76560000.0,0.0,-75300000.0,75300000.0,1882980000.0,2813650000.0,1996010000.0,155620000.0,155620000.0,4696630000.0,14769120000.0,19465750000.0,19465750000.0,2023-09-30,
0.0,0.255325,1865960000.0,0.0,0.0,1213800000.0,146550000.0,13604520000.0,1865960000.0,1719410000.0,-89450000.0,89450000.0,1213800000.0,1213800000.0,16189640000.0,90379747.0,90178306.0,13.43,13.46,1213800000.0,1213800000.0,0.0,1213800000.0,10000.0,1213790000.0,1213790000.0,416170000.0,1629960000.0,83310000.0,0.0,-89450000.0,89450000.0,1636100000.0,2585120000.0,1788800000.0,146550000.0,146550000.0,4221220000.0,13604520000.0,17825740000.0,17825740000.0,2023-06-30,
-14570203.351422,0.25134,2040030000.0,-57970000.0,-57970000.0,1380980000.0,143190000.0,16132970000.0,1982060000.0,1838870000.0,65760000.0,-5720000.0,1424379796.648578,1380980000.0,16976480000.0,,,,,1380980000.0,1380980000.0,0.0,1380980000.0,10000.0,1380970000.0,1380970000.0,463620000.0,1844590000.0,-207900000.0,-57970000.0,65760000.0,-5720000.0,1978010000.0,843510000.0,-1577670000.0,143190000.0,134770000.0,2821520000.0,16132970000.0,18954490000.0,18954490000.0,2023-03-31,
,,,,,,,,,,,,,,,90374561.0,90184432.0,14.23,14.26,,,,,,,,,,,,,,,,,,,,,,,2022-12-31,
0.0,0.258926,2324080000.0,0.0,0.0,1502490000.0,155040000.0,15580000000.0,2324080000.0,2169040000.0,-141590000.0,141590000.0,1502490000.0,1502490000.0,18614390000.0,90402527.0,90239640.0,16.62,16.65,1502490000.0,1502490000.0,0.0,1502490000.0,0.0,1502490000.0,1502490000.0,524960000.0,2027450000.0,178460000.0,0.0,-141590000.0,141590000.0,1990580000.0,3034390000.0,2147960000.0,155040000.0,155040000.0,5024970000.0,15580000000.0,20604970000.0,20604970000.0,2024-06-30 00:00:00,0.0
0.0,0.255246,2375270000.0,0.0,0.0,1548120000.0,163300000.0,17626970000.0,2375270000.0,2211970000.0,-133270000.0,133270000.0,1548120000.0,1548120000.0,20753760000.0,90374781.0,90216783.0,17.13,17.16,1548120000.0,1548120000.0,0.0,1548120000.0,0.0,1548120000.0,1548120000.0,530580000.0,2078700000.0,169250000.0,0.0,-133270000.0,133270000.0,2042720000.0,3126790000.0,2220110000.0,163300000.0,163300000.0,5169510000.0,17626970000.0,22796480000.0,22796480000.0,2024-09-30 00:00:00,0.0
