Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Accrued Expenses,Tradeand Other Payables Non Current,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Assets Held For Sale Current,Other Receivables,Taxes Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Other Current Liabilities,Current Capital Lease Obligation,Current Provisions,Other Current Assets,Accounts Receivable
79139705.0,79139705.0,123159377000.0,123983071000.0,37314979000.0,161098109000.0,157971408000.0,37314979000.0,618114000.0,37733152000.0,161098109000.0,37733152000.0,37733152000.0,36941755000.0,,,791397000.0,791397000.0,127461384000.0,127151990000.0,468128000.0,,,602478000.0,123983071000.0,618114000.0,123364957000.0,84030000.0,309394000.0,,,309394000.0,,,309394000.0,165194536000.0,6913734000.0,175888000.0,5465835000.0,5465835000.0,418173000.0,418173000.0,853838000.0,,853838000.0,0.0,853838000.0,,,,,158280802000.0,19094000.0,140165861000.0,117631000.0,17978216000.0,17772636000.0,205580000.0,,,2024-03-31,,,,,,
79124320.0,79124320.0,110907016000.0,111995635000.0,34801133000.0,146580283000.0,147326869000.0,34801133000.0,551562000.0,35136210000.0,146580283000.0,35136210000.0,35136210000.0,34344967000.0,,,791243000.0,791243000.0,115242649000.0,115009127000.0,336867000.0,,,540172000.0,111995635000.0,551562000.0,111444073000.0,71750000.0,233522000.0,,,233522000.0,,36656000.0,196866000.0,150378859000.0,2818468000.0,263783000.0,1413349000.0,1413349000.0,335077000.0,335077000.0,806259000.0,,806259000.0,0.0,806259000.0,,,,,147560391000.0,97818000.0,124026167000.0,0.0,23436406000.0,22899349000.0,537057000.0,,,2023-09-30,,,,,,
79056874.0,79056874.0,96630430000.0,98872786000.0,32451311000.0,131103507000.0,30263795000.0,32451311000.0,465879000.0,32696600000.0,130829296000.0,32696600000.0,32696600000.0,442050000.0,14382948000.0,13596321000.0,790569000.0,790569000.0,101399491000.0,99347904000.0,21774000.0,119165000.0,253804000.0,492535000.0,98598575000.0,465879000.0,98132696000.0,224328000.0,2051587000.0,274211000.0,274211000.0,128532000.0,35998000.0,6424000.0,86110000.0,134096091000.0,101780709000.0,126252000.0,4255046000.0,4255046000.0,245289000.0,245289000.0,742054000.0,-989133000.0,1731187000.0,0.0,880005000.0,746534000.0,104153000.0,495000.0,0.0,32315382000.0,125036000.0,18350677000.0,30510000.0,13809159000.0,12032682000.0,1776477000.0,1510000000.0,266477000.0,2023-03-31,,,,,,
