Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Minority Interests
0.0,0.264919,171820000.0,80857000.0,39053000.0,561906000.0,171820000.0,132767000.0,-22771000.0,22771000.0,80857000.0,80857000.0,1061208000.0,,,,,80857000.0,80857000.0,0.0,80857000.0,80856000.0,80856000.0,29140000.0,109996000.0,15347000.0,-22771000.0,22771000.0,117420000.0,499302000.0,313130000.0,39053000.0,39053000.0,616722000.0,561906000.0,1178628000.0,1178628000.0,2024-03-31,
0.0,0.31785,126456000.0,47846000.0,39354000.0,442162000.0,126456000.0,87102000.0,-16962000.0,16962000.0,47846000.0,47846000.0,886947000.0,48822449.0,48822449.0,0.98,0.98,47846000.0,47846000.0,0.0,47846000.0,47846000.0,47846000.0,22294000.0,70140000.0,11123000.0,-16962000.0,16962000.0,75979000.0,444785000.0,273719000.0,39354000.0,39354000.0,520764000.0,442162000.0,962926000.0,962926000.0,2023-12-31,
0.0,0.237701,107458000.0,41495000.0,40855000.0,399199000.0,107458000.0,66603000.0,-12169000.0,12169000.0,41495000.0,41495000.0,805873000.0,48817647.0,48817647.0,0.85,0.85,41495000.0,41495000.0,0.0,41495000.0,41495000.0,41495000.0,12939000.0,54434000.0,14215000.0,-12169000.0,12169000.0,52388000.0,406674000.0,237551000.0,40855000.0,40855000.0,459062000.0,399199000.0,858261000.0,858261000.0,2023-09-30,
0.0,0.3,59452000.0,2266000.0,40256000.0,311145000.0,59452000.0,19196000.0,-17342000.0,17342000.0,2266000.0,2266000.0,666387000.0,45320000.0,45320000.0,0.05,0.05,2266000.0,2266000.0,0.0,2266000.0,2266000.0,2266000.0,-412000.0,1854000.0,11154000.0,-17342000.0,17342000.0,8042000.0,355242000.0,188658000.0,40256000.0,40256000.0,363284000.0,311145000.0,674429000.0,674429000.0,2023-06-30,
0.0,0.272292,155386000.0,72364000.0,49301000.0,506632000.0,155386000.0,106085000.0,-9331000.0,6644000.0,72364000.0,72364000.0,898750000.0,,,,,72364000.0,72364000.0,0.0,72364000.0,72364000.0,72364000.0,27077000.0,99441000.0,-52792000.0,-9331000.0,6644000.0,112610000.0,392118000.0,-338483000.0,49301000.0,9304000.0,504728000.0,506632000.0,1011360000.0,1011360000.0,2023-03-31,
,,,,,,,,,,,,,48893333.0,48893333.0,1.35,1.35,,,,,,,,,,,,,,,,,,,,,2022-12-31,
0.0,0.272278,90357000.0,8983000.0,49428000.0,362307000.0,90357000.0,40929000.0,-28585000.0,28585000.0,8983000.0,8983000.0,787304000.0,49905556.0,49905556.0,0.18,0.18,8983000.0,8983000.0,0.0,8983000.0,8983000.0,8983000.0,3361000.0,12344000.0,9989000.0,-28585000.0,28585000.0,30940000.0,424997000.0,230477000.0,49428000.0,49428000.0,455937000.0,362307000.0,818244000.0,818244000.0,2024-06-30 00:00:00,0.0
