Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Total Revenue,Operating Revenue,Date
0.0,0.146941,562050000.0,,,452360000.0,24540000.0,562050000.0,537510000.0,-7230000.0,7230000.0,452360000.0,452360000.0,1337020000.0,,,,,452360000.0,452360000.0,0.0,452360000.0,452360000.0,452360000.0,77920000.0,530280000.0,158140000.0,,-7230000.0,7230000.0,379370000.0,1337020000.0,169180000.0,24540000.0,24540000.0,1716390000.0,1716390000.0,2024-03-31
0.0,0.177353,597890000.0,,,465240000.0,24920000.0,597890000.0,572970000.0,-7430000.0,7430000.0,465240000.0,465240000.0,1314030000.0,206773333.0,204951542.0,2.25,2.27,465240000.0,465240000.0,0.0,465240000.0,465240000.0,465240000.0,100300000.0,565540000.0,230130000.0,,-7430000.0,7430000.0,342820000.0,1314030000.0,171480000.0,24920000.0,24920000.0,1656850000.0,1656850000.0,2023-12-31
0.0,0.238013,477750000.0,,,340250000.0,23410000.0,477750000.0,454340000.0,-7810000.0,7810000.0,340250000.0,340250000.0,1272320000.0,207469512.0,204969880.0,1.64,1.66,340250000.0,340250000.0,0.0,340250000.0,340250000.0,340250000.0,106280000.0,446530000.0,169830000.0,,-7810000.0,7810000.0,284510000.0,1272320000.0,174280000.0,23410000.0,23410000.0,1556830000.0,1556830000.0,2023-09-30
0.0,0.232087,459640000.0,,,328590000.0,23740000.0,459640000.0,435900000.0,-8000000.0,8000000.0,328590000.0,328590000.0,1219780000.0,206660377.0,205368750.0,1.59,1.6,328590000.0,328590000.0,0.0,328590000.0,328590000.0,328590000.0,99310000.0,427900000.0,178920000.0,,-8000000.0,8000000.0,256980000.0,1219780000.0,192680000.0,23740000.0,23740000.0,1476760000.0,1476760000.0,2023-06-30
6353092.500591,0.190726,411810000.0,33310000.0,33310000.0,342080000.0,22410000.0,445120000.0,422710000.0,419030000.0,10000.0,315123092.500591,342080000.0,1084480000.0,,,,,342080000.0,342080000.0,0.0,342080000.0,342080000.0,342080000.0,80620000.0,422700000.0,150430000.0,0.0,419030000.0,10000.0,326150000.0,1084480000.0,-153870000.0,22410000.0,22380000.0,1410630000.0,1410630000.0,2023-03-31
,,,0.0,0.0,,,,,,,,,,205776471.0,201819231.0,2.55,2.6,,,,,,,,,,0.0,,,,,,,,,,2022-12-31
0.0,0.252946,556940000.0,,,389260000.0,29270000.0,556940000.0,527670000.0,-6610000.0,6610000.0,389260000.0,389260000.0,1435460000.0,207053191.0,205957672.0,1.88,1.89,389260000.0,389260000.0,0.0,389260000.0,389260000.0,389260000.0,131800000.0,521060000.0,174330000.0,,-6610000.0,6610000.0,353340000.0,1435460000.0,190460000.0,29270000.0,29270000.0,1788800000.0,1788800000.0,2024-06-30 00:00:00
