Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.263587,93100000.0,0.0,0.0,27100000.0,24600000.0,1116100000.0,93100000.0,68500000.0,-31700000.0,31700000.0,27100000.0,27100000.0,1326200000.0,,,,,27100000.0,27100000.0,0.0,27100000.0,27100000.0,0.0,27100000.0,9700000.0,36800000.0,0.0,-31700000.0,31700000.0,68400000.0,210100000.0,148800000.0,24600000.0,24600000.0,278500000.0,1116100000.0,1394600000.0,1394600000.0,2024-03-31
0.0,0.255255,22700000.0,0.0,0.0,-24800000.0,23800000.0,1043600000.0,22700000.0,-1100000.0,-32200000.0,32200000.0,-24800000.0,-24800000.0,1270500000.0,85517241.0,85517241.0,-0.29,-0.29,-24800000.0,-24800000.0,0.0,-24800000.0,-24800000.0,0.0,-24800000.0,-8500000.0,-33300000.0,0.0,-32200000.0,32200000.0,-1100000.0,226900000.0,188700000.0,23800000.0,23800000.0,225800000.0,1043600000.0,1269400000.0,1269400000.0,2023-12-31
0.0,0.176471,57700000.0,0.0,0.0,1400000.0,24000000.0,1251400000.0,57700000.0,33700000.0,-32000000.0,32000000.0,1400000.0,1400000.0,1536300000.0,70000000.0,70000000.0,0.02,0.02,1400000.0,1400000.0,0.0,1400000.0,1400000.0,0.0,1400000.0,300000.0,1700000.0,0.0,-32000000.0,32000000.0,33700000.0,284900000.0,217600000.0,24000000.0,24000000.0,318600000.0,1251400000.0,1570000000.0,1570000000.0,2023-09-30
0.0,0.166667,56400000.0,0.0,0.0,1000000.0,23800000.0,1208000000.0,56400000.0,32600000.0,-31400000.0,31400000.0,1000000.0,1000000.0,1499800000.0,100000000.0,100000000.0,0.01,0.01,1000000.0,1000000.0,0.0,1000000.0,1000000.0,0.0,1000000.0,200000.0,1200000.0,0.0,-31400000.0,31400000.0,32600000.0,291800000.0,238000000.0,23800000.0,23800000.0,324400000.0,1208000000.0,1532400000.0,1532400000.0,2023-06-30
0.0,0.3,57864000.0,0.0,0.0,-1138000.0,23867000.0,848324000.0,57864000.0,33997000.0,-32342000.0,32977000.0,-1138000.0,-1138000.0,1146949000.0,,,,,-1138000.0,-1138000.0,0.0,-1138000.0,-1138000.0,0.0,-1138000.0,2158000.0,1020000.0,0.0,-32342000.0,32977000.0,-82476000.0,298625000.0,-5557000.0,23867000.0,23867000.0,216149000.0,848324000.0,1064473000.0,1064473000.0,2023-03-31
,,,,,,,,,,,,,,,82000000.0,82000000.0,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.2,59800000.0,0.0,0.0,1600000.0,26000000.0,863200000.0,59800000.0,33800000.0,-31800000.0,31800000.0,1600000.0,1600000.0,1073200000.0,80000000.0,80000000.0,0.02,0.02,1600000.0,1600000.0,0.0,1600000.0,1600000.0,0.0,1600000.0,400000.0,2000000.0,0.0,-31800000.0,31800000.0,33800000.0,210000000.0,150900000.0,26000000.0,26000000.0,243800000.0,863200000.0,1107000000.0,1107000000.0,2024-06-30 00:00:00
