Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investments In Other Ventures Under Equity Method,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number
187530361.0,187530361.0,42890000000.0,48050000000.0,134480000000.0,210270000000.0,33820000000.0,134480000000.0,1750000000.0,163970000000.0,208280000000.0,165070000000.0,1100000000.0,163970000000.0,163590000000.0,,,380000000.0,380000000.0,112420000000.0,67680000000.0,,1390000000.0,17950000000.0,45700000000.0,1390000000.0,44310000000.0,2640000000.0,44740000000.0,9470000000.0,2350000000.0,360000000.0,1990000000.0,810000000.0,15590000000.0,,,2430000000.0,13160000000.0,277490000000.0,198930000000.0,7340000000.0,,370000000.0,8780000000.0,,8780000000.0,,20000000.0,,10000000.0,29490000000.0,24220000000.0,5270000000.0,151770000000.0,,151770000000.0,22840000000.0,128930000000.0,,,,,78560000000.0,6450000000.0,,260000000.0,,,12180000000.0,,,,,90000000.0,10000000.0,8360000000.0,,,51210000000.0,47800000000.0,3410000000.0,,,2024-03-31,
187530361.0,187530361.0,49360000000.0,53990000000.0,129190000000.0,212840000000.0,34020000000.0,129190000000.0,1260000000.0,160110000000.0,204830000000.0,161130000000.0,1020000000.0,160110000000.0,159730000000.0,,,380000000.0,380000000.0,111510000000.0,65970000000.0,,1360000000.0,16530000000.0,45610000000.0,890000000.0,44720000000.0,2470000000.0,45540000000.0,7510000000.0,8380000000.0,370000000.0,8010000000.0,870000000.0,13360000000.0,,,3270000000.0,10090000000.0,272640000000.0,193080000000.0,9460000000.0,,320000000.0,9990000000.0,,9990000000.0,,20000000.0,,10000000.0,30920000000.0,24640000000.0,6280000000.0,141140000000.0,,141140000000.0,18520000000.0,122620000000.0,,,,,79560000000.0,5830000000.0,,320000000.0,,,12700000000.0,,,,,90000000.0,120000000.0,7560000000.0,,,52940000000.0,49570000000.0,3370000000.0,,,2023-09-30,
187480361.0,187480361.0,34120000000.0,37590000000.0,124430000000.0,192740000000.0,28890000000.0,124430000000.0,1130000000.0,156280000000.0,187420000000.0,157440000000.0,1160000000.0,156280000000.0,120000000.0,56930000000.0,73460000000.0,370000000.0,370000000.0,97990000000.0,53390000000.0,1240000000.0,1400000000.0,16340000000.0,32030000000.0,890000000.0,31140000000.0,2360000000.0,44600000000.0,5000000000.0,5560000000.0,240000000.0,5320000000.0,840000000.0,23550000000.0,9440000000.0,50000000.0,2710000000.0,11350000000.0,255430000000.0,181930000000.0,10000000.0,6460000000.0,240000000.0,5860000000.0,590000000.0,5270000000.0,0.0,20000000.0,20000000.0,10000000.0,31850000000.0,24540000000.0,7310000000.0,134690000000.0,-56430000000.0,191120000000.0,18590000000.0,1870000000.0,136930000000.0,15780000000.0,16590000000.0,1360000000.0,73490000000.0,5570000000.0,0.0,8900000000.0,50000000.0,5840000000.0,13160000000.0,7130000000.0,1170000000.0,1360000000.0,3500000000.0,6050000000.0,,7000000000.0,-320000000.0,7320000000.0,32490000000.0,30150000000.0,2340000000.0,1490000000.0,850000000.0,2023-03-31,
