Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Fixed Assets Revaluation Reserve,Treasury Stock,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Current Deferred Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
415124.0,201536673.0,201951797.0,7811713000.0,27382809000.0,3419475000.0,14081425000.0,5109867000.0,3419475000.0,18542057000.0,5240673000.0,5444532000.0,5333673000.0,93000000.0,5240673000.0,,9309750000.0,,,,2015367000.0,2015367000.0,93130723000.0,68104568000.0,,,,49049886000.0,2173395000.0,16712625000.0,16508766000.0,203859000.0,96841000.0,25026155000.0,629549000.0,10670184000.0,2033291000.0,8636893000.0,,64675000.0,3942732000.0,,,29946000.0,3912786000.0,98464396000.0,68328374000.0,405020000.0,,7453850000.0,2751032000.0,5157665000.0,5157665000.0,,178871000.0,1821198000.0,764997000.0,1056201000.0,46504490000.0,,46504490000.0,1957050000.0,44547440000.0,,,,,30136022000.0,1316399000.0,615403000.0,,,5970565000.0,,,,,7299000.0,11024087000.0,,,11202269000.0,10173230000.0,1029039000.0,,,2024-03-31
430124.0,201398716.0,201828840.0,7104320000.0,25941624000.0,2512808000.0,11779395000.0,6947440000.0,2512808000.0,18366649000.0,4204420000.0,8154137000.0,4300120000.0,95700000.0,4204420000.0,2000.0,9194022000.0,,,,2013987000.0,2013987000.0,90125224000.0,70430906000.0,-90000.0,,,47779594000.0,2165966000.0,20324618000.0,16374901000.0,3949717000.0,105231000.0,19694318000.0,547931000.0,5617006000.0,1991748000.0,3625258000.0,,105518000.0,4404236000.0,,,324871000.0,4079365000.0,94425344000.0,67783586000.0,492392000.0,,7251493000.0,5222420000.0,4934876000.0,4934876000.0,,180898000.0,1691612000.0,656090000.0,1035522000.0,45533671000.0,,45533671000.0,1706426000.0,43827245000.0,,,,,26641758000.0,1275496000.0,593331000.0,,,5761447000.0,,,,,7631000.0,10341626000.0,,,8662227000.0,8191572000.0,470655000.0,,,2023-09-30
559592.0,200697048.0,201256640.0,6396803000.0,26226338000.0,2271396000.0,11458162000.0,12260273000.0,2271396000.0,18665935000.0,3897759000.0,10869389000.0,3985457000.0,87698000.0,3897759000.0,261751000.0,9167879000.0,5596000.0,5716589000.0,547735000.0,2012566000.0,2012566000.0,89185245000.0,73267062000.0,,83528000.0,72886000.0,47116129000.0,2192108000.0,23802411000.0,16830781000.0,6971630000.0,83528000.0,15918183000.0,529643000.0,2423927000.0,1835154000.0,588773000.0,70811000.0,70811000.0,6032625000.0,1523402000.0,456000.0,529643000.0,3979124000.0,93170702000.0,64992246000.0,-2000.0,2011748000.0,7098805000.0,5059089000.0,1393964000.0,1299592000.0,94372000.0,303880000.0,1626363000.0,574082000.0,1052281000.0,44878646000.0,-16907839000.0,61786485000.0,2105608000.0,22535153000.0,10768519000.0,12347194000.0,14030011000.0,0.0,28178456000.0,-1000.0,573888000.0,456000.0,3592763000.0,5702891000.0,484825000.0,5059854000.0,93204000.0,65008000.0,508685000.0,10198809000.0,-88955000.0,10287764000.0,7600965000.0,6437365000.0,1163600000.0,0.0,1163600000.0,2023-03-31
