Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,General And Administrative Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-38255368.423909,0.148523,2331316000.0,-257572000.0,-257572000.0,2693243000.0,7412000.0,,2073744000.0,2066332000.0,-2948000.0,2948000.0,2912559631.576091,2693243000.0,113739000.0,,,,,2693243000.0,2693243000.0,0.0,2693243000.0,0.0,2693243000.0,2693243000.0,306460000.0,2063384000.0,3898000.0,0.0,0.0,-2948000.0,2948000.0,2322706000.0,113739000.0,7412000.0,7412000.0,38392000.0,38392000.0,,,2436445000.0,2436445000.0,2024-03-31
20490926.697948,0.237381,69207000.0,86321000.0,86321000.0,1024364000.0,6940000.0,,155528000.0,148588000.0,-2603000.0,2603000.0,958533926.697948,1024364000.0,128746000.0,222204772.0,222204772.0,4.61,4.61,1024364000.0,1024364000.0,0.0,1024364000.0,0.0,1024364000.0,1024364000.0,34654000.0,145985000.0,24263000.0,0.0,0.0,-2603000.0,2603000.0,38004000.0,128746000.0,6940000.0,6940000.0,43635000.0,43635000.0,,,166750000.0,166750000.0,2023-12-31
0.0,0.375015,148264000.0,0.0,0.0,907118000.0,7268000.0,,148264000.0,140996000.0,-3092000.0,3092000.0,907118000.0,907118000.0,36246000.0,222332843.0,222332843.0,4.08,4.08,907118000.0,907118000.0,0.0,907118000.0,,907118000.0,907118000.0,51716000.0,137904000.0,17543000.0,0.0,0.0,-3092000.0,3092000.0,123453000.0,36246000.0,7268000.0,7268000.0,32103000.0,32103000.0,,,159699000.0,159699000.0,2023-09-30
0.0,0.3,110154000.0,0.0,0.0,706717000.0,7731000.0,,110154000.0,102423000.0,-3201000.0,3201000.0,706717000.0,706717000.0,150451000.0,222238050.0,222238050.0,3.18,3.18,706717000.0,706717000.0,0.0,706717000.0,0.0,706717000.0,706717000.0,132199000.0,99222000.0,12807000.0,0.0,0.0,-3201000.0,3201000.0,89617000.0,150451000.0,7731000.0,7731000.0,61166000.0,61166000.0,,,240068000.0,240068000.0,2023-06-30
15902933.970276,0.183493,166751000.0,86668000.0,86668000.0,986216000.0,6352000.0,0.0,253419000.0,247067000.0,-698000.0,2147000.0,915450933.970276,986216000.0,104537000.0,,,,,986216000.0,986216000.0,0.0,986216000.0,0.0,986216000.0,986216000.0,44941000.0,244920000.0,-4394000.0,0.0,0.0,-698000.0,2147000.0,164288000.0,104537000.0,6352000.0,6352000.0,5166000.0,-25662000.0,268825000.0,0.0,268825000.0,268825000.0,2023-03-31
,,,,,,,0.0,,,,,,,,221808591.0,221808591.0,2.91,2.91,,,,,0.0,,,,,,,,,,,,,,,,158623000.0,0.0,,,2022-12-31
0.0,0.286372,354617000.0,0.0,0.0,1103354000.0,7368000.0,,354617000.0,347249000.0,-2882000.0,2882000.0,1103354000.0,1103354000.0,95532000.0,222002817.0,222002817.0,4.97,4.97,1103354000.0,1103354000.0,0.0,1103354000.0,0.0,1103354000.0,1103354000.0,98617000.0,344367000.0,14873000.0,0.0,,-2882000.0,2882000.0,332376000.0,95532000.0,7368000.0,7368000.0,26111000.0,26111000.0,,,427908000.0,427908000.0,2024-06-30 00:00:00
