Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Derivative Product Liabilities,Long Term Debt And Capital Lease Obligation,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Investments And Advances,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Prepaid Assets,Receivables,Taxes Receivable,Cash And Cash Equivalents,Cash Financial,Date,Cash Cash Equivalents And Federal Funds Sold
839922572.0,839922572.0,1300811500000.0,1344748800000.0,195568000000.0,1540681200000.0,195568000000.0,195932400000.0,1540681200000.0,195932400000.0,195932400000.0,194251800000.0,,,1680600000.0,1680600000.0,1370931700000.0,1867000000.0,1344748800000.0,16339500000.0,16339500000.0,,0.0,0.0,1566864100000.0,46825700000.0,42269400000.0,39791200000.0,,4556300000.0,4556300000.0,0.0,1300000.0,364400000.0,364400000.0,15394500000.0,,15394500000.0,0.0,15394500000.0,,,,,4131800000.0,3590400000.0,43937300000.0,,2024-03-31,
822504192.0,822504192.0,1115827800000.0,1194709000000.0,157640500000.0,1352781500000.0,157640500000.0,158072500000.0,1352781500000.0,158072500000.0,158072500000.0,156426800000.0,,,1645700000.0,1645700000.0,1217808300000.0,1428400000.0,1194709000000.0,15989200000.0,15785400000.0,,170000000.0,33800000.0,1375880800000.0,40822300000.0,36426200000.0,33550700000.0,,4396100000.0,4396000000.0,100000.0,1300000.0,432000000.0,432000000.0,4571900000.0,,4571900000.0,0.0,4571900000.0,,,,,8582000000.0,4038600000.0,78881200000.0,,2023-09-30,
822040356.0,822040356.0,953217800000.0,975243900000.0,142934800000.0,1117036000000.0,142934800000.0,143461000000.0,1117036000000.0,143461000000.0,143461000000.0,833800000.0,27710500000.0,29459900000.0,1644800000.0,1644800000.0,992808000000.0,1342700000.0,975243900000.0,12365800000.0,10642100000.0,7600000.0,,1716100000.0,1136269000000.0,38346700000.0,33836200000.0,30933200000.0,174400000.0,4510500000.0,4434100000.0,76400000.0,1300000.0,526200000.0,526200000.0,4104300000.0,-4067400000.0,8171700000.0,357400000.0,847300000.0,2385600000.0,4185800000.0,395600000.0,526800000.0,13482500000.0,2825400000.0,20357200000.0,326800000.0,2023-03-31,
