Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Preferred Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Preferred Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Pensionand Other Post Retirement Benefit Plans Current,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Goodwill And Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Current Assets,Prepaid Assets,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
100897280.0,100897280.0,45955070.0,599921690.0,599921690.0,567537360.0,601581390.0,45955070.0,599921690.0,1659700.0,601581390.0,601581390.0,601581390.0,160289740.0,19272300.0,420131550.0,1887800.0,228100.0,1659700.0,287757700.0,89785730.0,56610730.0,33175000.0,33175000.0,197971970.0,12780070.0,12780070.0,10757630.0,103640360.0,21597230.0,82043130.0,889339090.0,123829760.0,45799590.0,23971080.0,0.0,0.0,54059090.0,-18675750.0,72734840.0,46798060.0,25936780.0,765509330.0,39150500.0,388884930.0,124797540.0,-24579210.0,149376750.0,212676360.0,197439970.0,15236390.0,0.0,15236390.0,2023-09-30
100897280.0,100897280.0,0.0,517255500.0,517255500.0,496344140.0,518915200.0,0.0,517255500.0,1659700.0,518915200.0,518915200.0,518915200.0,140073420.0,-43177570.0,420131550.0,1887800.0,228100.0,1659700.0,298485810.0,46505570.0,46505570.0,0.0,0.0,251980240.0,0.0,0.0,9127450.0,112513550.0,21186200.0,91327350.0,817401010.0,69076630.0,38623330.0,21276350.0,0.0,0.0,9176950.0,-20482480.0,29659430.0,,29659430.0,748324380.0,38198600.0,3893150.0,118503730.0,-27449570.0,145953300.0,587728900.0,320181530.0,267547370.0,250000000.0,17547370.0,2023-03-31
