Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Net Income Discontinuous Operations
8249937.907307,0.1767,484284000.0,46689000.0,46689000.0,436480000.0,78181000.0,3107894000.0,530973000.0,452792000.0,77367000.0,-77367000.0,398040937.907307,283610000.0,4357497000.0,,,,,283610000.0,283610000.0,0.0,283610000.0,283610000.0,436480000.0,93679000.0,530159000.0,18192000.0,46689000.0,,77367000.0,-77367000.0,394727000.0,1249603000.0,681825000.0,78181000.0,78181000.0,1644330000.0,3107894000.0,4752224000.0,4752224000.0,2024-03-31,
23374447.018117,0.263894,652142000.0,88575000.0,88575000.0,268694000.0,172085000.0,3606223000.0,740717000.0,568632000.0,-203611000.0,203611000.0,203493447.018117,268694000.0,5812514000.0,124395370.0,123822120.0,2.16,2.17,268694000.0,268694000.0,0.0,268694000.0,268694000.0,268694000.0,96327000.0,365021000.0,85985000.0,88575000.0,,-203611000.0,203611000.0,395755000.0,2206291000.0,1222450000.0,172085000.0,172085000.0,2602046000.0,3606223000.0,6208269000.0,6208269000.0,2023-12-31,
0.0,0.333806,547972000.0,0.0,0.0,139054000.0,161698000.0,3657180000.0,547972000.0,386274000.0,-177545000.0,177545000.0,139054000.0,139054000.0,5726220000.0,124155357.0,123056637.0,1.12,1.13,139054000.0,139054000.0,0.0,139054000.0,139054000.0,139054000.0,69675000.0,208729000.0,36504000.0,0.0,,-177545000.0,177545000.0,351114000.0,2069040000.0,1127497000.0,161698000.0,161698000.0,2420154000.0,3657180000.0,6077334000.0,6077334000.0,2023-09-30,
0.0,0.3,308872000.0,0.0,0.0,8173000.0,133188000.0,2784143000.0,308872000.0,175684000.0,-129668000.0,129668000.0,8173000.0,8173000.0,4596403000.0,116757143.0,116757143.0,0.07,0.07,8173000.0,8173000.0,0.0,8173000.0,8173000.0,8173000.0,37843000.0,46016000.0,14032000.0,0.0,,-129668000.0,129668000.0,164979000.0,1812260000.0,969495000.0,133188000.0,133188000.0,1977239000.0,2784143000.0,4761382000.0,4761382000.0,2023-06-30,
0.0,0.3,402314000.0,0.0,0.0,110664000.0,103157000.0,2886027000.0,402314000.0,299157000.0,-75963000.0,75963000.0,110664000.0,110664000.0,6686094000.0,,,,,110664000.0,110664000.0,0.0,110664000.0,110664000.0,110664000.0,112530000.0,223194000.0,2459978000.0,0.0,0.0,-75963000.0,75963000.0,-1994508000.0,3800067000.0,,103157000.0,103157000.0,1805559000.0,2886027000.0,4691586000.0,4691586000.0,2023-03-31,
,,,,,,,,,,,,,,,123858419.0,123012969.0,2.91,2.93,,,,,,,,,,,-96200000.0,,,,,742828000.0,,,,,,,2022-12-31,
0.0,0.015531,591122000.0,0.0,0.0,331951000.0,149861000.0,3460702000.0,591122000.0,441261000.0,-104073000.0,104073000.0,331951000.0,331951000.0,5409533000.0,124793609.0,123862313.0,2.66,2.68,331951000.0,331951000.0,0.0,331951000.0,331951000.0,331951000.0,5237000.0,337188000.0,57442000.0,0.0,,-104073000.0,104073000.0,429266000.0,1948831000.0,1065147000.0,149861000.0,149861000.0,2378097000.0,3460702000.0,5838799000.0,5838799000.0,2024-06-30 00:00:00,0.0
