Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Subsidiariesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Cash Equivalents
48767214.0,48767214.0,25800000.0,1462600000.0,8223100000.0,8650400000.0,5923500000.0,8223100000.0,1046900000.0,8234700000.0,8382900000.0,8234700000.0,8234700000.0,8137200000.0,,,97500000.0,97500000.0,3207500000.0,895800000.0,,11700000.0,884100000.0,735900000.0,148200000.0,2311700000.0,93600000.0,,578500000.0,311000000.0,267500000.0,,27400000.0,1522000000.0,,,0.0,1522000000.0,11442200000.0,3207000000.0,60500000.0,,63100000.0,,121100000.0,121100000.0,,,11600000.0,,2928700000.0,,2928700000.0,10400000.0,2918300000.0,,,,,8235200000.0,156900000.0,,,,2694300000.0,,,,,,1654100000.0,,,3729900000.0,3340000000.0,389900000.0,,2024-03-31,,
47564214.0,47564214.0,,1313500000.0,5126300000.0,5480200000.0,3571200000.0,5126300000.0,968600000.0,5135300000.0,5316800000.0,5135300000.0,5135300000.0,5087700000.0,,,47600000.0,47600000.0,3517100000.0,876800000.0,,8800000.0,868000000.0,686500000.0,181500000.0,2640300000.0,161900000.0,,445500000.0,282100000.0,163400000.0,,12400000.0,1922900000.0,,,23100000.0,1899800000.0,8652400000.0,2440900000.0,11500000.0,,46200000.0,,172600000.0,172600000.0,0.0,0.0,9000000.0,9000000.0,2192700000.0,,2192700000.0,112000000.0,2080700000.0,,,,,6211500000.0,91100000.0,,,,2392900000.0,,,,,,2691200000.0,,,1036300000.0,638100000.0,398200000.0,,2023-09-30,,
47422580.0,47422580.0,571842000.0,1394216000.0,4252880000.0,4858209000.0,3008665000.0,4252880000.0,793240000.0,4257233000.0,4471972000.0,4257233000.0,4257233000.0,46262000.0,2218382000.0,1917947000.0,47423000.0,47423000.0,3223347000.0,785268000.0,-1000.0,6027000.0,779242000.0,564503000.0,214739000.0,2438079000.0,64665000.0,995000.0,614974000.0,228737000.0,386237000.0,13602000.0,13602000.0,1795337000.0,129526000.0,812000.0,995000.0,1664999000.0,7480580000.0,2033836000.0,28347000.0,123134000.0,37286000.0,0.0,330000.0,330000.0,,,4353000.0,4353000.0,1836109000.0,-666640000.0,2502749000.0,0.0,1836109000.0,1009663000.0,1374284000.0,118802000.0,0.0,5446744000.0,197128000.0,0.0,946000.0,38019000.0,2663960000.0,6465000.0,2306346000.0,44721000.0,306428000.0,183938000.0,1693374000.0,-7752000.0,1701126000.0,866507000.0,837373000.0,29134000.0,29134000.0,2023-03-31,,
