Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
247058452.0,247058452.0,2205500000.0,2326400000.0,2265900000.0,4473200000.0,1067800000.0,2265900000.0,119100000.0,2265900000.0,3555300000.0,2265900000.0,2265900000.0,2018800000.0,,,247100000.0,247100000.0,3051900000.0,1474600000.0,,,59700000.0,1358200000.0,68800000.0,1289400000.0,56700000.0,1577300000.0,57000000.0,968200000.0,50300000.0,917900000.0,,5000000.0,354800000.0,,,23400000.0,331400000.0,5317800000.0,2672700000.0,543800000.0,,0.0,39100000.0,39100000.0,0.0,,0.0,2089800000.0,,2089800000.0,531000000.0,1558800000.0,,,,,2645100000.0,75400000.0,,,1147300000.0,,,,,9200000.0,0.0,1262300000.0,,,150900000.0,149100000.0,1800000.0,,2024-03-31
247058452.0,247058452.0,1716100000.0,1763100000.0,2248200000.0,4006300000.0,723100000.0,2248200000.0,45100000.0,2288300000.0,2802800000.0,2288300000.0,2288300000.0,2041200000.0,,,247100000.0,247100000.0,2785800000.0,616500000.0,,,52500000.0,518700000.0,4200000.0,514500000.0,45300000.0,2169300000.0,46000000.0,1244400000.0,40900000.0,1203500000.0,,10400000.0,685400000.0,,,387000000.0,298400000.0,5074100000.0,2181700000.0,262200000.0,,0.0,37200000.0,37200000.0,40100000.0,40100000.0,0.0,1842200000.0,,1842200000.0,419700000.0,1422500000.0,,,,,2892400000.0,93700000.0,,,1150100000.0,,,,,34900000.0,413100000.0,1035400000.0,,,165200000.0,163300000.0,1900000.0,,2023-09-30
247058453.0,247058453.0,1305291000.0,1387564000.0,2220744000.0,3579382000.0,959717000.0,2220744000.0,68981000.0,2260799000.0,2858539000.0,2260799000.0,2260799000.0,2058700000.0,839742000.0,996890000.0,202139000.0,202139000.0,2402651000.0,722755000.0,-1000.0,47443000.0,52777000.0,622536000.0,24796000.0,597740000.0,43400000.0,1679896000.0,-1000.0,765028000.0,44185000.0,720843000.0,7461000.0,11500000.0,897817000.0,159480000.0,1134000.0,402453000.0,334750000.0,4663450000.0,2023838000.0,2000.0,301552000.0,0.0,0.0,28400000.0,40055000.0,40055000.0,0.0,1682229000.0,-281663000.0,1963892000.0,244954000.0,163570000.0,1044147000.0,346077000.0,165144000.0,0.0,2639613000.0,1000.0,76310000.0,184301000.0,1158595000.0,2261000.0,608781000.0,266122000.0,281431000.0,44461000.0,449396000.0,655601000.0,-1757000.0,657358000.0,70948000.0,57656000.0,13292000.0,13292000.0,2023-03-31
