Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Other Special Charges
267674588.869274,0.24863,4363600000.0,1076600000.0,1076600000.0,2423200000.0,165500000.0,4125000000.0,5440200000.0,5274700000.0,-1464400000.0,2045800000.0,581400000.0,1614274588.869274,2423200000.0,5175100000.0,,,,,2423200000.0,2423200000.0,0.0,2423200000.0,-2900000.0,2426100000.0,2426100000.0,802800000.0,3228900000.0,3230300000.0,-30700000.0,30700000.0,-1464400000.0,2045800000.0,581400000.0,1218800000.0,1050100000.0,884600000.0,165500000.0,165500000.0,2268900000.0,4125000000.0,6393900000.0,6393900000.0,2024-03-31,
125712155.894992,0.182615,3477400000.0,688400000.0,688400000.0,1921100000.0,138700000.0,1914600000.0,4165800000.0,4027100000.0,-1185100000.0,1676800000.0,491700000.0,1358412155.894992,1921100000.0,2673100000.0,368733205.0,358414179.0,5.21,5.36,1921100000.0,1921100000.0,0.0,1921100000.0,0.0,1921100000.0,1921100000.0,429200000.0,2350300000.0,243800000.0,-20400000.0,20400000.0,-1185100000.0,1676800000.0,491700000.0,2321200000.0,758500000.0,619800000.0,138700000.0,138700000.0,3079700000.0,1914600000.0,4994300000.0,4994300000.0,2023-12-31,
56266443.219405,0.18011,3490700000.0,312400000.0,312400000.0,1860200000.0,136500000.0,1795100000.0,3803100000.0,3666600000.0,-888100000.0,1399100000.0,511000000.0,1604066443.219405,1860200000.0,2492700000.0,366181102.0,357044146.0,5.08,5.21,1860200000.0,1860200000.0,0.0,1860200000.0,1100000.0,1859100000.0,1859100000.0,408400000.0,2267500000.0,624700000.0,-11400000.0,11400000.0,-888100000.0,1399100000.0,511000000.0,2049300000.0,697600000.0,561100000.0,136500000.0,136500000.0,2746900000.0,1795100000.0,4542000000.0,4542000000.0,2023-09-30,
142410671.371778,0.179971,2679200000.0,791300000.0,791300000.0,1837600000.0,125700000.0,1677400000.0,3470500000.0,3344800000.0,-809100000.0,1106100000.0,297000000.0,1188710671.371778,1837600000.0,2352400000.0,363881188.0,356815534.0,5.05,5.15,1837600000.0,1837600000.0,0.0,1837600000.0,1800000.0,1835800000.0,1835800000.0,402900000.0,2238700000.0,78900000.0,28700000.0,-28700000.0,-809100000.0,1106100000.0,297000000.0,1778600000.0,675000000.0,549300000.0,125700000.0,125700000.0,2453600000.0,1677400000.0,4131000000.0,4131000000.0,2023-06-30,
248422176.129548,0.223261,2111700000.0,1112700000.0,1112700000.0,1554500000.0,124700000.0,1131100000.0,3224400000.0,3099700000.0,-874800000.0,1098900000.0,311500000.0,690222176.129548,1554500000.0,2185100000.0,,,,,1554500000.0,1554500000.0,0.0,1554500000.0,300000.0,1554100000.0,1554100000.0,446700000.0,2000800000.0,-343200000.0,-32100000.0,32200000.0,-874800000.0,1098900000.0,311500000.0,1387200000.0,1054000000.0,-491000000.0,124700000.0,124700000.0,2441200000.0,1131100000.0,3572300000.0,3572300000.0,2023-03-31,
,,,,,,,,,,,,,,,,363432203.0,355155280.0,4.72,4.83,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-31,
262105417.089801,0.29279,4859000000.0,895200000.0,895200000.0,2437400000.0,164600000.0,2085100000.0,5754200000.0,5589600000.0,-1500900000.0,2143100000.0,642200000.0,1804305417.089801,2437400000.0,2882100000.0,375562404.0,360562130.0,6.49,6.76,2437400000.0,2437400000.0,0.0,2437400000.0,0.0,2437400000.0,2437400000.0,1009100000.0,3446500000.0,862000000.0,-883700000.0,7400000.0,-1500900000.0,2143100000.0,642200000.0,3190100000.0,797000000.0,632400000.0,164600000.0,164600000.0,3987100000.0,2085100000.0,6072200000.0,6072200000.0,2024-06-30 00:00:00,876300000.0
