Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-25276315.612249,0.218042,-9267000.0,-115924000.0,-115924000.0,-58497000.0,10857000.0,217651000.0,-125191000.0,-136048000.0,33000.0,-33000.0,32150684.387751,-58497000.0,246884000.0,-58497000.0,-58497000.0,0.0,-58497000.0,47861000.0,-106357000.0,-106357000.0,-29657000.0,-136015000.0,27306000.0,-115924000.0,33000.0,-33000.0,-47429000.0,29233000.0,6839000.0,10857000.0,10857000.0,-18196000.0,217651000.0,199455000.0,199455000.0,2024-03-31
0.0,0.121505,187801000.0,0.0,0.0,85496000.0,10854000.0,103857000.0,187801000.0,176947000.0,0.0,0.0,85496000.0,85496000.0,127241000.0,85496000.0,85496000.0,0.0,85496000.0,-69951000.0,155447000.0,155447000.0,21500000.0,176947000.0,152880000.0,0.0,0.0,0.0,24068000.0,23384000.0,3616000.0,10854000.0,10854000.0,47452000.0,103857000.0,151309000.0,151309000.0,2023-12-31
0.0,0.0,-4028000.0,0.0,0.0,-8190000.0,10854000.0,172634000.0,-4028000.0,-14882000.0,-10000.0,10000.0,-8190000.0,-8190000.0,194741000.0,-8190000.0,-8190000.0,0.0,-8190000.0,6701000.0,-14892000.0,-14892000.0,0.0,-14892000.0,7620000.0,0.0,-10000.0,10000.0,-22501000.0,22107000.0,3581000.0,10854000.0,10854000.0,-394000.0,172634000.0,172240000.0,172240000.0,2023-09-30
3995400.0,0.3,-58867000.0,13318000.0,13318000.0,-670223000.0,10854000.0,135165000.0,-45549000.0,-56403000.0,5000.0,3000.0,-679545600.0,-670223000.0,155104000.0,-670223000.0,-670223000.0,0.0,-670223000.0,53245000.0,-118321000.0,-118321000.0,61914000.0,-56406000.0,8826000.0,13318000.0,5000.0,3000.0,-78607000.0,19939000.0,-7692000.0,10854000.0,10854000.0,-58668000.0,135165000.0,76497000.0,76497000.0,2023-03-31
0.0,0.0,-825991000.0,-374393000.0,-374393000.0,-666182000.0,10854000.0,822810000.0,-1200384000.0,-1211238000.0,0.0,0.0,-291789000.0,-666182000.0,845823000.0,-666182000.0,-666182000.0,0.0,-666182000.0,545058000.0,-1211238000.0,-1211238000.0,0.0,-1211238000.0,955000.0,-374393000.0,0.0,0.0,-837800000.0,23013000.0,5456000.0,10854000.0,10854000.0,-814787000.0,822810000.0,8023000.0,8023000.0,2022-12-31
