Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Additional Paid In Capital,Restricted Cash,Other Inventories,Cash Equivalents
77280701.0,77280701.0,310980000.0,703280000.0,5522080000.0,5979840000.0,3790320000.0,5522080000.0,251500000.0,5528060000.0,5553940000.0,5528060000.0,5528060000.0,4755250000.0,,772810000.0,772810000.0,1048940000.0,250080000.0,,239140000.0,213260000.0,25880000.0,10940000.0,798860000.0,37240000.0,4460000.0,464140000.0,38240000.0,425900000.0,,3330000.0,213630000.0,,,213630000.0,6577000000.0,1987820000.0,143090000.0,,23330000.0,12130000.0,12130000.0,5980000.0,1040000.0,4940000.0,1767110000.0,,1767110000.0,715590000.0,1051520000.0,,,,,4589180000.0,277840000.0,,1351630000.0,,,,,,968790000.0,,,1990920000.0,1850120000.0,140800000.0,,2024-03-31,,,,
77280701.0,77280701.0,389990000.0,738100000.0,5236890000.0,5715600000.0,4146410000.0,5236890000.0,264980000.0,5242480000.0,5272790000.0,5242480000.0,5242480000.0,4469670000.0,,772810000.0,772810000.0,1164890000.0,280740000.0,5480000.0,275260000.0,244950000.0,30310000.0,,884150000.0,59200000.0,54570000.0,462840000.0,20030000.0,442810000.0,,3880000.0,214850000.0,,,214850000.0,6407370000.0,1376810000.0,87630000.0,,16760000.0,10640000.0,10640000.0,5590000.0,650000.0,4940000.0,1251790000.0,,1251790000.0,396800000.0,854990000.0,,,,,5030560000.0,315710000.0,,1192660000.0,,,,,,938800000.0,,,2583390000.0,2500260000.0,83130000.0,,2023-09-30,,,,
77280701.0,77280701.0,1349850000.0,1452740000.0,1260750000.0,2771550000.0,671190000.0,1260750000.0,89470000.0,1408280000.0,1618770000.0,1408280000.0,1408280000.0,19970000.0,714250000.0,650000000.0,650000000.0,1946740000.0,308360000.0,21070000.0,287290000.0,76800000.0,210490000.0,,1638380000.0,,27740000.0,1165450000.0,12670000.0,1152780000.0,2980000.0,,407760000.0,99650000.0,27740000.0,308110000.0,3355020000.0,1045450000.0,18730000.0,32400000.0,6970000.0,50000.0,50000.0,147530000.0,460000.0,147070000.0,857730000.0,-144520000.0,1002250000.0,214940000.0,386840000.0,330030000.0,33760000.0,36680000.0,0.0,2309570000.0,58090000.0,239590000.0,1253640000.0,110460000.0,214550000.0,928630000.0,480000.0,150000.0,731930000.0,-11140000.0,743070000.0,25690000.0,12270000.0,13420000.0,13420000.0,2022-12-31,,,,
77280701.0,77280701.0,1124130000.0,1227560000.0,1415850000.0,2568800000.0,563340000.0,1415850000.0,80370000.0,1421610000.0,1433390000.0,1421610000.0,1421610000.0,,612840000.0,650000000.0,650000000.0,1688000000.0,113150000.0,23450000.0,89700000.0,77920000.0,11780000.0,,1574850000.0,,22710000.0,1137860000.0,2450000.0,1135410000.0,3160000.0,,351360000.0,110680000.0,,240680000.0,3109610000.0,971420000.0,,22740000.0,12840000.0,50000.0,50000.0,5760000.0,820000.0,4940000.0,923620000.0,-169920000.0,1093540000.0,279480000.0,382150000.0,359930000.0,35300000.0,36680000.0,0.0,2138190000.0,91840000.0,82950000.0,1206260000.0,106360000.0,153980000.0,944050000.0,190000.0,,726840000.0,-11790000.0,738630000.0,30110000.0,7050000.0,23060000.0,23060000.0,2023-03-31 00:00:00,0.0,,1870000.0,0.0
