Treasury Shares Number,Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Other Receivables,Taxes Receivable,Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Current Deferred Taxes Liabilities,Dividends Payable
30202.0,59948946.0,59979148.0,406000000.0,12483000000.0,17361000000.0,13026000000.0,12483000000.0,406000000.0,17361000000.0,17361000000.0,17361000000.0,17361000000.0,16762000000.0,,,599000000.0,599000000.0,17125000000.0,6450000000.0,5190000000.0,429000000.0,292000000.0,292000000.0,269000000.0,10675000000.0,426000000.0,114000000.0,114000000.0,,97000000.0,394000000.0,,50000000.0,344000000.0,34486000000.0,10785000000.0,16000000.0,,0.0,2737000000.0,2737000000.0,,2542000000.0,2542000000.0,4878000000.0,335000000.0,4543000000.0,487000000.0,,487000000.0,5000000.0,482000000.0,,,,,23701000000.0,62000000.0,,,108000000.0,,48000000.0,,23483000000.0,22635000000.0,848000000.0,,,2024-03-31,,,,
67772.0,59911376.0,59979148.0,476000000.0,10513000000.0,15448000000.0,10250000000.0,10513000000.0,476000000.0,15448000000.0,15448000000.0,15448000000.0,15448000000.0,14849000000.0,,,599000000.0,599000000.0,14552000000.0,5759000000.0,4660000000.0,299000000.0,347000000.0,347000000.0,199000000.0,8793000000.0,200000000.0,129000000.0,129000000.0,,94000000.0,256000000.0,,0.0,256000000.0,30000000000.0,10957000000.0,17000000.0,,12000000.0,2448000000.0,2448000000.0,,2654000000.0,2654000000.0,4935000000.0,392000000.0,4543000000.0,551000000.0,,551000000.0,2000000.0,549000000.0,,,,,19043000000.0,74000000.0,,,3000000.0,3000000.0,46000000.0,,18917000000.0,18605000000.0,312000000.0,,,2023-09-30,,,,
70706.0,61158442.0,61229148.0,459080000.0,15594770000.0,20584920000.0,15073070000.0,15594770000.0,459080000.0,20584920000.0,20584920000.0,20584920000.0,20584920000.0,256550000.0,4490030000.0,15524100000.0,305790000.0,305790000.0,13861380000.0,5300790000.0,4205570000.0,202860000.0,340280000.0,340280000.0,196400000.0,8560590000.0,367000000.0,118800000.0,118800000.0,77020000.0,76000000.0,944930000.0,286670000.0,386080000.0,272180000.0,34446300000.0,10812640000.0,15000000.0,41330000.0,21750000.0,2365520000.0,2406000000.0,2365520000.0,2751480000.0,2751480000.0,4990150000.0,447430000.0,4542720000.0,542700000.0,-637000000.0,1179700000.0,1770000.0,541000000.0,352850000.0,787960000.0,37120000.0,0.0,23633660000.0,60000.0,1660000.0,37840000.0,156680000.0,15360000.0,70550000.0,70550000.0,23351510000.0,22770450000.0,581060000.0,41710000.0,539350000.0,2023-03-31,,,,
