Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.205815,157190000.0,0.0,0.0,291720000.0,250000.0,1300000.0,157190000.0,156940000.0,31350000.0,31350000.0,291720000.0,291720000.0,1340000.0,,,,,291720000.0,291720000.0,0.0,291720000.0,291720000.0,291720000.0,75600000.0,367320000.0,,0.0,31350000.0,31350000.0,156940000.0,40000.0,13040000.0,250000.0,250000.0,156980000.0,1300000.0,158280000.0,158280000.0,2024-03-31
0.0,0.247587,40000.0,0.0,0.0,60810000.0,250000.0,1090000.0,40000.0,-210000.0,30410000.0,30410000.0,60810000.0,60810000.0,210000.0,4365398.0,4365398.0,13.93,13.93,60810000.0,60810000.0,0.0,60810000.0,60810000.0,60810000.0,20010000.0,80820000.0,,0.0,30410000.0,30410000.0,-210000.0,-880000.0,12050000.0,250000.0,250000.0,-1090000.0,1090000.0,0.0,0.0,2023-12-31
0.0,0.249958,350480000.0,0.0,0.0,310810000.0,250000.0,1090000.0,350480000.0,350230000.0,24740000.0,24740000.0,310810000.0,310810000.0,25770000.0,4365309.0,4365309.0,71.2,71.2,310810000.0,310810000.0,0.0,310810000.0,310810000.0,310810000.0,103580000.0,414390000.0,,0.0,24740000.0,24740000.0,350230000.0,24680000.0,24430000.0,250000.0,250000.0,374910000.0,1090000.0,376000000.0,376000000.0,2023-09-30
0.0,0.257388,7180000.0,0.0,0.0,37190000.0,240000.0,1090000.0,7180000.0,6940000.0,21440000.0,21440000.0,37190000.0,37190000.0,-6940000.0,4365023.0,4365023.0,8.52,8.52,37190000.0,37190000.0,0.0,37190000.0,37190000.0,37190000.0,12890000.0,50080000.0,,0.0,21440000.0,21440000.0,6940000.0,-8030000.0,5100000.0,240000.0,240000.0,-1090000.0,1090000.0,0.0,0.0,2023-06-30
0.0,0.264401,-3120000.0,0.0,0.0,95010000.0,240000.0,1290000.0,-3120000.0,-3360000.0,20040000.0,20040000.0,95010000.0,95010000.0,4150000.0,,,,,95010000.0,95010000.0,0.0,95010000.0,95010000.0,95010000.0,34150000.0,129160000.0,0.0,0.0,20040000.0,20040000.0,-3360000.0,2860000.0,-6080000.0,240000.0,240000.0,-500000.0,1290000.0,790000.0,790000.0,2023-03-31
,,,,,,,,,,,,,,,4365630.0,4365630.0,36.02,36.02,,,,,,,,,400000.0,,,,,,,,,,,,,2022-12-31
0.0,0.258369,6030000.0,0.0,0.0,41650000.0,240000.0,1170000.0,6030000.0,5790000.0,34380000.0,34380000.0,41650000.0,41650000.0,-5790000.0,4365828.0,4365828.0,9.54,9.54,41650000.0,41650000.0,0.0,41650000.0,41650000.0,41650000.0,14510000.0,56160000.0,,0.0,34380000.0,34380000.0,5790000.0,-6960000.0,6500000.0,240000.0,240000.0,-1170000.0,1170000.0,0.0,0.0,2024-06-30 00:00:00
