Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Retained Earnings,Additional Paid In Capital,Derivative Product Liabilities,Non Current Accrued Expenses,Other Payable,Dividends Payable,Non Current Prepaid Assets,Financial Assets,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Hedging Assets Current,Restricted Cash,Prepaid Assets,Finished Goods,Work In Process,Raw Materials,Gross Accounts Receivable,Cash Equivalents,Cash Financial
6776421366.0,6776421366.0,106080600000.0,199218400000.0,182036000000.0,435062100000.0,-14482200000.0,182036000000.0,25705400000.0,261549100000.0,361355500000.0,282155100000.0,20606000000.0,261549100000.0,6776400000.0,6776400000.0,568062400000.0,150858000000.0,2031100000.0,7469300000.0,2007000000.0,8438700000.0,119053200000.0,19246800000.0,99806400000.0,1260100000.0,417204400000.0,37136500000.0,80165200000.0,6458600000.0,73706600000.0,4142100000.0,10430200000.0,231684300000.0,5512300000.0,226172000000.0,850217500000.0,447495300000.0,15667500000.0,20746400000.0,3703900000.0,3703900000.0,62075100000.0,5836900000.0,79513100000.0,22012300000.0,57500800000.0,240842100000.0,240842100000.0,24306000000.0,216536100000.0,402722200000.0,32422900000.0,91385900000.0,275600000.0,156370700000.0,122267100000.0,54834700000.0,67432400000.0,2024-03-31,,,,,,,,,,,,,,,,,,,,,,
6776421366.0,6776421366.0,137069600000.0,217500100000.0,145038100000.0,417635600000.0,-19235300000.0,145038100000.0,25219800000.0,225355300000.0,328253300000.0,244336700000.0,18981400000.0,225355300000.0,6776400000.0,6776400000.0,538022700000.0,146331300000.0,2039300000.0,5977700000.0,2012400000.0,6932500000.0,121751300000.0,18853300000.0,102898000000.0,1950200000.0,391691400000.0,31820300000.0,95748800000.0,6366500000.0,89382300000.0,2985600000.0,6172400000.0,210063200000.0,3326000000.0,206737200000.0,782359400000.0,409903300000.0,15342400000.0,16112100000.0,4032100000.0,4032100000.0,60944600000.0,5532300000.0,80317200000.0,22898600000.0,57418600000.0,211501000000.0,211501000000.0,22772600000.0,188728400000.0,372456100000.0,30684900000.0,87854200000.0,283700000.0,149213500000.0,104419800000.0,49209100000.0,55210700000.0,2023-09-30,,,,,,,,,,,,,,,,,,,,,,
6776421366.0,6776421366.0,76276100000.0,137923000000.0,173108900000.0,346172100000.0,-7362000000.0,173108900000.0,16266300000.0,224515400000.0,290698800000.0,243769100000.0,19253700000.0,224515400000.0,6776400000.0,6776400000.0,374748100000.0,99593700000.0,2019600000.0,5156100000.0,2274700000.0,5216800000.0,78239300000.0,12055900000.0,66183400000.0,766400000.0,275154400000.0,20276500000.0,59683700000.0,4210400000.0,55473300000.0,2572700000.0,4704200000.0,144826100000.0,3463200000.0,141362900000.0,618517200000.0,350724800000.0,12265400000.0,13644500000.0,2965700000.0,2965700000.0,61058700000.0,4993300000.0,51406500000.0,13680300000.0,37726200000.0,189847900000.0,189847900000.0,14222000000.0,175625900000.0,267792400000.0,16911500000.0,78227700000.0,289300000.0,85134900000.0,87229000000.0,41848400000.0,45380600000.0,2023-03-31,,,,,,,,,,,,,,,,,,,,,,
