Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
7657050.0,7657050.0,8187900000.0,8424900000.0,10203900000.0,19468400000.0,657500000.0,10203900000.0,77800000.0,11121300000.0,15436800000.0,11114600000.0,-6700000.0,11121300000.0,11044700000.0,,,76600000.0,76600000.0,15852200000.0,5456400000.0,1600000.0,,,698500000.0,4370900000.0,55400000.0,4315500000.0,181100000.0,10395800000.0,378700000.0,4054000000.0,22400000.0,4031600000.0,184000000.0,4021100000.0,,,,4021100000.0,26966800000.0,15913500000.0,443500000.0,,33000000.0,2974500000.0,2974500000.0,,,232300000.0,917400000.0,735900000.0,181500000.0,11105100000.0,,11105100000.0,1042900000.0,10062200000.0,,,,,11053300000.0,829500000.0,,,,7027200000.0,,,,8000000.0,,2822900000.0,,,365700000.0,206500000.0,159200000.0,,2024-03-31
7657050.0,7657050.0,6889700000.0,7028200000.0,10113800000.0,17770300000.0,839300000.0,10113800000.0,,10742100000.0,14490000000.0,10736700000.0,-5400000.0,10742100000.0,10665500000.0,,,76600000.0,76600000.0,12989300000.0,4841200000.0,1700000.0,,,812300000.0,3747900000.0,,3747900000.0,139000000.0,8148100000.0,277600000.0,3280300000.0,,3280300000.0,200200000.0,2750400000.0,,,,2750400000.0,23726000000.0,14738600000.0,126500000.0,,35500000.0,3099400000.0,3099400000.0,,,234000000.0,628300000.0,628300000.0,,10467700000.0,,10467700000.0,1515400000.0,8952300000.0,,,,,8987400000.0,344700000.0,,,,5804600000.0,,,,11500000.0,,2408100000.0,,,418500000.0,280000000.0,138500000.0,,2023-09-30
7657050.0,7657050.0,6495200000.0,6620700000.0,9807700000.0,16961500000.0,575800000.0,9807700000.0,,10340800000.0,13583400000.0,10336000000.0,-4800000.0,10340800000.0,10265200000.0,8290900000.0,9300000.0,76600000.0,76600000.0,14219900000.0,4210300000.0,1100000.0,124900000.0,2000000.0,710700000.0,3242600000.0,,3242600000.0,124900000.0,10009600000.0,500000.0,3378100000.0,,3378100000.0,145200000.0,5691900000.0,1425400000.0,30100000.0,104400000.0,4132000000.0,24555900000.0,13973400000.0,164600000.0,666600000.0,26000000.0,2546400000.0,2546400000.0,0.0,0.0,235600000.0,533100000.0,533100000.0,,9727600000.0,-6030300000.0,15757900000.0,1135800000.0,1997000000.0,8869600000.0,3266000000.0,489500000.0,0.0,10585400000.0,3900000.0,67100000.0,30100000.0,329000000.0,7789400000.0,2676900000.0,436100000.0,4676400000.0,32300000.0,0.0,2208100000.0,-3200000.0,2211300000.0,125500000.0,185400000.0,125500000.0,125500000.0,2023-03-31
