Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Defined Pension Benefit,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Other Inventories
115196078.0,115196078.0,2148900000.0,12341700000.0,14412200000.0,4545600000.0,12341700000.0,2148900000.0,14412200000.0,14412200000.0,14412200000.0,0.0,14412200000.0,14181800000.0,,,230400000.0,230400000.0,23919400000.0,2343800000.0,519100000.0,0.0,1726100000.0,1726100000.0,,97000000.0,21575600000.0,710000000.0,422800000.0,422800000.0,0.0,132500000.0,522800000.0,18685900000.0,,,268700000.0,18417200000.0,38331600000.0,12210400000.0,849700000.0,,,53000000.0,552100000.0,552100000.0,,,,1358200000.0,2070500000.0,170400000.0,1900100000.0,6364200000.0,,6364200000.0,618400000.0,5745800000.0,,,,,26121200000.0,3683800000.0,,46000000.0,,,7566400000.0,,,,37500000.0,,11631800000.0,3155700000.0,2015500000.0,1140200000.0,,,2024-03-31,
115101953.0,115101953.0,2026200000.0,11403300000.0,13481400000.0,3048900000.0,11403300000.0,2026200000.0,13481400000.0,13481400000.0,13481400000.0,0.0,13481400000.0,13251200000.0,,,230200000.0,230200000.0,24392600000.0,2352500000.0,465600000.0,132500000.0,1662900000.0,1662900000.0,,89800000.0,22040100000.0,496800000.0,363300000.0,363300000.0,0.0,174900000.0,165700000.0,13923200000.0,,,188200000.0,13735000000.0,37874000000.0,12785000000.0,1710500000.0,,,,530600000.0,530600000.0,,,,1290500000.0,2078100000.0,178000000.0,1900100000.0,6107200000.0,,6107200000.0,725600000.0,5381600000.0,,,,,25089000000.0,3187200000.0,,46300000.0,,,8813800000.0,,,,36600000.0,,10749700000.0,2255400000.0,1477900000.0,777500000.0,,,2023-09-30,
115075583.0,115075583.0,1014029000.0,16965136000.0,19073823000.0,7958003000.0,16965136000.0,1012364000.0,19072158000.0,19072158000.0,19072158000.0,0.0,19072158000.0,187406000.0,7606903000.0,6673011000.0,230151000.0,230151000.0,27699452000.0,1532743000.0,591433000.0,53973000.0,718397000.0,718397000.0,0.0,168940000.0,26166709000.0,97581000.0,295632000.0,293967000.0,1665000.0,821509000.0,522572000.0,16679119000.0,791397000.0,6032000.0,191514000.0,15690176000.0,46771610000.0,12646898000.0,182695000.0,410121000.0,789770000.0,0.0,60058000.0,368100000.0,60058000.0,0.0,0.0,1294765000.0,2107022000.0,206912000.0,1900110000.0,5388915000.0,-3026443000.0,8415358000.0,604175000.0,1868986000.0,2846267000.0,2422278000.0,673652000.0,0.0,34124712000.0,335435000.0,11185000.0,21940000.0,6032000.0,3580675000.0,10720748000.0,8083910000.0,566593000.0,2070245000.0,524427000.0,11487000.0,14806232000.0,4106551000.0,688959000.0,3417592000.0,2600344000.0,817248000.0,2023-03-31,
