Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Fixed Assets Revaluation Reserve,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Derivative Product Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Non Current Deferred Taxes Assets,Financial Assets,Investments And Advances,Investmentin Financial Assets,Available For Sale Securities,Trading Securities,Long Term Equity Investment,Investmentsin Subsidiariesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Prepaid Assets,Receivables Adjustments Allowances,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date
,1440702671.0,1440702671.0,3622600000.0,12000000000.0,110046000000.0,122046000000.0,110046000000.0,110046000000.0,122046000000.0,110046000000.0,110046000000.0,3500000.0,,3452900000.0,,14406200000.0,14406200000.0,2879960500000.0,,,12000000000.0,12000000000.0,766000000.0,,,,,2990006500000.0,13400000.0,,1248855200000.0,1248855200000.0,1248855200000.0,,,,,,,,7193800000.0,,,,,,,,,,,,,8377400000.0,,8377400000.0,2024-03-31
0.0,1440055451.0,1440055451.0,9365300000.0,12000000000.0,110712200000.0,122712200000.0,110712200000.0,110712200000.0,122712200000.0,110712200000.0,110712200000.0,,,6122200000.0,,14400600000.0,14400600000.0,2795069700000.0,,,12000000000.0,12000000000.0,667800000.0,,,,,2905781900000.0,11900000.0,,1186748300000.0,1186748300000.0,1186748300000.0,,,,,,,,7055000000.0,,,,,,,,,,,,,2634700000.0,,2634700000.0,2023-12-31
,1439618396.0,1439618396.0,4669900000.0,12000000000.0,107126800000.0,119126800000.0,107126800000.0,107126800000.0,119126800000.0,107126800000.0,107126800000.0,3900000.0,363800000.0,4973300000.0,,14396200000.0,14396200000.0,2655826100000.0,,,12000000000.0,12000000000.0,639400000.0,,,,,2762952900000.0,9300000.0,,1130291100000.0,1130291100000.0,1130291100000.0,,,,,,,,6702200000.0,,,,,,,,,,,,,7330100000.0,,7330100000.0,2023-09-30
,1438858486.0,1438858486.0,8270000000.0,12000000000.0,105178100000.0,117178100000.0,105178100000.0,105178100000.0,117178100000.0,105178100000.0,105178100000.0,5300000.0,363800000.0,4902700000.0,,14388600000.0,14388600000.0,2598550100000.0,,,12000000000.0,12000000000.0,811500000.0,,,,,2703728200000.0,6500000.0,,1092042200000.0,1092042200000.0,1092042200000.0,,,,,,,,6366100000.0,,,,,,,,45616700000.0,,,,,3730000000.0,,3730000000.0,2023-06-30
,1438571396.0,1438571396.0,4291400000.0,12000000000.0,100204123000.0,112895247000.0,100204123000.0,100895247000.0,112895247000.0,100895247000.0,100895247000.0,1944000.0,363803000.0,50870183000.0,35299577000.0,14385714000.0,14385714000.0,2457617762000.0,1058771000.0,,12000000000.0,12000000000.0,622399000.0,34757922000.0,26692235000.0,4483591000.0,3582096000.0,2558513009000.0,3027000.0,0.0,985961389000.0,975042862000.0,80184109000.0,0.0,0.0,0.0,4893040000.0,691124000.0,691124000.0,0.0,5271964000.0,-3737016000.0,9008980000.0,1172081000.0,1795660000.0,1655082000.0,3482877000.0,903280000.0,4158473000.0,-44958000.0,25129021000.0,2664479000.0,6150609000.0,24218124000.0,10918527000.0,13299597000.0,2023-03-31
,,,,,,,,,,,,5179700000.0,349600000.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43338800000.0,,,,,,,,2022-12-31
,1441903981.0,1441903981.0,9383400000.0,12000000000.0,112864000000.0,124864000000.0,112864000000.0,112864000000.0,124864000000.0,112864000000.0,112864000000.0,100700000.0,,4266400000.0,,14419000000.0,14419000000.0,3020900700000.0,,,12000000000.0,12000000000.0,884000000.0,,,,,3133764700000.0,16900000.0,,1300407300000.0,1300407300000.0,1300407300000.0,,,,,,,,7416000000.0,,,,,,,,,,,,,2616600000.0,,2616600000.0,2024-06-30 00:00:00
