Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
241280945.0,241280945.0,4615936000.0,4619108000.0,23134132000.0,29126482000.0,6211756000.0,23134132000.0,24507374000.0,25510371000.0,24507374000.0,24507374000.0,22094565000.0,,,2412809000.0,2412809000.0,6848060000.0,2191375000.0,74418000.0,,1045414000.0,1002997000.0,1002997000.0,68546000.0,4656685000.0,338589000.0,3616111000.0,3616111000.0,574949000.0,,,0.0,574949000.0,31355434000.0,20486993000.0,202612000.0,,0.0,127814000.0,127814000.0,1373242000.0,1373242000.0,18783325000.0,,18783325000.0,1216246000.0,17567079000.0,,,,,10868441000.0,1434123000.0,,,4388771000.0,,,,,42432000.0,109380000.0,1090870000.0,3802865000.0,3799693000.0,3172000.0,,,2024-03-31
241280945.0,241280945.0,4857350000.0,4898860000.0,21523608000.0,27933363000.0,4881148000.0,21523608000.0,23034503000.0,24033764000.0,23034503000.0,23034503000.0,20621694000.0,,,2412809000.0,2412809000.0,7667297000.0,1868651000.0,79365000.0,,736610000.0,999261000.0,999261000.0,53415000.0,5798646000.0,301202000.0,3899599000.0,3899599000.0,0.0,,,0.0,0.0,30701800000.0,20022006000.0,100331000.0,0.0,0.0,217205000.0,217205000.0,1510895000.0,1510895000.0,18193575000.0,,18193575000.0,788157000.0,17405418000.0,,,,,10679794000.0,1216599000.0,,,4860873000.0,,,,,211712000.0,180587000.0,1576091000.0,2633932000.0,2592422000.0,41510000.0,,,2023-09-30
241280945.0,241280945.0,5321283000.0,5377446000.0,20601767000.0,27627762000.0,4560284000.0,20601767000.0,22250316000.0,23245058000.0,22250316000.0,22250316000.0,19837507000.0,8571538000.0,105000000.0,2412809000.0,2412809000.0,7238081000.0,1859860000.0,84311000.0,84311000.0,725640000.0,994742000.0,994742000.0,55167000.0,5378221000.0,32975000.0,4382704000.0,4382704000.0,768285000.0,125107000.0,185000.0,0.0,642993000.0,29488397000.0,19549892000.0,100917000.0,150139000.0,0.0,16186000.0,16186000.0,1648549000.0,1648549000.0,17735018000.0,-2531972000.0,20266990000.0,3156040000.0,698314000.0,10798339000.0,2472157000.0,3142140000.0,0.0,9938505000.0,1351210000.0,185000.0,1352309000.0,4328435000.0,76080000.0,611805000.0,30314000.0,3610236000.0,2659141000.0,108905000.0,1373641000.0,115889000.0,59726000.0,56163000.0,53762000.0,2401000.0,2023-03-31
