Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Treasury Stock,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Non Current Accrued Expenses,Non Current Deferred Revenue,Cash Equivalents
2344596.0,657500604.0,659845200.0,13659190000.0,41973550000.0,1853700000.0,36679510000.0,-7605170000.0,1853700000.0,27000460000.0,21706420000.0,33657150000.0,22432330000.0,725910000.0,21706420000.0,20386730000.0,,,,1319690000.0,1319690000.0,58824650000.0,39654930000.0,370190000.0,2494120000.0,35980810000.0,24030080000.0,11950730000.0,19169720000.0,1757380000.0,5992740000.0,2970380000.0,3022360000.0,,796380000.0,9376550000.0,157490000.0,,2600000.0,9216460000.0,81256980000.0,69692430000.0,1278540000.0,,881550000.0,4153440000.0,4153440000.0,,,340000.0,19852720000.0,12146280000.0,7706440000.0,43163110000.0,,43163110000.0,924960000.0,42238150000.0,,,,,11564550000.0,2101210000.0,,,4098920000.0,,,,,,2650740000.0,,,2713680000.0,1399780000.0,1313900000.0,,2024-03-31,,,
1415019.0,658430181.0,659845200.0,1366550000.0,26078760000.0,19250870000.0,22728950000.0,-5340420000.0,19250870000.0,24222630000.0,20872820000.0,22728950000.0,20872820000.0,,20872820000.0,19553130000.0,,,,1319690000.0,1319690000.0,34473350000.0,23616290000.0,,,23605790000.0,21749660000.0,1856130000.0,10857060000.0,778120000.0,2472970000.0,2472970000.0,,,470750000.0,6409530000.0,96470000.0,,2460000.0,6310600000.0,55346170000.0,49829530000.0,941720000.0,,711470000.0,8466900000.0,8466900000.0,,,340000.0,1621950000.0,1621950000.0,,37806850000.0,,37806850000.0,2896340000.0,34910510000.0,,,,,5516640000.0,1084760000.0,,,2604940000.0,,,,,,353510000.0,,,1473430000.0,983850000.0,489580000.0,,2023-09-30,,,
1196239.0,658648961.0,659845200.0,1529080000.0,25537380000.0,18998260000.0,22205010000.0,-3431510000.0,18998260000.0,23710270000.0,20377900000.0,22205010000.0,20377900000.0,0.0,20377900000.0,123100000.0,420530000.0,17805710000.0,477280000.0,1319690000.0,1319690000.0,33443370000.0,23153740000.0,,,23144240000.0,21317130000.0,1827110000.0,10289630000.0,873610000.0,2393140000.0,2393140000.0,,126260000.0,419220000.0,7052190000.0,1357690000.0,760000.0,2860000.0,5690880000.0,53821270000.0,46963150000.0,973550000.0,1879320000.0,742930000.0,2316610000.0,2316610000.0,4661080000.0,4661080000.0,340000.0,1379640000.0,1379640000.0,,35945920000.0,-21143360000.0,57089280000.0,2204550000.0,29759100000.0,15292260000.0,8347550000.0,1485820000.0,0.0,6858120000.0,980260000.0,760000.0,557650000.0,1769990000.0,59670000.0,109220000.0,1601100000.0,15270000.0,418400000.0,287310000.0,-26710000.0,314020000.0,3808740000.0,3510710000.0,298030000.0,298030000.0,2023-03-31,,,
