Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Trading Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Non Current Deferred Revenue,Defined Pension Benefit,Held To Maturity Securities,Inventories Adjustments Allowances
585938609.0,585938609.0,29217400000.0,66476300000.0,257661900000.0,361580200000.0,120065000000.0,257661900000.0,3324100000.0,298428000000.0,319777000000.0,298508000000.0,80000000.0,298428000000.0,297842100000.0,,,585900000.0,585900000.0,152207100000.0,30215800000.0,364700000.0,,,3565600000.0,23874300000.0,2525300000.0,21349000000.0,2257000000.0,121991300000.0,8773800000.0,,42602000000.0,798800000.0,41803200000.0,,2567900000.0,47031700000.0,,,2490100000.0,44541600000.0,450715100000.0,208658800000.0,2299600000.0,,12126400000.0,5778700000.0,5778700000.0,,,947800000.0,,,40766100000.0,34814600000.0,5951500000.0,142849000000.0,,142849000000.0,27393900000.0,115455100000.0,,,,,242056300000.0,25364300000.0,,4337100000.0,,,98082300000.0,,,,,128600000.0,56700000.0,48167400000.0,,,65919900000.0,31985100000.0,33934800000.0,,,2024-03-31,,,,
585938609.0,585938609.0,21132200000.0,66486300000.0,243546400000.0,344341300000.0,105431800000.0,243546400000.0,4033000000.0,281888000000.0,298970800000.0,281945100000.0,57100000.0,281888000000.0,281302100000.0,,,585900000.0,585900000.0,157290800000.0,27171100000.0,270900000.0,,,4307900000.0,20299700000.0,3216900000.0,17082800000.0,2120000000.0,130119700000.0,10805400000.0,,46186600000.0,816100000.0,45370500000.0,,1691200000.0,48534500000.0,,,3480600000.0,45053900000.0,439235900000.0,203684400000.0,9529000000.0,,9829000000.0,5317100000.0,5317100000.0,,,1027200000.0,,,38341600000.0,32412600000.0,5929000000.0,136683000000.0,,136683000000.0,57983600000.0,78699400000.0,,,,,235551500000.0,21573300000.0,,29100000.0,,,92823300000.0,,,,,132600000.0,227700000.0,46395800000.0,,,74369700000.0,33048600000.0,41321100000.0,,,2023-09-30,,,,
585938609.0,585938609.0,4652300000.0,52862100000.0,229179300000.0,317013700000.0,100518900000.0,229179300000.0,4246900000.0,268398500000.0,274588100000.0,268518500000.0,120000000.0,268398500000.0,267812600000.0,240130300000.0,4268900000.0,585900000.0,585900000.0,130381400000.0,15443600000.0,-15153200000.0,1727200000.0,290400000.0,3896100000.0,9404900000.0,3215300000.0,6189600000.0,1727200000.0,114937800000.0,2235900000.0,2116000000.0,43457200000.0,1031600000.0,42425600000.0,2005300000.0,2005300000.0,47554600000.0,8816600000.0,24900000.0,2116000000.0,38713100000.0,398899900000.0,183443200000.0,45300000.0,4999100000.0,6774900000.0,2233800000.0,570800000.0,151500000.0,1511500000.0,1683600000.0,1587900000.0,95700000.0,39219200000.0,33258500000.0,5960700000.0,124917800000.0,-55593500000.0,180511300000.0,44964000000.0,79953800000.0,90081700000.0,35920400000.0,9545200000.0,0.0,215456700000.0,18687000000.0,191400000.0,857600000.0,115700000.0,16043400000.0,85112300000.0,3784800000.0,37272900000.0,14068300000.0,29986300000.0,5480000000.0,756200000.0,44663800000.0,-1216600000.0,45880400000.0,62236300000.0,18273400000.0,43962900000.0,25931300000.0,18031600000.0,2023-03-31,,,,
