Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Trading Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
121186482.0,121186482.0,389293000.0,390673000.0,2119913000.0,2511504000.0,520635000.0,2119913000.0,2120831000.0,2120831000.0,2099664000.0,-21167000.0,2120831000.0,1000966000.0,,,1119865000.0,1119865000.0,1423625000.0,1335000.0,,,0.0,0.0,1335000.0,1422290000.0,97206000.0,,390673000.0,390673000.0,,16013000.0,914769000.0,361616000.0,553153000.0,3523289000.0,1580364000.0,951796000.0,,98669000.0,2998000.0,2998000.0,,918000.0,918000.0,122366000.0,,122366000.0,29091000.0,93275000.0,,,,,1942925000.0,418115000.0,,,304811000.0,,,,,1209471000.0,,,10528000.0,9148000.0,1380000.0,,2024-03-31
121186482.0,121186482.0,407891000.0,409291000.0,2357525000.0,2768417000.0,652138000.0,2357525000.0,2359126000.0,2359372000.0,2337971000.0,-21155000.0,2359126000.0,1239261000.0,,,1119865000.0,1119865000.0,1390612000.0,7987000.0,-1000.0,,246000.0,246000.0,7742000.0,1382625000.0,91620000.0,,409045000.0,409045000.0,,10103000.0,866302000.0,348661000.0,517641000.0,3728583000.0,1693820000.0,949363000.0,,10472000.0,2909000.0,2909000.0,,1601000.0,1601000.0,123800000.0,,123800000.0,29091000.0,94709000.0,,,,,2034763000.0,419015000.0,,,372585000.0,,,,,1233035000.0,,,10128000.0,8728000.0,1400000.0,,2023-09-30
111986482.0,111986482.0,409072000.0,410294000.0,2602078000.0,3014379000.0,891644000.0,2602078000.0,2604085000.0,2604247000.0,2582937000.0,-21148000.0,2604085000.0,1484220000.0,400391000.0,904637000.0,1119865000.0,1119865000.0,1408699000.0,5026000.0,-1000.0,4865000.0,162000.0,162000.0,4865000.0,1403673000.0,79206000.0,344308000.0,410132000.0,410132000.0,9936000.0,2960000.0,523635000.0,344308000.0,523635000.0,3991636000.0,1696319000.0,949707000.0,854791000.0,10473000.0,2624000.0,165000.0,2459000.0,2007000.0,2007000.0,220311000.0,-19069000.0,239380000.0,124007000.0,5079000.0,22644000.0,36260000.0,51390000.0,0.0,2295317000.0,-1000.0,21803000.0,266001000.0,455089000.0,455089000.0,0.0,0.0,150346000.0,1400857000.0,0.0,1400857000.0,1222000.0,21803000.0,1222000.0,1222000.0,2023-03-31
