Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date
31850.0,92150355.0,92182205.0,6402900000.0,6719600000.0,9218900000.0,17650500000.0,3423400000.0,9218900000.0,168100000.0,11099000000.0,14616300000.0,11105000000.0,6000000.0,11099000000.0,10914600000.0,184400000.0,184400000.0,10342300000.0,4219000000.0,73600000.0,118300000.0,3641400000.0,124100000.0,3517300000.0,336800000.0,6123300000.0,144800000.0,3078200000.0,44000000.0,3034200000.0,483600000.0,1536400000.0,,1536400000.0,21447300000.0,11900600000.0,996600000.0,81800000.0,81800000.0,1880100000.0,1664900000.0,215200000.0,8910900000.0,8910900000.0,1028700000.0,7882200000.0,9546700000.0,1536300000.0,3530600000.0,14900000.0,17600000.0,4062000000.0,385300000.0,236700000.0,148600000.0,2024-03-31
,92150355.0,92150355.0,4160000000.0,4960300000.0,9188500000.0,15453600000.0,4292900000.0,9188500000.0,190100000.0,10683400000.0,13039900000.0,10703500000.0,20100000.0,10683400000.0,10499100000.0,184300000.0,184300000.0,8676900000.0,2994200000.0,73600000.0,66000000.0,2505000000.0,148500000.0,2356500000.0,320500000.0,5682700000.0,139000000.0,2455300000.0,41600000.0,2413700000.0,449700000.0,1697900000.0,,1697900000.0,19380400000.0,9404800000.0,638600000.0,59300000.0,59300000.0,1494900000.0,1280500000.0,214400000.0,7059500000.0,7059500000.0,929600000.0,6129900000.0,9975600000.0,1537600000.0,3554300000.0,6100000.0,,4045100000.0,832500000.0,222300000.0,610200000.0,2023-09-30
,92150355.0,92150355.0,3035700000.0,3328500000.0,9039800000.0,13427500000.0,3836700000.0,9039800000.0,183500000.0,10282500000.0,11717500000.0,10282500000.0,,10282500000.0,10098200000.0,184300000.0,184300000.0,6299500000.0,2054400000.0,73600000.0,61400000.0,1585400000.0,150400000.0,1435000000.0,334000000.0,4245100000.0,196200000.0,1743100000.0,33100000.0,1710000000.0,495400000.0,1234600000.0,0.0,1234600000.0,16582000000.0,8500200000.0,465000000.0,34200000.0,34200000.0,1242700000.0,1241800000.0,900000.0,6675900000.0,6675900000.0,553900000.0,6122000000.0,8081800000.0,1132200000.0,3259900000.0,6900000.0,,3509400000.0,173400000.0,64100000.0,109300000.0,2023-03-31
