Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
575079.181547,0.000403,45196000.0,1427585000.0,1427585000.0,1454109000.0,17977000.0,46492000.0,1472781000.0,1454804000.0,-109000.0,109000.0,27099079.181547,1454109000.0,166546000.0,,,,,1454109000.0,1454109000.0,0.0,1454109000.0,1454109000.0,1454109000.0,586000.0,1454695000.0,-137879000.0,1427585000.0,,-109000.0,109000.0,165098000.0,120054000.0,90239000.0,17977000.0,17977000.0,285152000.0,46492000.0,331644000.0,331644000.0,2024-03-31
0.0,0.0,46147000.0,0.0,0.0,23596000.0,22437000.0,46087000.0,46147000.0,23710000.0,-114000.0,114000.0,23596000.0,23596000.0,158653000.0,337085714.0,337085714.0,0.07,0.07,23596000.0,23596000.0,0.0,23596000.0,23596000.0,23596000.0,0.0,23596000.0,51310000.0,0.0,,-114000.0,114000.0,-27601000.0,112566000.0,74957000.0,22437000.0,22437000.0,84965000.0,46087000.0,131052000.0,131052000.0,2023-12-31
0.0,0.0,104509000.0,0.0,0.0,82947000.0,21450000.0,47574000.0,104509000.0,83059000.0,-112000.0,112000.0,82947000.0,82947000.0,186974000.0,345612500.0,345612500.0,0.24,0.24,82947000.0,82947000.0,0.0,82947000.0,82947000.0,82947000.0,0.0,82947000.0,121322000.0,0.0,,-112000.0,112000.0,-38262000.0,139400000.0,101995000.0,21450000.0,21450000.0,101138000.0,47574000.0,148712000.0,148712000.0,2023-09-30
0.0,0.0,970000.0,0.0,0.0,-20752000.0,21610000.0,59071000.0,970000.0,-20640000.0,-112000.0,112000.0,-20752000.0,-20752000.0,178046000.0,345866667.0,345866667.0,-0.06,-0.06,-20752000.0,-20752000.0,0.0,-20752000.0,-20752000.0,-20752000.0,0.0,-20752000.0,1309000.0,0.0,,-112000.0,112000.0,-21949000.0,118975000.0,80565000.0,21610000.0,21610000.0,97026000.0,59071000.0,156097000.0,156097000.0,2023-06-30
0.0,0.0,-1722000.0,0.0,0.0,-24131000.0,22283000.0,422224000.0,-1722000.0,-24005000.0,339000.0,126000.0,-24131000.0,-24131000.0,413666000.0,,,,,-24131000.0,-24131000.0,0.0,-24131000.0,-24131000.0,-24131000.0,0.0,-24131000.0,-15345000.0,0.0,,339000.0,126000.0,-9125000.0,-8558000.0,-45392000.0,22283000.0,22283000.0,-17683000.0,422224000.0,404541000.0,404541000.0,2023-03-31
,,,,,,,,,,,,,,,332462500.0,332462500.0,-0.08,-0.08,,,,,,,,,,,0.0,,,,,,,,,,,,2022-12-31
0.0,0.0,24877000.0,0.0,0.0,23588000.0,1200000.0,83773000.0,24877000.0,23677000.0,-89000.0,89000.0,23588000.0,23588000.0,150420000.0,336971429.0,336971429.0,0.07,0.07,23588000.0,23588000.0,0.0,23588000.0,23588000.0,23588000.0,0.0,23588000.0,8940000.0,0.0,,-89000.0,89000.0,14737000.0,66647000.0,50322000.0,1200000.0,1200000.0,81384000.0,83773000.0,165157000.0,165157000.0,2024-06-30 00:00:00
