Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Accrued Expenses,Tradeand Other Payables Non Current,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Pensionand Other Post Retirement Benefit Plans Current,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Held To Maturity Securities
226633191.0,226633191.0,1865000000.0,27516000000.0,35619000000.0,17401000000.0,27516000000.0,1865000000.0,35619000000.0,35619000000.0,35619000000.0,,35619000000.0,1099000000.0,,,453000000.0,453000000.0,10859000000.0,2319000000.0,559000000.0,,129000000.0,1228000000.0,1228000000.0,48000000.0,8540000000.0,1691000000.0,637000000.0,637000000.0,518000000.0,3580000000.0,,,485000000.0,3095000000.0,46478000000.0,20537000000.0,52000000.0,,1099000000.0,8652000000.0,8652000000.0,,8103000000.0,540000000.0,7563000000.0,2290000000.0,,2290000000.0,52000000.0,2238000000.0,,,,,25941000000.0,1347000000.0,,,,,7320000000.0,,,17274000000.0,12842000000.0,4432000000.0,,,2024-03-31,,
226516652.0,226516652.0,2430000000.0,24282000000.0,32519000000.0,17461000000.0,24282000000.0,2430000000.0,32519000000.0,32519000000.0,32519000000.0,0.0,32519000000.0,938000000.0,,,453000000.0,453000000.0,11494000000.0,2558000000.0,524000000.0,,,1631000000.0,1631000000.0,45000000.0,8936000000.0,1995000000.0,799000000.0,799000000.0,588000000.0,3912000000.0,,,796000000.0,3116000000.0,44013000000.0,17616000000.0,61000000.0,,1117000000.0,5090000000.0,5090000000.0,,8237000000.0,723000000.0,7514000000.0,2831000000.0,,2831000000.0,0.0,2831000000.0,,,,,26397000000.0,1564000000.0,,,,,7201000000.0,,,17632000000.0,12822000000.0,4810000000.0,,,2023-09-30,,
226465358.0,226465358.0,2730000000.0,21289000000.0,29762000000.0,14602000000.0,21289000000.0,2730000000.0,29762000000.0,29762000000.0,29762000000.0,,29762000000.0,206000000.0,16693000000.0,506000000.0,453000000.0,453000000.0,11448000000.0,2866000000.0,497000000.0,72000000.0,,1904000000.0,1904000000.0,42000000.0,8582000000.0,537000000.0,826000000.0,826000000.0,506000000.0,4233000000.0,922000000.0,23000000.0,516000000.0,2772000000.0,41210000000.0,18026000000.0,67000000.0,215000000.0,958000000.0,4791000000.0,3606000000.0,1185000000.0,8473000000.0,1019000000.0,7454000000.0,3262000000.0,-2045000000.0,5307000000.0,0.0,172000000.0,2041000000.0,3075000000.0,19000000.0,0.0,23184000000.0,184000000.0,110000000.0,64000000.0,503000000.0,3200000000.0,7300000000.0,-233000000.0,7533000000.0,11771000000.0,7027000000.0,4744000000.0,1814000000.0,2930000000.0,2023-03-31,,
