Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Preferred Securities Outside Stock Equity,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Other Investments,Investmentin Financial Assets,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
156555952.0,156555952.0,6793280000.0,6811420000.0,4222780000.0,11035120000.0,2906940000.0,4222780000.0,4223700000.0,7264860000.0,4611400000.0,387700000.0,4223700000.0,10000.0,2955760000.0,0.0,637270000.0,637270000.0,8028700000.0,3214010000.0,,0.0,51120000.0,121730000.0,3041160000.0,3041160000.0,4814690000.0,2560000.0,3770260000.0,3770260000.0,83480000.0,657710000.0,29630000.0,36720000.0,591360000.0,12640100000.0,4918470000.0,20000.0,482820000.0,10760000.0,0.0,920000.0,920000.0,4411680000.0,-630150000.0,5041830000.0,2118640000.0,326590000.0,1813960000.0,391130000.0,391510000.0,0.0,7721630000.0,-20000.0,26150000.0,127930000.0,3136230000.0,819860000.0,580440000.0,1735930000.0,833920000.0,3579280000.0,-24440000.0,3603720000.0,18140000.0,18140000.0,18140000.0,2024-03-31
156555952.0,156555952.0,4027130000.0,4033310000.0,3213740000.0,7247050000.0,2790610000.0,3213740000.0,3213740000.0,5431630000.0,3213740000.0,,3213740000.0,-10000.0,2891950000.0,230760000.0,91040000.0,91040000.0,4973670000.0,2309120000.0,10000.0,0.0,28870000.0,62350000.0,2217890000.0,2217890000.0,2664550000.0,9840000.0,1815420000.0,1815420000.0,39720000.0,637510000.0,13670000.0,105940000.0,517900000.0,8187410000.0,2732260000.0,10000.0,328660000.0,,0.0,,,2399490000.0,-295680000.0,2695170000.0,1256560000.0,144970000.0,771330000.0,150280000.0,372030000.0,0.0,5455160000.0,58900000.0,24110000.0,6890000.0,2163210000.0,438340000.0,366760000.0,1358110000.0,522930000.0,2672940000.0,-12970000.0,2685910000.0,6180000.0,6180000.0,6180000.0,2023-09-30
