Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investments In Other Ventures Under Equity Method,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Inventories Adjustments Allowances,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
,180623524.0,180623524.0,9452373000.0,12065312000.0,25568972000.0,38024664000.0,8205555000.0,25568972000.0,881657000.0,26841009000.0,34507502000.0,26841009000.0,26841009000.0,26479457000.0,,,361552000.0,361552000.0,26239287000.0,10707244000.0,432206000.0,,,1807986000.0,8422878000.0,756385000.0,7666493000.0,44174000.0,15532043000.0,562764000.0,3642434000.0,125272000.0,3517162000.0,182700000.0,10182075000.0,,,15750000.0,10166325000.0,53080296000.0,29342698000.0,1624534000.0,,2492000.0,,508240000.0,508240000.0,630565000.0,,630565000.0,1272037000.0,515033000.0,757004000.0,25172358000.0,,25172358000.0,2162420000.0,23009938000.0,,,,,23737598000.0,1864935000.0,,,,11001710000.0,,,,,,8282000.0,22317000.0,8499383000.0,,,2340971000.0,609689000.0,1731282000.0,,,2024-03-31
161250.0,164328285.0,164489535.0,15020285000.0,15613867000.0,14178149000.0,30710503000.0,2783463000.0,14178149000.0,348937000.0,15445573000.0,23998905000.0,15445573000.0,15445573000.0,15116594000.0,,,328979000.0,328979000.0,29365183000.0,10594025000.0,415015000.0,,,1342761000.0,8826047000.0,272715000.0,8553332000.0,10202000.0,18771158000.0,1300266000.0,6787820000.0,76222000.0,6711598000.0,128388000.0,9813155000.0,,,99034000.0,9714121000.0,44810756000.0,23256135000.0,1115498000.0,,1172000.0,,379728000.0,379728000.0,1895000.0,1895000.0,,1267424000.0,530163000.0,737261000.0,20448229000.0,,20448229000.0,1813986000.0,18634243000.0,,,,,21554621000.0,1320453000.0,,,,10240095000.0,,,,,,76427000.0,51746000.0,9007159000.0,,,858741000.0,614096000.0,244645000.0,,,2023-09-30
236485.0,159653050.0,159889535.0,12627993000.0,13333959000.0,13156874000.0,26290884000.0,3801881000.0,13156874000.0,260707000.0,13217632000.0,20793482000.0,13217632000.0,13217632000.0,310623000.0,8011642000.0,3708483000.0,319779000.0,319779000.0,24086737000.0,9384672000.0,436144000.0,8470000.0,436144000.0,1158799000.0,7781259000.0,205409000.0,7575850000.0,8470000.0,14702065000.0,347649000.0,5552700000.0,55298000.0,5497402000.0,87605000.0,8818252000.0,720097000.0,459000.0,182636000.0,7915060000.0,37304369000.0,18800423000.0,287439000.0,604799000.0,6757000.0,0.0,28028000.0,28028000.0,,,,60758000.0,10439000.0,50319000.0,17773537000.0,-8705259000.0,26478796000.0,906704000.0,83211000.0,20984439000.0,4107018000.0,397424000.0,0.0,18503946000.0,339937000.0,0.0,459000.0,735937000.0,9069071000.0,-9816000.0,360015000.0,1419466000.0,3945692000.0,3353714000.0,49493000.0,32242000.0,7752175000.0,-4927000.0,7757102000.0,524632000.0,79373000.0,445259000.0,11261000.0,433998000.0,2023-03-31
