Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Impairment Of Capital Assets,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.0,-212000000.0,126200000.0,126200000.0,-644000000.0,85000000.0,-85800000.0,-85800000.0,-446000000.0,446000000.0,-770200000.0,-644000000.0,346400000.0,,,,,-644000000.0,-644000000.0,0.0,-644000000.0,-112100000.0,-531900000.0,-531800000.0,0.0,-531800000.0,109000000.0,126200000.0,-796100000.0,,,-446000000.0,446000000.0,-321000000.0,261400000.0,261400000.0,-59600000.0,85000000.0,25400000.0,25400000.0,2024-03-31
0.0,0.0,-209400000.0,-46400000.0,-46400000.0,-437800000.0,165400000.0,-255800000.0,-255800000.0,-157700000.0,157700000.0,-391400000.0,-437800000.0,298800000.0,218900000.0,218900000.0,-2.0,-2.0,-437800000.0,-437800000.0,0.0,-437800000.0,-24300000.0,-413500000.0,-413500000.0,0.0,-413500000.0,63600000.0,-46400000.0,46400000.0,,,-157700000.0,157700000.0,-273000000.0,133400000.0,150800000.0,-139600000.0,165400000.0,25800000.0,25800000.0,2023-12-31
-711622.210125,0.022591,-240600000.0,-31500000.0,-31500000.0,-359800000.0,180300000.0,-272100000.0,-272100000.0,-95300000.0,95300000.0,-329011622.210125,-359800000.0,358300000.0,207976879.0,207976879.0,-1.73,-1.73,-359800000.0,-359800000.0,0.0,-359800000.0,-700000.0,-363000000.0,-359100000.0,-8300000.0,-367400000.0,75300000.0,-31500000.0,31500000.0,,,-95300000.0,95300000.0,-316000000.0,178000000.0,178000000.0,-138000000.0,180300000.0,42300000.0,42300000.0,2023-09-30
0.0,0.0,295100000.0,81100000.0,81100000.0,260600000.0,131800000.0,376200000.0,376200000.0,-114900000.0,114900000.0,179500000.0,260600000.0,189700000.0,206825397.0,206825397.0,1.26,1.26,260600000.0,260600000.0,0.0,260600000.0,-700000.0,261300000.0,261300000.0,0.0,261300000.0,375900000.0,81100000.0,-81100000.0,,,-114900000.0,114900000.0,-80800000.0,57900000.0,57900000.0,-22900000.0,131800000.0,108900000.0,108900000.0,2023-06-30
935310000.0,0.3,187300000.0,3117700000.0,3117700000.0,3634100000.0,34400000.0,3305000000.0,3305000000.0,1019200000.0,-456800000.0,1451710000.0,3634100000.0,64900000.0,,,,,3634100000.0,3634100000.0,0.0,3634100000.0,-200000.0,3634300000.0,3634400000.0,-8800000.0,3761800000.0,-458600000.0,3117700000.0,-3130800000.0,13100000.0,0.0,1019200000.0,-456800000.0,72400000.0,30500000.0,-26900000.0,102900000.0,34400000.0,137300000.0,137300000.0,2023-03-31
,,,,,,,,,,,,,,206973339.0,206973339.0,64.89,64.89,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,2022-12-31
0.0,0.0,0.0,-55400000.0,-55400000.0,-350400000.0,25900000.0,-55400000.0,-55400000.0,-289900000.0,289900000.0,-295000000.0,-350400000.0,115800000.0,209820359.0,209820359.0,-1.67,-1.67,-350400000.0,-350400000.0,0.0,-350400000.0,-4000000.0,-345300000.0,-345300000.0,0.0,-345300000.0,90300000.0,-55400000.0,-394600000.0,450000000.0,,-289900000.0,289900000.0,-90400000.0,89900000.0,89900000.0,-500000.0,25900000.0,25400000.0,25400000.0,2024-06-30 00:00:00
