Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
0.0,114582095.0,114582095.0,1484903000.0,1648491000.0,5782628000.0,7338864000.0,703938000.0,5782628000.0,109638000.0,5800011000.0,6729434000.0,5800011000.0,,5800011000.0,5685429000.0,,,114582000.0,114582000.0,4996015000.0,1149501000.0,,128839000.0,1020662000.0,91239000.0,929423000.0,,3846514000.0,82551000.0,627829000.0,18399000.0,609430000.0,,96242000.0,884424000.0,,,0.0,884424000.0,10796026000.0,6245574000.0,213285000.0,,,295589000.0,295589000.0,,6558000.0,17383000.0,17383000.0,,5707247000.0,,5707247000.0,254681000.0,5452566000.0,,,,,4550452000.0,429401000.0,0.0,,,2528140000.0,,,,,6035000.0,,914045000.0,,,672831000.0,618881000.0,53950000.0,,,2024-03-31
,114538998.0,114538998.0,2103712000.0,2290233000.0,8163714000.0,11112009000.0,2513461000.0,8163714000.0,134154000.0,8955930000.0,10052627000.0,9138127000.0,182197000.0,8955930000.0,8841391000.0,,,114539000.0,114539000.0,5107867000.0,1463716000.0,,186998000.0,1204903000.0,108206000.0,1096697000.0,71815000.0,3644151000.0,217361000.0,1085330000.0,25948000.0,1059382000.0,,146623000.0,1206227000.0,,,311878000.0,894349000.0,14245994000.0,8088382000.0,125166000.0,,101227000.0,410785000.0,410785000.0,,6570000.0,792216000.0,39074000.0,753142000.0,6452301000.0,,6452301000.0,1881962000.0,4570339000.0,,,,,6157612000.0,584648000.0,366241000.0,,,3065604000.0,,,,,6236000.0,20930000.0,1458009000.0,,,655944000.0,603577000.0,52367000.0,,,2023-09-30
,114162667.0,114162667.0,884216000.0,1052900000.0,7933659000.0,9606617000.0,3116993000.0,7933659000.0,82284000.0,8636001000.0,9180891000.0,8799954000.0,163953000.0,8636001000.0,49324000.0,7494870000.0,78407000.0,114414000.0,114414000.0,3332758000.0,852350000.0,30130000.0,211891000.0,610329000.0,65439000.0,544890000.0,30130000.0,2480408000.0,89023000.0,442571000.0,16845000.0,425726000.0,121376000.0,,1723987000.0,916844000.0,2026000.0,185030000.0,620087000.0,12132712000.0,6535311000.0,25955000.0,368499000.0,23373000.0,367192000.0,80283000.0,367192000.0,16763000.0,702342000.0,25635000.0,676707000.0,4890686000.0,-1610211000.0,6500897000.0,468413000.0,4428504000.0,4235118000.0,1414081000.0,383285000.0,0.0,5597401000.0,49127000.0,364976000.0,24374000.0,283260000.0,2413352000.0,97912000.0,1527706000.0,216116000.0,571618000.0,23300000.0,,920950000.0,-44089000.0,965039000.0,1518062000.0,1431662000.0,86400000.0,0.0,86400000.0,2023-03-31
