Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Derivative Product Liabilities,Tradeand Other Payables Non Current,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Inventories Adjustments Allowances,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Other Non Current Liabilities
40450092.0,40450092.0,15737400000.0,17915000000.0,39208800000.0,56715100000.0,-15944100000.0,39208800000.0,1626000000.0,40426100000.0,49992100000.0,40523500000.0,97400000.0,40426100000.0,40021600000.0,,,404500000.0,404500000.0,59421500000.0,16089900000.0,,,4509200000.0,10583000000.0,1017000000.0,9566000000.0,786000000.0,43331600000.0,2860400000.0,,7332000000.0,609000000.0,6723000000.0,,1054200000.0,23538300000.0,,,217200000.0,23321100000.0,99945000000.0,72557500000.0,845200000.0,,0.0,,244100000.0,244100000.0,,1657600000.0,,,1217300000.0,986200000.0,231100000.0,68328800000.0,,68328800000.0,6591100000.0,61737700000.0,,,,,27387500000.0,1293500000.0,,483100000.0,,,11504900000.0,,,,,,,12832200000.0,,,1273800000.0,722200000.0,551600000.0,,,2024-03-31,
40450092.0,40450092.0,18583200000.0,20618900000.0,36175200000.0,56358900000.0,-15036300000.0,36175200000.0,1717800000.0,37457800000.0,49035800000.0,37618600000.0,160800000.0,37457800000.0,37053300000.0,,,404500000.0,404500000.0,60528100000.0,17819700000.0,,,4234100000.0,12650800000.0,1072800000.0,11578000000.0,718700000.0,42708400000.0,1658900000.0,,7968100000.0,645000000.0,7323100000.0,,1213300000.0,24033700000.0,,,418700000.0,23615000000.0,98146700000.0,70474600000.0,563300000.0,,14500000.0,,269700000.0,269700000.0,,1397300000.0,,,1282600000.0,1051500000.0,231100000.0,66801400000.0,,66801400000.0,5654400000.0,61147000000.0,,,,,27672100000.0,1206600000.0,,9800000.0,,,11815500000.0,,,,,,,13272200000.0,,,1368000000.0,1050100000.0,317900000.0,,,2023-09-30,
40450092.0,40450092.0,20320800000.0,22954700000.0,33243500000.0,55323400000.0,-14557900000.0,33243500000.0,2027700000.0,34396400000.0,48802000000.0,34570300000.0,173900000.0,34396400000.0,33991900000.0,26378000000.0,5709300000.0,404500000.0,404500000.0,61708000000.0,20263800000.0,0.0,178800000.0,3885800000.0,15711100000.0,1305500000.0,14405600000.0,478800000.0,41444200000.0,1506500000.0,152100000.0,7243600000.0,722200000.0,6521400000.0,1106100000.0,1438200000.0,26293300000.0,3581800000.0,28200000.0,152100000.0,22683300000.0,96278300000.0,69392000000.0,519200000.0,618900000.0,12700000.0,1100000.0,166700000.0,123700000.0,43000000.0,1529000000.0,1463100000.0,65900000.0,1152900000.0,1152900000.0,,65768900000.0,-16155000000.0,81923900000.0,5685900000.0,1238600000.0,59324300000.0,9813600000.0,5861500000.0,0.0,26886300000.0,1278400000.0,10200000.0,9800000.0,28900000.0,905300000.0,11377800000.0,3400000.0,283800000.0,6595100000.0,791900000.0,3707000000.0,794100000.0,13070300000.0,-123800000.0,13194100000.0,689900000.0,83700000.0,606200000.0,58100000.0,548100000.0,2023-03-31,
40450092.0,40450092.0,18447300000.0,20842000000.0,40486600000.0,60853700000.0,-18380700000.0,40486600000.0,1992700000.0,42004400000.0,49803700000.0,42089500000.0,85100000.0,42004400000.0,41599900000.0,,,404500000.0,404500000.0,65888200000.0,14761700000.0,,,4783700000.0,8906800000.0,1107500000.0,7799300000.0,872400000.0,51126500000.0,2113700000.0,,11935200000.0,885200000.0,11050000000.0,,1140300000.0,27620000000.0,,,398600000.0,27221400000.0,107977700000.0,75231900000.0,554200000.0,,,,250100000.0,250100000.0,,1597500000.0,,,1517800000.0,1286700000.0,231100000.0,71086500000.0,,71086500000.0,6975900000.0,64110600000.0,,,,,32745800000.0,1463600000.0,,445100000.0,,,15307200000.0,,,,,,,13969800000.0,,,1560100000.0,1158100000.0,402000000.0,,,2024-09-30 00:00:00,
