Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Defined Pension Benefit,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Other Investments,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number
285000000.0,285000000.0,93857100000.0,112631700000.0,-29125600000.0,119041800000.0,-76717200000.0,-29125600000.0,11454100000.0,17864200000.0,65321500000.0,17903000000.0,38800000.0,17864200000.0,15014200000.0,,,2850000000.0,2850000000.0,227710400000.0,91003900000.0,24269600000.0,,,,1959000000.0,55681100000.0,8223800000.0,47457300000.0,7496800000.0,136706500000.0,20704400000.0,56950600000.0,3230300000.0,53720300000.0,,1795700000.0,47970300000.0,,,11408000000.0,36562300000.0,245613400000.0,185624100000.0,2310100000.0,,,7170100000.0,,,2961300000.0,2961300000.0,13068300000.0,13068300000.0,3857100000.0,46989800000.0,29152500000.0,17837300000.0,97097500000.0,,97097500000.0,11765300000.0,85332200000.0,,,,,59989300000.0,8990100000.0,,1105400000.0,,,835400000.0,,,37583600000.0,,,11474800000.0,4154300000.0,7320500000.0,,,2024-03-31,
285000000.0,285000000.0,72364500000.0,88123700000.0,-6950000000.0,91274000000.0,-32972900000.0,-6950000000.0,11381800000.0,14532100000.0,78123800000.0,14555700000.0,23600000.0,14532100000.0,11682100000.0,,,2850000000.0,2850000000.0,190981500000.0,105788800000.0,24577000000.0,,,,493000000.0,71842700000.0,8251000000.0,63591700000.0,7278200000.0,85192700000.0,16800400000.0,16281000000.0,3130800000.0,13150200000.0,,1532100000.0,40538000000.0,,,7545200000.0,32992800000.0,205537200000.0,153317400000.0,1587100000.0,,,3733300000.0,,,3631800000.0,3631800000.0,10580100000.0,10580100000.0,3859500000.0,21482100000.0,17765800000.0,3716300000.0,97069300000.0,,97069300000.0,13174600000.0,83894700000.0,,,,,52219800000.0,7989300000.0,,1098600000.0,,,493300000.0,,,33976700000.0,,,8661900000.0,4284500000.0,4377400000.0,,,2023-09-30,
285000000.0,285000000.0,65290000000.0,85766400000.0,-2724000000.0,90517400000.0,-39749500000.0,-2724000000.0,10431600000.0,15182600000.0,65268400000.0,15486000000.0,303400000.0,15182600000.0,12332600000.0,-19553300000.0,7250100000.0,2850000000.0,2850000000.0,190040200000.0,92180800000.0,9900000.0,172700000.0,652100000.0,25208700000.0,333100000.0,57801600000.0,7715800000.0,50085800000.0,6875600000.0,97859400000.0,2205700000.0,27964800000.0,2715800000.0,25249000000.0,5680100000.0,1596100000.0,47409600000.0,7530800000.0,10100000.0,7096600000.0,32772100000.0,205526200000.0,147416300000.0,65300000.0,74400000.0,2283700000.0,3551700000.0,16600000.0,1713000000.0,1713000000.0,1713000000.0,10196900000.0,10196900000.0,3970100000.0,17906600000.0,16756100000.0,1150500000.0,94599700000.0,-216312600000.0,310912300000.0,10033700000.0,9968000000.0,281561200000.0,8216900000.0,1132500000.0,0.0,58109900000.0,6911200000.0,372700000.0,2563500000.0,528300000.0,5598300000.0,1600000000.0,189500000.0,2214700000.0,27349900000.0,-5607500000.0,32957400000.0,17693000000.0,7648200000.0,10044800000.0,1791600000.0,8253200000.0,2023-03-31,
285000000.0,285000000.0,108579900000.0,124203700000.0,-30450000000.0,130648700000.0,-43959300000.0,-30450000000.0,11334600000.0,17779600000.0,98525500000.0,17807400000.0,27800000.0,17779600000.0,14929600000.0,,,2850000000.0,2850000000.0,234363600000.0,121693000000.0,21411800000.0,,,,1570900000.0,89403200000.0,8657300000.0,80745900000.0,7763800000.0,112670600000.0,21106500000.0,34800500000.0,2677300000.0,32123200000.0,,1853100000.0,44566100000.0,,,7436600000.0,37129500000.0,252171000000.0,183459700000.0,2308700000.0,,,8741500000.0,,,2960600000.0,2960600000.0,13137400000.0,13137400000.0,1979700000.0,48229600000.0,29286400000.0,18943200000.0,95003100000.0,,95003100000.0,10987700000.0,84015400000.0,,,,,68711300000.0,11879100000.0,,1976500000.0,,,2477600000.0,,,43370000000.0,,,9008100000.0,4718900000.0,4289200000.0,,,2024-09-30 00:00:00,
