Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
31625880.0,31625880.0,1072388000.0,1078226000.0,4687192000.0,5812711000.0,1566593000.0,4687192000.0,1551000.0,4736036000.0,4738974000.0,4736036000.0,4736036000.0,4419777000.0,,,316259000.0,316259000.0,2359795000.0,404641000.0,14870000.0,,,372589000.0,3771000.0,833000.0,2938000.0,13411000.0,1955154000.0,112730000.0,,1074455000.0,718000.0,1073737000.0,,2814000.0,761387000.0,,,22346000.0,739041000.0,7095831000.0,3574084000.0,64124000.0,,134114000.0,134114000.0,,48844000.0,162000.0,48682000.0,3327002000.0,,3327002000.0,423097000.0,2903905000.0,,,,,3521747000.0,205736000.0,,,628857000.0,,,,,2847000.0,1587223000.0,,,1097084000.0,1092797000.0,4287000.0,,2024-03-31
31625880.0,31625880.0,1014538000.0,1251937000.0,4490367000.0,5780126000.0,1585550000.0,4490367000.0,11022000.0,4539211000.0,4542414000.0,4539211000.0,4539211000.0,4222952000.0,,,316259000.0,316259000.0,2588346000.0,381585000.0,13419000.0,,,351742000.0,4402000.0,1199000.0,3203000.0,12022000.0,2206761000.0,115276000.0,,1247535000.0,9823000.0,1237712000.0,,3737000.0,836302000.0,,,12246000.0,824056000.0,7127557000.0,3335246000.0,91712000.0,,115987000.0,115987000.0,,48844000.0,162000.0,48682000.0,3078703000.0,,3078703000.0,74904000.0,3003799000.0,,,,,3792311000.0,228705000.0,,,869495000.0,,,,,2548000.0,1410048000.0,,,1281515000.0,1055138000.0,226377000.0,,2023-09-30
31625880.0,31625880.0,642851000.0,699255000.0,4327326000.0,5055514000.0,1509230000.0,4327326000.0,19911000.0,4376170000.0,4394775000.0,4376170000.0,4376170000.0,1000.0,3107237000.0,904556000.0,316259000.0,316259000.0,2193544000.0,378457000.0,11969000.0,10132000.0,11969000.0,336210000.0,20146000.0,1541000.0,18605000.0,10132000.0,1815087000.0,2607000.0,14066000.0,679109000.0,18370000.0,660739000.0,20258000.0,3737000.0,993842000.0,35375000.0,559000.0,14066000.0,957908000.0,6569714000.0,3245397000.0,1000.0,56104000.0,63210000.0,102645000.0,63210000.0,48844000.0,162000.0,48682000.0,3077238000.0,-1151128000.0,4228366000.0,150000.0,64129000.0,3388870000.0,569753000.0,205464000.0,0.0,3324317000.0,-1000.0,2785000.0,268599000.0,826974000.0,11268000.0,302810000.0,68466000.0,444430000.0,11442000.0,1279460000.0,-5375000.0,1284835000.0,935058000.0,898565000.0,36493000.0,36493000.0,2023-03-31
