Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Other Special Charges
-3236400.0,0.4,14574000.0,-8091000.0,-8091000.0,14569000.0,10247000.0,38738000.0,6483000.0,-3764000.0,-5977000.0,5977000.0,19423600.0,14569000.0,163710000.0,,,,,14569000.0,14569000.0,0.0,14569000.0,0.0,14569000.0,0.0,14569000.0,-24310000.0,-9741000.0,45312000.0,-8091000.0,-5977000.0,5977000.0,-40985000.0,124972000.0,70675000.0,10247000.0,10247000.0,83987000.0,38738000.0,122725000.0,122725000.0,2024-03-31,
2250900.0,0.3,12222000.0,7503000.0,7503000.0,-8277000.0,15399000.0,38244000.0,19725000.0,4326000.0,-4633000.0,4633000.0,-13529100.0,-8277000.0,169126000.0,5954676.0,5954676.0,-1.39,-1.39,-8277000.0,-8277000.0,0.0,-8277000.0,0.0,-8277000.0,0.0,-8277000.0,7970000.0,-307000.0,39637000.0,7503000.0,-4633000.0,4633000.0,-42814000.0,130882000.0,66865000.0,15399000.0,15399000.0,88068000.0,38244000.0,126312000.0,126312000.0,2023-12-31,
0.0,0.131354,82274000.0,0.0,0.0,55351000.0,12077000.0,45894000.0,82274000.0,70197000.0,-6476000.0,6476000.0,55351000.0,55351000.0,164933000.0,5938948.0,5938948.0,9.32,9.32,55351000.0,55351000.0,0.0,55351000.0,0.0,55351000.0,0.0,55351000.0,8370000.0,63721000.0,80020000.0,0.0,-6476000.0,6476000.0,-9823000.0,119039000.0,61923000.0,12077000.0,12077000.0,109216000.0,45894000.0,155110000.0,155110000.0,2023-09-30,
0.0,0.139678,36986000.0,0.0,0.0,18016000.0,11670000.0,41047000.0,36986000.0,25316000.0,-4375000.0,4375000.0,18016000.0,18016000.0,159334000.0,5945875.0,5945875.0,3.03,3.03,18016000.0,18016000.0,0.0,18016000.0,0.0,18016000.0,0.0,18016000.0,2925000.0,20941000.0,34228000.0,0.0,-4375000.0,4375000.0,-8912000.0,118287000.0,61229000.0,11670000.0,11670000.0,109375000.0,41047000.0,150422000.0,150422000.0,2023-06-30,
15455100.0,0.3,-29089000.0,51517000.0,51517000.0,3640000.0,13340000.0,56278000.0,22428000.0,9088000.0,36519000.0,192000.0,-32421900.0,3640000.0,143780000.0,,,,,3640000.0,3640000.0,0.0,3640000.0,0.0,3640000.0,0.0,3640000.0,5256000.0,8896000.0,-9417000.0,-24813000.0,36519000.0,192000.0,-56846000.0,87502000.0,-50003000.0,13340000.0,13340000.0,30656000.0,56278000.0,86934000.0,86934000.0,2023-03-31,
,,,,,,,,,,,,,,,5945406.0,5945406.0,5.66,5.66,,,,,,,,,,,,,,,,,,,,,,,,2022-12-31,
52004770.79849,0.077681,72238000.0,669465000.0,669465000.0,668375000.0,11573000.0,34488000.0,741703000.0,730130000.0,-5462000.0,5462000.0,50914770.79849,668375000.0,153782000.0,5941111.0,5941111.0,112.5,112.5,668375000.0,668375000.0,0.0,668375000.0,0.0,668375000.0,0.0,668375000.0,56293000.0,724668000.0,114278000.0,669465000.0,-5462000.0,5462000.0,-53613000.0,119294000.0,58737000.0,11573000.0,11573000.0,65681000.0,34488000.0,100169000.0,100169000.0,2024-06-30 00:00:00,-669465000.0
