Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
22254850.0,22254850.0,1311999000.0,1728015000.0,2384016000.0,3991601000.0,2040981000.0,2384016000.0,123920000.0,2387506000.0,2422160000.0,2387506000.0,2387506000.0,2164957000.0,,,222549000.0,222549000.0,2986167000.0,155300000.0,1000.0,,7307000.0,136722000.0,102068000.0,34654000.0,11270000.0,2830867000.0,478311000.0,,1591293000.0,21852000.0,1569441000.0,10634000.0,729451000.0,,7537000.0,721914000.0,5373673000.0,501825000.0,4697000.0,7128000.0,0.0,0.0,,3490000.0,3490000.0,,486510000.0,,486510000.0,4946000.0,481564000.0,,,,4871848000.0,22662000.0,0.0,,4545496000.0,,,,0.0,5755000.0,297935000.0,5839000.0,292096000.0,,2024-03-31
22254850.0,22254850.0,1090068000.0,1433594000.0,2099328000.0,3432272000.0,1714020000.0,2099328000.0,100700000.0,2099378000.0,2255143000.0,2099378000.0,2099378000.0,1876829000.0,,,222549000.0,222549000.0,2846571000.0,254405000.0,-1000.0,,10475000.0,232395000.0,76630000.0,155765000.0,11536000.0,2592166000.0,563995000.0,,1201199000.0,24070000.0,1177129000.0,31189000.0,710309000.0,,0.0,710309000.0,4945949000.0,639762000.0,151906000.0,7385000.0,0.0,0.0,0.0,50000.0,50000.0,0.0,480421000.0,,480421000.0,0.0,480421000.0,,,,4306186000.0,124195000.0,,,3919147000.0,,,,0.0,13925000.0,248919000.0,6093000.0,242826000.0,,2023-09-30
22254850.0,22254850.0,1106295000.0,1264663000.0,1810690000.0,2967343000.0,1614349000.0,1810690000.0,108060000.0,1810740000.0,2008583000.0,1810740000.0,1810740000.0,,1481415000.0,106776000.0,222549000.0,222549000.0,2270884000.0,300515000.0,,9277000.0,10954000.0,280284000.0,82441000.0,197843000.0,,1970369000.0,33000.0,182000.0,984379000.0,25619000.0,958760000.0,22172000.0,637768000.0,7483000.0,,630285000.0,4081624000.0,496906000.0,23175000.0,8799000.0,,,,50000.0,50000.0,,464882000.0,-175845000.0,640727000.0,,162570000.0,200800000.0,277357000.0,0.0,3584718000.0,-2000.0,,58097000.0,3462040000.0,3148171000.0,0.0,313869000.0,7716000.0,6559000.0,50308000.0,,50308000.0,50308000.0,2023-03-31
