Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Prepaid Assets,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Current Deferred Taxes Liabilities,Cash Equivalents
41828297.0,41828297.0,516679000.0,6285556000.0,6573395000.0,4323722000.0,6285556000.0,431825000.0,6488541000.0,6489815000.0,6615544000.0,127003000.0,6488541000.0,6279400000.0,,,209141000.0,209141000.0,2181808000.0,414906000.0,,31036000.0,348136000.0,346862000.0,1274000.0,35734000.0,1766902000.0,166013000.0,168543000.0,84963000.0,83580000.0,,1091380000.0,206000.0,,206000.0,8797352000.0,2706728000.0,11714000.0,,0.0,1163357000.0,1163357000.0,,202985000.0,173974000.0,29011000.0,1328672000.0,,1328672000.0,8163000.0,1320509000.0,,,,6090624000.0,64449000.0,,,,,282483000.0,5743692000.0,5412558000.0,331134000.0,,2024-03-31,,
41740267.0,41740267.0,466789000.0,5302718000.0,5656799000.0,3055316000.0,5302718000.0,340247000.0,5530257000.0,5573372000.0,5652464000.0,122207000.0,5530257000.0,5321556000.0,,,208701000.0,208701000.0,2147377000.0,341452000.0,,,314625000.0,271510000.0,43115000.0,26827000.0,1805925000.0,137773000.0,152164000.0,68737000.0,83427000.0,,616748000.0,962000.0,,962000.0,7799841000.0,2938600000.0,351055000.0,,2003000.0,1105048000.0,1105048000.0,,227539000.0,198528000.0,29011000.0,1252955000.0,,1252955000.0,,1252955000.0,,,,4861241000.0,84918000.0,,,,,215688000.0,4560635000.0,2808530000.0,1752105000.0,,2023-09-30,,
41616227.0,41616227.0,367159000.0,4430728000.0,4850485000.0,2303831000.0,4430728000.0,198993000.0,4682319000.0,4767172000.0,4800935000.0,118615000.0,4682319000.0,-156210000.0,4194869000.0,428832000.0,208441000.0,208441000.0,1440252000.0,265390000.0,38855000.0,,226535000.0,141682000.0,84853000.0,38855000.0,1174862000.0,96177000.0,140624000.0,57311000.0,83313000.0,802392000.0,31108000.0,9791000.0,6642000.0,3149000.0,6241187000.0,2762494000.0,-1000.0,321869000.0,4756000.0,1075025000.0,20000000.0,1055025000.0,251591000.0,222580000.0,29011000.0,1109254000.0,-126052000.0,1235306000.0,0.0,184667000.0,282856000.0,767783000.0,0.0,3478693000.0,10836000.0,54073000.0,294628000.0,11211000.0,27139000.0,171280000.0,2909526000.0,2307875000.0,601651000.0,601651000.0,2023-03-31,,
41510317.0,41510317.0,661066000.0,5357364000.0,5579399000.0,3368286000.0,5357364000.0,617966000.0,5536299000.0,5537310000.0,5667225000.0,130926000.0,5536299000.0,5328747000.0,,,207552000.0,207552000.0,2836899000.0,586471000.0,,18376000.0,509221000.0,508210000.0,1011000.0,58874000.0,2250428000.0,192724000.0,151845000.0,109756000.0,42089000.0,,943439000.0,10000.0,,10000.0,8504124000.0,2885410000.0,11658000.0,,0.0,1180523000.0,1180523000.0,,178935000.0,149924000.0,29011000.0,1514294000.0,,1514294000.0,13981000.0,1500313000.0,,,,5618714000.0,95512000.0,,,,,360723000.0,5162479000.0,3973312000.0,1189167000.0,,2024-09-30 00:00:00,,
