Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number
12180800.0,12180800.0,1206480000.0,1227099000.0,726504000.0,1939503000.0,171499000.0,726504000.0,17561000.0,729965000.0,874328000.0,846793000.0,116828000.0,729965000.0,608157000.0,,,121808000.0,121808000.0,1730255000.0,193405000.0,-1000.0,,424000.0,159689000.0,15326000.0,144363000.0,26261000.0,1536850000.0,26574000.0,1067410000.0,2235000.0,1065175000.0,,18413000.0,392546000.0,,3153000.0,389393000.0,2577048000.0,868698000.0,23318000.0,,,91676000.0,91676000.0,3461000.0,3461000.0,750243000.0,,750243000.0,750243000.0,,,1708349000.0,168323000.0,,977998000.0,,,,1647000.0,556967000.0,3414000.0,356000.0,3058000.0,,,2024-03-31,
12180800.0,12180800.0,1104597000.0,1132950000.0,674202000.0,1792609000.0,272501000.0,674202000.0,19019000.0,678678000.0,910431000.0,788183000.0,109505000.0,678678000.0,556870000.0,,,121808000.0,121808000.0,1635737000.0,277402000.0,,,2464000.0,248798000.0,17045000.0,231753000.0,24640000.0,1358335000.0,8740000.0,884152000.0,1974000.0,882178000.0,,16455000.0,410131000.0,,2445000.0,407686000.0,2423920000.0,793084000.0,21698000.0,,,79449000.0,79449000.0,4476000.0,4476000.0,687461000.0,,687461000.0,687461000.0,,,1630836000.0,117656000.0,,978488000.0,,,,12090000.0,511168000.0,11434000.0,2100000.0,9334000.0,,,2023-09-30,
12180800.0,12180800.0,1367458000.0,1392216000.0,606261000.0,1988418000.0,250910000.0,606261000.0,20449000.0,616651000.0,1082702000.0,741103000.0,124452000.0,616651000.0,,352863000.0,139872000.0,121808000.0,121808000.0,2046232000.0,513356000.0,-1000.0,23131000.0,5113000.0,483613000.0,17562000.0,466051000.0,,1532876000.0,,908603000.0,2887000.0,905716000.0,15305000.0,,598421000.0,59795000.0,452000.0,538174000.0,2787335000.0,1003549000.0,657.25,115188342.75,0.0,0.0,,10390000.0,10390000.0,877959000.0,-9838000.0,887797000.0,859416000.0,28381000.0,0.0,1783786000.0,143063332.0,31179000.0,1063540668.0,161813568.0,524163524.0,377563576.0,6759000.0,534474000.0,4770000.0,461000.0,4309000.0,0.0,4309000.0,2023-03-31,
