Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Payables,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Raw Materials
218073717.0,218073717.0,7097000.0,2698420000.0,2700406000.0,2431574000.0,2698420000.0,7097000.0,2700406000.0,2700406000.0,2700406000.0,2700406000.0,2482332000.0,,,218074000.0,218074000.0,148621000.0,13460000.0,,,0.0,0.0,0.0,13460000.0,135161000.0,5307000.0,7097000.0,7097000.0,0.0,11167000.0,20681000.0,,20681000.0,2849027000.0,282297000.0,64000.0,,,150000.0,150000.0,1986000.0,1986000.0,280097000.0,,280097000.0,0.0,280097000.0,,,,2566735000.0,107675000.0,,,7085000.0,,17951000.0,12860000.0,,,2421164000.0,2271840000.0,149324000.0,,,2024-03-31,
218073717.0,218073717.0,11709000.0,3382430000.0,3384279000.0,2061448000.0,3382430000.0,11709000.0,3384279000.0,3384279000.0,3384279000.0,3384279000.0,3166205000.0,,,218074000.0,218074000.0,118285000.0,20031000.0,,,1207000.0,1207000.0,0.0,18824000.0,98254000.0,4480000.0,10502000.0,10502000.0,0.0,16275000.0,35175000.0,,35175000.0,3502564000.0,1342862000.0,579000.0,,,1000150000.0,1000150000.0,1849000.0,1849000.0,340284000.0,,340284000.0,0.0,340284000.0,,,,2159702000.0,93865000.0,,,7368000.0,,70551000.0,9991000.0,,,1977927000.0,1792093000.0,185834000.0,,,2023-09-30,
218073717.0,218073717.0,16052000.0,3751213000.0,3753194000.0,2404569000.0,3751213000.0,16052000.0,3753194000.0,3753194000.0,3753194000.0,3753194000.0,3535119000.0,-3347321000.0,6467820000.0,218074000.0,218074000.0,135912000.0,24616000.0,-1000.0,18825000.0,5792000.0,5792000.0,0.0,18825000.0,111296000.0,5447000.0,10260000.0,10260000.0,0.0,10275000.0,18554000.0,1906000.0,16648000.0,3889106000.0,1373241000.0,2000.0,1099000.0,0.0,1000000000.0,1000000000.0,1981000.0,1981000.0,370159000.0,-506032000.0,876191000.0,0.0,835045000.0,37967000.0,3179000.0,0.0,2515865000.0,-1000.0,1472617000.0,73829000.0,0.0,47668000.0,80098000.0,8074000.0,0.0,8074000.0,833580000.0,463389000.0,370191000.0,250000000.0,120191000.0,2023-03-31,
