Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-3852000000.0,0.4,5680000000.0,-9630000000.0,-9630000000.0,-8270000000.0,2710000000.0,31500000000.0,-3950000000.0,-6660000000.0,-1300000000.0,1300000000.0,-2492000000.0,-8500000000.0,33030000000.0,,,,,-8500000000.0,-8500000000.0,0.0,-8500000000.0,-90000000.0,-8410000000.0,-230000000.0,-8180000000.0,220000000.0,-7960000000.0,1140000000.0,-9630000000.0,-1300000000.0,1300000000.0,1720000000.0,1530000000.0,-12570000000.0,2710000000.0,2710000000.0,6600000000.0,6600000000.0,3250000000.0,31500000000.0,34750000000.0,34750000000.0,2024-03-31
0.0,0.259542,6400000000.0,0.0,0.0,1580000000.0,2460000000.0,6970000000.0,6400000000.0,3940000000.0,-1320000000.0,1320000000.0,1580000000.0,1580000000.0,34340000000.0,254838710.0,254838710.0,6.2,6.2,1580000000.0,1580000000.0,0.0,1580000000.0,-360000000.0,1940000000.0,0.0,1940000000.0,680000000.0,2620000000.0,380000000.0,0.0,-1320000000.0,1320000000.0,2960000000.0,27370000000.0,14660000000.0,2460000000.0,2460000000.0,5560000000.0,5560000000.0,30330000000.0,6970000000.0,37300000000.0,37300000000.0,2023-12-31
199024390.243902,0.195122,8920000000.0,1020000000.0,1020000000.0,4280000000.0,2340000000.0,8190000000.0,9940000000.0,7600000000.0,-1450000000.0,1450000000.0,3459024390.243902,4280000000.0,34130000000.0,254761905.0,254761905.0,16.8,16.8,4280000000.0,4280000000.0,0.0,4280000000.0,-670000000.0,4950000000.0,0.0,4950000000.0,1200000000.0,6150000000.0,850000000.0,1020000000.0,-1450000000.0,1450000000.0,5850000000.0,25940000000.0,13830000000.0,2340000000.0,2340000000.0,5230000000.0,5230000000.0,31790000000.0,8190000000.0,39980000000.0,39980000000.0,2023-09-30
0.0,0.228304,11010000000.0,,,5230000000.0,2290000000.0,13910000000.0,11010000000.0,8720000000.0,-1230000000.0,1230000000.0,5230000000.0,5320000000.0,34040000000.0,254789272.0,254789272.0,20.88,20.88,5320000000.0,5320000000.0,0.0,5320000000.0,-550000000.0,5870000000.0,90000000.0,5780000000.0,1710000000.0,7490000000.0,490000000.0,,-1230000000.0,1230000000.0,8140000000.0,20130000000.0,7970000000.0,2290000000.0,2290000000.0,5290000000.0,5290000000.0,28270000000.0,13910000000.0,42180000000.0,42180000000.0,2023-06-30
105000000.0,0.3,9370000000.0,350000000.0,350000000.0,7110000000.0,2340000000.0,13780000000.0,9720000000.0,7380000000.0,-580000000.0,520000000.0,6865000000.0,7090000000.0,35060000000.0,,,,,7090000000.0,7090000000.0,0.0,7090000000.0,170000000.0,6920000000.0,-20000000.0,6940000000.0,-80000000.0,6860000000.0,-1070000000.0,-220000000.0,-580000000.0,520000000.0,7920000000.0,21280000000.0,3540000000.0,2340000000.0,1250000000.0,11360000000.0,10450000000.0,29200000000.0,13780000000.0,42980000000.0,42980000000.0,2023-03-31
,,,0.0,0.0,,,,,,,,,,,254723127.0,254723127.0,15.35,15.35,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2022-12-31
0.0,0.349442,6750000000.0,0.0,0.0,1350000000.0,2730000000.0,13450000000.0,6750000000.0,4020000000.0,-1330000000.0,1330000000.0,1350000000.0,1500000000.0,34880000000.0,254668930.0,254668930.0,5.89,5.89,1500000000.0,1500000000.0,0.0,1500000000.0,-400000000.0,1900000000.0,150000000.0,1750000000.0,940000000.0,2690000000.0,470000000.0,0.0,-1330000000.0,1330000000.0,3010000000.0,21430000000.0,7260000000.0,2730000000.0,2730000000.0,6670000000.0,6670000000.0,24440000000.0,13450000000.0,37890000000.0,37890000000.0,2024-06-30 00:00:00
0.0,0.232759,7700000000.0,0.0,0.0,1940000000.0,2770000000.0,8570000000.0,7700000000.0,4930000000.0,-1450000000.0,1450000000.0,1940000000.0,1940000000.0,36580000000.0,254927727.0,254927727.0,7.61,7.61,1940000000.0,1940000000.0,0.0,1940000000.0,-730000000.0,2670000000.0,0.0,2670000000.0,810000000.0,3480000000.0,1080000000.0,0.0,-1450000000.0,1450000000.0,3410000000.0,28010000000.0,13340000000.0,2770000000.0,2770000000.0,6890000000.0,6890000000.0,31420000000.0,8570000000.0,39990000000.0,39990000000.0,2024-09-30 00:00:00
