Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Fixed Assets Revaluation Reserve,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
42310724.0,42310724.0,200000.0,1973300000.0,2082100000.0,170400000.0,1973300000.0,200000.0,2082100000.0,2082100000.0,2082100000.0,2082100000.0,1659000000.0,,,,423100000.0,423100000.0,46000000.0,1100000.0,,1100000.0,44900000.0,35700000.0,200000.0,200000.0,,,2800000.0,6200000.0,,,,6200000.0,2128100000.0,1912800000.0,1498600000.0,,136900000.0,126700000.0,126700000.0,,,,108800000.0,,,39400000.0,,39400000.0,0.0,39400000.0,,,,215300000.0,15700000.0,,,100000.0,,188600000.0,,,10900000.0,10900000.0,0.0,,2024-03-31
42310724.0,42310724.0,400000.0,1991200000.0,2102900000.0,172500000.0,1991200000.0,400000.0,2102900000.0,2102900000.0,2102900000.0,2102900000.0,1679800000.0,,,,423100000.0,423100000.0,68500000.0,1100000.0,,1100000.0,67400000.0,42600000.0,400000.0,400000.0,,,4100000.0,18900000.0,,,,18900000.0,2171400000.0,1931500000.0,,,155400000.0,1620400000.0,1620400000.0,,,,111700000.0,,,41800000.0,,41800000.0,1800000.0,40000000.0,,,,239900000.0,29600000.0,,,100000.0,,194600000.0,,,15600000.0,15600000.0,0.0,,2023-09-30
42310724.0,42310724.0,3348466.0,2004722582.0,2119931598.0,159374921.0,2004722582.0,3348466.0,2119931598.0,2119931598.0,2119931598.0,2119931598.0,1696800000.0,-64020680.0,-2917918049.0,4602815570.0,423107240.0,423107240.0,84150245.0,1060216.0,1060216.0,1100000.0,83090029.0,294599.0,3348466.0,3348466.0,0.0,4601174.0,4600000.0,52214728.0,1444169.0,0.0,35984039.0,14786520.0,2204081843.0,1961616895.0,1498000000.0,1456274100.0,174758054.0,1610000.0,1610000.0,127368283.0,127368283.0,0.0,115209016.0,115209016.0,0.0,8883395.0,-19720955.0,28604350.0,7125026.0,1229392.0,16755785.0,3494147.0,0.0,242464950.0,29000000.0,0.0,44577698.0,3696.0,3696.0,189365356.0,139238374.0,50126982.0,8518200.0,15600000.0,8518200.0,8518200.0,2023-03-31
