Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Current Deferred Taxes Liabilities
21249302.0,21249302.0,832300000.0,36922300000.0,36988900000.0,19031200000.0,36922300000.0,832300000.0,36988900000.0,36988900000.0,36988900000.0,36988900000.0,36776400000.0,,,212500000.0,212500000.0,14946000000.0,1518800000.0,367600000.0,367600000.0,1151200000.0,13427200000.0,704700000.0,464700000.0,464700000.0,1367800000.0,10141500000.0,,,114600000.0,10026900000.0,51934900000.0,19476500000.0,10100000.0,,158500000.0,16565200000.0,16565200000.0,66600000.0,,2283900000.0,,2283900000.0,101100000.0,2182800000.0,,,,,32458400000.0,781000000.0,,,6195800000.0,,,,,,3191100000.0,,,22290500000.0,19373100000.0,2917400000.0,,,2024-03-31,,
21249302.0,21249302.0,915400000.0,31020200000.0,31089200000.0,17040600000.0,31020200000.0,915400000.0,31089200000.0,31089200000.0,31089200000.0,31089200000.0,30876700000.0,,,212500000.0,212500000.0,14070200000.0,1603700000.0,451400000.0,451400000.0,1152300000.0,12466500000.0,630800000.0,464000000.0,464000000.0,1429900000.0,9092000000.0,,,159200000.0,8932800000.0,45159400000.0,15652300000.0,38800000.0,,198900000.0,12665700000.0,12665700000.0,69000000.0,,2307800000.0,,2307800000.0,123600000.0,2184200000.0,,,,,29507100000.0,449100000.0,,,5123900000.0,,,,,,3775500000.0,,,20158600000.0,14377300000.0,5781300000.0,,,2023-09-30,,
21249302.0,21249302.0,1131700000.0,31810200000.0,31885400000.0,18190900000.0,31810200000.0,1131700000.0,31885400000.0,31885400000.0,31885400000.0,31885400000.0,425200000.0,24285100000.0,25200000.0,212500000.0,212500000.0,13669700000.0,1609500000.0,674900000.0,674900000.0,934600000.0,12060200000.0,461700000.0,456800000.0,456800000.0,1261900000.0,9742700000.0,575800000.0,114100000.0,132900000.0,8919900000.0,45555100000.0,15304000000.0,15500000.0,148400000.0,169300000.0,12044300000.0,12044300000.0,75200000.0,75200000.0,2330500000.0,-1215700000.0,3546200000.0,36600000.0,2293900000.0,2037400000.0,1469000000.0,3200000.0,0.0,30251100000.0,6200000.0,146600000.0,271900000.0,6488500000.0,4943600000.0,152800000.0,1392100000.0,645600000.0,298800000.0,3169500000.0,-124300000.0,3293800000.0,19224000000.0,16827300000.0,2396700000.0,1775000000.0,621700000.0,2023-03-31,,
