Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Other Special Charges
0.0,0.204336,6639140000.0,0.0,0.0,3267301000.0,757223000.0,3075131000.0,6639140000.0,5881917000.0,-995481000.0,995481000.0,3267301000.0,3267301000.0,7549485000.0,,,,,3267301000.0,3267301000.0,0.0,3267301000.0,-648465000.0,3915766000.0,3915766000.0,998476000.0,4886436000.0,371915000.0,0.0,0.0,-995481000.0,995481000.0,5510002000.0,4474354000.0,2977965000.0,757223000.0,757223000.0,9984356000.0,3075131000.0,13059487000.0,13059487000.0,2024-03-31,
0.0,0.173912,5862078000.0,0.0,0.0,2793558000.0,656143000.0,754120000.0,5862078000.0,5205935000.0,-1041852000.0,1041852000.0,2793558000.0,2793558000.0,4998901000.0,178388123.0,178388123.0,15.66,15.66,2793558000.0,2793558000.0,0.0,2793558000.0,-655017000.0,3448575000.0,3448575000.0,724183000.0,4164083000.0,343967000.0,0.0,0.0,-1041852000.0,1041852000.0,4861968000.0,4244781000.0,2713343000.0,656143000.0,656143000.0,9106749000.0,754120000.0,9860869000.0,9860869000.0,2023-12-31,
-14859851.621353,0.190213,5453976000.0,-78122000.0,-78122000.0,2526201000.0,659131000.0,788424000.0,5375854000.0,4716723000.0,-964795000.0,964795000.0,2589463148.378647,2526201000.0,4271591000.0,178530106.0,178530106.0,14.15,14.15,2526201000.0,2526201000.0,0.0,2526201000.0,-526528000.0,3052729000.0,3052729000.0,713667000.0,3751928000.0,316215000.0,-78122000.0,78122000.0,-964795000.0,964795000.0,4478630000.0,3483167000.0,2093362000.0,659131000.0,659131000.0,7961797000.0,788424000.0,8750221000.0,8750221000.0,2023-09-30,
0.0,0.201196,5212885000.0,0.0,0.0,2405028000.0,629546000.0,594214000.0,5212885000.0,4583339000.0,-956554000.0,956554000.0,2405028000.0,2405028000.0,3812659000.0,178812491.0,178679643.0,13.45,13.46,2405028000.0,2405028000.0,0.0,2405028000.0,-505369000.0,2910397000.0,2910397000.0,729694000.0,3626785000.0,289700000.0,0.0,,-956554000.0,956554000.0,4293639000.0,3218445000.0,1944567000.0,629546000.0,629546000.0,7512084000.0,594214000.0,8106298000.0,8106298000.0,2023-06-30,
152571749.627958,0.144642,3892920000.0,1054822000.0,1054822000.0,2540815000.0,649640000.0,899797000.0,4947742000.0,4298102000.0,-552607000.0,870395000.0,1638564749.627958,2540815000.0,2791084000.0,,,,,2540815000.0,2540815000.0,0.0,2540815000.0,-381821000.0,2922636000.0,2922636000.0,495791000.0,3427707000.0,-836779000.0,-5091378000.0,,-552607000.0,870395000.0,3761324000.0,1891287000.0,-969582000.0,649640000.0,649640000.0,5652611000.0,899797000.0,6552408000.0,6552408000.0,2023-03-31,
,,,,,,,,,,,,,,,178872414.0,178691185.0,9.86,9.87,,,,,,,,,,,,0.0,,,,,,,,,,,,2022-12-31,
-981914.941577,0.192532,5692796000.0,-5100000.0,-5100000.0,2325434000.0,774853000.0,368760000.0,5687696000.0,4912843000.0,-1031064000.0,1031064000.0,2329552085.058423,2325434000.0,4506076000.0,178879538.0,178742045.0,13.0,13.01,2325434000.0,2325434000.0,0.0,2325434000.0,-821676000.0,3147110000.0,3147110000.0,747368000.0,3881779000.0,382614000.0,-5100000.0,0.0,-1031064000.0,1031064000.0,4535329000.0,4137316000.0,2476436000.0,774853000.0,774853000.0,8672645000.0,368760000.0,9041405000.0,9041405000.0,2024-06-30 00:00:00,5100000.0
